number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,momentum_sgd,norm,num_layers,optimizer,pattern,pca_frac,pooling,use_pca,weight_decay
15,0.49224371515619725,COMPLETE,2025-11-27 03:49:39.325024,2025-11-27 03:50:04.647381,0 days 00:00:25.322357,"[128, 64]",[1],[1],gelu,128,48,0.2,0.0005,,L2,2,AdamW,decreasing,,max,False,1e-07
16,0.45967603777290156,COMPLETE,2025-11-27 03:50:04.649903,2025-11-27 03:50:24.521176,0 days 00:00:19.871273,"[128, 64]",[1],[1],gelu,128,48,0.2,0.0005,,L2,2,AdamW,decreasing,,max,False,1e-07
17,0.2101718943824207,PRUNED,2025-11-27 03:50:24.524253,2025-11-27 03:50:27.167959,0 days 00:00:02.643706,"[128, 64, 64]",[1],"[1, 2]",gelu,128,48,0.2,0.0005,0.7,L2,3,SGD,decreasing,,max,False,1e-07
18,0.21839080459770113,PRUNED,2025-11-27 03:50:27.168960,2025-11-27 03:50:31.310416,0 days 00:00:04.141456,"[128, 64]",[1],[1],relu,128,48,0.2,0.0005,,L2,2,Adam,decreasing,,mean,False,1e-07
19,0.21839080459770113,PRUNED,2025-11-27 03:50:31.311422,2025-11-27 03:50:34.993817,0 days 00:00:03.682395,[128],[],[],silu,128,48,,2e-05,,L2,1,AdamW,decreasing,,max,False,1e-07
20,0.4653084105267089,COMPLETE,2025-11-27 03:50:34.994827,2025-11-27 03:50:55.446152,0 days 00:00:20.451325,"[128, 64, 64]",[1],"[1, 2]",gelu,128,64,0.2,0.001,,L2,3,AdamW,decreasing,,max,False,1e-07
21,0.36423301129183483,PRUNED,2025-11-27 03:50:55.448176,2025-11-27 03:51:03.132919,0 days 00:00:07.684743,"[128, 64, 64]",[1],"[1, 2]",gelu,128,64,0.2,0.001,,L2,3,AdamW,decreasing,,max,False,1e-07
22,0.3127572016460905,PRUNED,2025-11-27 03:51:03.133937,2025-11-27 03:51:05.323708,0 days 00:00:02.189771,"[128, 64]",[1],[1],gelu,128,64,0.2,0.001,,L2,2,AdamW,decreasing,,max,False,1e-07
23,0.27820512820512816,PRUNED,2025-11-27 03:51:05.324713,2025-11-27 03:51:07.709244,0 days 00:00:02.384531,"[128, 64, 64]",[1],"[1, 2]",gelu,128,64,0.2,0.0002,,L2,3,AdamW,decreasing,,max,False,1e-07
24,0.3333333333333333,PRUNED,2025-11-27 03:51:07.710262,2025-11-27 03:51:15.219072,0 days 00:00:07.508810,"[512, 256]",[1],[1],gelu,512,48,0.3,0.001,,L2,2,AdamW,decreasing,,max,False,1e-07
25,0.21839080459770113,PRUNED,2025-11-27 03:51:15.220090,2025-11-27 03:51:19.599810,0 days 00:00:04.379720,"[256, 128, 64]",[1],"[1, 2]",gelu,256,64,0.5,0.0005,,L2,3,AdamW,decreasing,,max,False,1e-07
26,0.21839080459770113,PRUNED,2025-11-27 03:51:19.600813,2025-11-27 03:51:23.463585,0 days 00:00:03.862772,[640],[],[],relu,640,48,,0.0005,,L2,1,Adam,decreasing,,mean,False,1e-05
27,0.1761006289308176,PRUNED,2025-11-27 03:51:23.464590,2025-11-27 03:51:25.928854,0 days 00:00:02.464264,"[192, 96, 64, 64]",[3],"[1, 2, 3]",silu,192,64,0.1,0.001,0.0,L2,4,SGD,decreasing,,max,False,1e-07
28,0.21839080459770113,PRUNED,2025-11-27 03:51:25.929877,2025-11-27 03:51:27.517371,0 days 00:00:01.587494,"[128, 64]",[1],[1],leakyrelu,128,128,0.2,0.0005,,L2,2,RMSprop,decreasing,,max,False,1e-07
29,0.1761006289308176,PRUNED,2025-11-27 03:51:27.517371,2025-11-27 03:51:32.640926,0 days 00:00:05.123555,[896],[],[],leakyrelu,896,32,,2e-05,,L2,1,Adam,decreasing,,max,False,1e-06
30,0.3019187470615866,COMPLETE,2025-11-27 03:51:32.641932,2025-11-27 03:51:59.106572,0 days 00:00:26.464640,"[128, 64, 64, 64, 64]","[1, 3, 4]","[1, 2, 3]",gelu,128,48,0.2,0.0002,,L2,5,AdamW,decreasing,,max,False,1e-05
31,0.48127111165868025,COMPLETE,2025-11-27 03:51:59.109100,2025-11-27 03:52:22.255559,0 days 00:00:23.146459,"[128, 64]",[1],[1],gelu,128,48,0.2,0.0005,,L2,2,AdamW,decreasing,,max,False,1e-07
32,0.3523809523809524,PRUNED,2025-11-27 03:52:22.257570,2025-11-27 03:52:31.687244,0 days 00:00:09.429674,"[128, 64]",[1],[1],gelu,128,48,0.2,0.0005,,L2,2,AdamW,decreasing,,max,False,1e-07
33,0.45701526532218517,COMPLETE,2025-11-27 03:52:31.688258,2025-11-27 03:52:55.333202,0 days 00:00:23.644944,"[128, 64, 64]",[1],"[1, 2]",gelu,128,48,0.2,0.0005,,L2,3,AdamW,decreasing,,max,False,1e-07
34,0.4331623592668533,COMPLETE,2025-11-27 03:52:55.336219,2025-11-27 03:53:04.739602,0 days 00:00:09.403383,"[384, 192]",[1],[1],elu,384,128,0.2,0.0005,,minmax,2,AdamW,decreasing,0.9,max,True,0.0001
35,0.08888888888888889,PRUNED,2025-11-27 03:53:04.741612,2025-11-27 03:53:06.760819,0 days 00:00:02.019207,[128],[],[],gelu,128,48,,5e-05,,L2,1,AdamW,decreasing,,max,False,1e-06
36,0.2909090909090909,PRUNED,2025-11-27 03:53:06.761826,2025-11-27 03:53:09.341370,0 days 00:00:02.579544,"[896, 448, 224]",[1],[1],tanh,896,64,0.2,1e-05,,minmax,3,RMSprop,decreasing,0.7,max,True,1e-07
37,0.18238993710691823,PRUNED,2025-11-27 03:53:09.342489,2025-11-27 03:53:13.727844,0 days 00:00:04.385355,[128],[],[],leakyrelu,128,96,,2e-05,,L2,1,Adam,uniform,,mean,False,1e-07
38,0.44523199156875376,COMPLETE,2025-11-27 03:53:13.727844,2025-11-27 03:53:21.357630,0 days 00:00:07.629786,"[384, 192]",[],[1],elu,384,128,0.3,0.001,,minmax,2,AdamW,decreasing,0.5,max,True,0.0001
39,0.21839080459770113,PRUNED,2025-11-27 03:53:21.360150,2025-11-27 03:53:25.617225,0 days 00:00:04.257075,"[256, 128, 64]",[1],"[1, 2]",gelu,256,32,0.1,0.0005,,L2,3,RMSprop,decreasing,,max,False,0.0
40,0.08888888888888889,PRUNED,2025-11-27 03:53:25.618279,2025-11-27 03:53:27.058900,0 days 00:00:01.440621,"[128, 256, 512]",[],[1],silu,512,48,0.5,1e-05,0.0,minmax,3,SGD,increasing,,mean,False,1e-05
41,0.4640427628699035,COMPLETE,2025-11-27 03:53:27.059917,2025-11-27 03:53:47.472002,0 days 00:00:20.412085,"[128, 64]",[1],[1],gelu,128,48,0.2,0.0005,,L2,2,AdamW,decreasing,,max,False,1e-07
42,0.3645423551009704,PRUNED,2025-11-27 03:53:47.475018,2025-11-27 03:53:55.558287,0 days 00:00:08.083269,"[128, 64]",[1],[1],gelu,128,48,0.2,0.0005,,L2,2,AdamW,decreasing,,max,False,1e-07
43,0.31192266380236305,PRUNED,2025-11-27 03:53:55.559287,2025-11-27 03:54:07.007809,0 days 00:00:11.448522,"[192, 96]",[1],[1],gelu,192,48,0.2,5e-05,,L2,2,AdamW,decreasing,,max,False,1e-07
44,0.1761006289308176,PRUNED,2025-11-27 03:54:07.007809,2025-11-27 03:54:08.390208,0 days 00:00:01.382399,[128],[],[],tanh,128,96,,0.0005,,L2,1,AdamW,uniform,,max,False,1e-07
45,0.26129983823389474,PRUNED,2025-11-27 03:54:08.391213,2025-11-27 03:54:16.524687,0 days 00:00:08.133474,"[640, 320]",[1],[1],gelu,640,16,0.2,0.0005,,L2,2,AdamW,decreasing,0.9,max,True,1e-06
46,0.36058856213176554,COMPLETE,2025-11-27 03:54:16.525712,2025-11-27 03:54:36.380074,0 days 00:00:19.854362,[1024],[],[],tanh,1024,48,,0.0002,,L2,1,AdamW,increasing,,max,False,1e-07
47,0.18238993710691823,PRUNED,2025-11-27 03:54:36.383101,2025-11-27 03:54:44.280883,0 days 00:00:07.897782,"[128, 64, 64]",[2],[2],relu,128,48,0.2,0.0001,,L2,3,AdamW,decreasing,,max,False,0.0001
48,0.21839080459770113,PRUNED,2025-11-27 03:54:44.281890,2025-11-27 03:55:04.169547,0 days 00:00:19.887657,"[768, 768, 768, 768, 768, 768]","[1, 5]","[1, 2, 4, 5]",elu,768,32,0.2,0.0005,,minmax,6,AdamW,uniform,,mean,False,0.0
49,0.19276485788113695,PRUNED,2025-11-27 03:55:04.170553,2025-11-27 03:55:34.226054,0 days 00:00:30.055501,"[128, 64, 64, 64]","[1, 2, 3]",[3],gelu,128,16,0.4,0.001,0.7,L2,4,SGD,decreasing,0.9,max,True,1e-07
