number,value,state,datetime_start,datetime_complete,duration,params_activation,params_attention_proj,params_batch_size,params_causal,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
23,0.08558558558558559,PRUNED,2025-10-01 13:27:42.563661,2025-10-01 13:27:53.675772,0 days 00:00:11.112111,silu,False,32,False,6.0,,increasing,2,1.0,linear,,1.0,0.05,False,,,,,,2,True,,,,,0.0001,,L2,1,AdamW,max,False,1e-07,False,[512],[1],[False],0.05,[True]
24,0.17904761904761904,PRUNED,2025-10-01 13:27:53.676780,2025-10-01 13:28:18.693595,0 days 00:00:25.016815,leakyrelu,False,16,False,1.0,,increasing,2,2.0,linear,,2.0,0.0,False,True,True,False,,,3,True,False,False,False,,0.0001,,L2,4,AdamW,mean,False,1e-07,False,"[96, 128, 192, 256]","[2, 4, 6, 8]","[False, True, True, False]",0.0,"[True, False, False, False]"
25,0.27255211070239976,PRUNED,2025-10-01 13:28:18.694595,2025-10-01 13:28:44.220663,0 days 00:00:25.526068,silu,False,32,False,3.0,,increasing,2,1.0,linear,,1.0,0.05,False,False,,,,64.0,9,True,False,,,,1e-05,,L2,2,AdamW,max,False,5e-07,False,"[192, 256]","[1, 2]","[False, False]",0.05,"[True, False]"
26,0.178030303030303,PRUNED,2025-10-01 13:28:44.221672,2025-10-01 13:29:03.014110,0 days 00:00:18.792438,tanh,True,16,True,1.0,,increasing,3,2.0,linear,,2.0,0.0,False,True,True,,,,7,False,True,False,,,0.0002,,minmax,3,Adam,attention,False,5e-07,True,"[96, 128, 192]","[2, 4, 6]","[False, True, True]",0.0,"[False, True, False]"
27,0.4129079254786692,COMPLETE,2025-10-01 13:29:03.014110,2025-10-01 13:31:55.396255,0 days 00:02:52.382145,mish,False,96,False,5.0,,increasing,2,1.0,linear,,1.0,0.05,False,False,True,,,,9,True,False,False,,,0.001,0.9,L2,3,SGD,last,False,1e-07,False,"[384, 512, 640]","[1, 2, 3]","[False, False, True]",0.05,"[True, False, False]"
28,0.178030303030303,PRUNED,2025-10-01 13:31:55.398959,2025-10-01 13:32:43.658140,0 days 00:00:48.259181,gelu,True,32,False,9.0,,decreasing,2,,pow2,2.0,,0.1,True,False,False,,,,3,True,False,True,,,0.002,,L2,3,RMSprop,mean,True,5e-07,False,"[896, 768, 640]","[2, 4, 8]","[True, False, False]",0.1,"[True, False, True]"
29,0.33892758808825957,COMPLETE,2025-10-01 13:32:43.659141,2025-10-01 13:32:57.778204,0 days 00:00:14.119063,silu,False,96,False,,0.0,uniform,1,3.0,linear,,3.0,0.0,False,True,,,,,7,True,True,,,,0.0001,,L2,2,AdamW,max,False,1e-05,False,"[64, 64]","[3, 6]","[False, True]",0.0,"[True, True]"
30,0.42942039553856826,COMPLETE,2025-10-01 13:32:57.780218,2025-10-01 13:33:46.553435,0 days 00:00:48.773217,relu,False,16,False,4.0,,increasing,3,1.0,linear,,1.0,0.05,False,,,,,256.0,9,True,,,,,0.0001,,L2,1,AdamW,max,False,1e-06,False,[256],[1],[False],0.05,[True]
31,0.178030303030303,PRUNED,2025-10-01 13:33:46.555488,2025-10-01 13:33:54.840005,0 days 00:00:08.284517,silu,False,32,False,1.0,,increasing,2,1.0,linear,,1.0,0.0,False,True,,,,,9,True,False,,,,0.0001,,L2,2,AdamW,max,False,1e-07,False,"[96, 128]","[1, 2]","[False, True]",0.0,"[True, False]"
32,0.43375951666569407,COMPLETE,2025-10-01 13:33:54.841024,2025-10-01 13:34:22.766069,0 days 00:00:27.925045,silu,False,32,False,1.0,,increasing,2,1.0,linear,,1.0,0.0,False,True,,,,,9,True,False,,,,0.0001,,L2,2,AdamW,max,False,1e-07,False,"[96, 128]","[1, 2]","[False, True]",0.0,"[True, False]"
33,0.2634364839708579,COMPLETE,2025-10-01 13:34:22.768596,2025-10-01 13:34:43.070526,0 days 00:00:20.301930,elu,False,32,False,2.0,,increasing,2,1.0,linear,,1.0,0.05,False,,,,,64.0,9,True,,,,,0.001,,L2,1,AdamW,max,False,1e-07,False,[128],[1],[False],0.05,[True]
34,0.21759048895761182,COMPLETE,2025-10-01 13:34:43.072540,2025-10-01 13:35:03.862009,0 days 00:00:20.789469,silu,False,32,False,1.0,,increasing,2,2.0,linear,,2.0,0.0,False,True,,,,512.0,9,False,False,,,,0.0001,,L2,2,AdamW,max,False,2e-06,False,"[96, 128]","[2, 4]","[False, True]",0.0,"[False, False]"
35,0.21759048895761182,COMPLETE,2025-10-01 13:35:03.864070,2025-10-01 13:35:16.130336,0 days 00:00:12.266266,leakyrelu,False,128,False,0.0,,increasing,2,1.0,linear,,1.0,0.0,True,True,,,,,5,True,False,,,,0.0001,,minmax,2,AdamW,mean,False,1e-07,False,"[64, 96]","[1, 2]","[True, True]",0.0,"[True, False]"
36,0.21640488656195464,PRUNED,2025-10-01 13:35:16.132383,2025-10-01 13:37:13.983500,0 days 00:01:57.851117,silu,False,32,True,7.0,,decreasing,2,1.0,linear,,1.0,0.05,True,True,True,True,False,,9,False,False,False,True,False,0.0005,,L2,5,Adam,last,False,0.0,True,"[640, 512, 384, 256, 192]","[1, 2, 3, 4, 5]","[True, True, True, True, False]",0.05,"[False, False, False, True, False]"
37,0.178030303030303,PRUNED,2025-10-01 13:37:13.984760,2025-10-01 13:37:31.801488,0 days 00:00:17.816728,silu,False,64,False,,9.0,uniform,1,2.0,linear,,2.0,0.0,False,True,,,,512.0,2,True,False,,,,0.001,,L2,2,RMSprop,max,False,2e-06,False,"[896, 896]","[2, 4]","[False, True]",0.0,"[True, False]"
38,0.21759048895761182,COMPLETE,2025-10-01 13:37:31.802508,2025-10-01 13:38:02.727032,0 days 00:00:30.924524,leakyrelu,True,128,True,2.0,,increasing,2,,pow2,2.0,,0.2,True,False,True,False,,128.0,3,False,False,False,False,,0.002,,L2,4,AdamW,mean,False,2e-07,False,"[128, 192, 256, 384]","[2, 4, 8, 16]","[True, False, True, False]",0.2,"[False, False, False, False]"
39,0.28613147866830674,COMPLETE,2025-10-01 13:38:02.729047,2025-10-01 13:38:23.604549,0 days 00:00:20.875502,elu,False,64,False,3.0,,decreasing,1,1.0,linear,,1.0,0.1,False,True,False,,,64.0,5,True,True,True,,,1e-05,,minmax,3,AdamW,last,True,1e-07,False,"[192, 128, 96]","[1, 2, 3]","[False, True, False]",0.1,"[True, True, True]"
40,0.17702448210922786,PRUNED,2025-10-01 13:38:23.605724,2025-10-01 13:38:28.655409,0 days 00:00:05.049685,gelu,True,96,False,1.0,,increasing,1,,pow2,1.0,,0.2,True,False,True,False,,256.0,7,False,False,False,False,,0.0002,0.5,L2,4,SGD,mean,False,5e-07,True,"[96, 128, 192, 256]","[1, 2, 4, 8]","[True, False, True, False]",0.2,"[False, False, False, False]"
41,0.21291448516579406,PRUNED,2025-10-01 13:38:28.655409,2025-10-01 13:38:33.339190,0 days 00:00:04.683781,silu,False,32,False,0.0,,increasing,2,1.0,linear,,1.0,0.0,False,True,,,,,9,True,False,,,,0.0001,,L2,2,AdamW,max,False,1e-07,False,"[64, 96]","[1, 2]","[False, True]",0.0,"[True, False]"
42,0.4610353116013893,COMPLETE,2025-10-01 13:38:33.340197,2025-10-01 13:38:57.514772,0 days 00:00:24.174575,silu,False,32,False,1.0,,increasing,2,1.0,linear,,1.0,0.0,False,True,,,,,9,True,False,,,,0.0001,,L2,2,AdamW,max,False,1e-07,False,"[96, 128]","[1, 2]","[False, True]",0.0,"[True, False]"
43,0.4269923577323879,COMPLETE,2025-10-01 13:38:57.517286,2025-10-01 13:39:24.639494,0 days 00:00:27.122208,silu,False,32,False,0.0,,increasing,2,1.0,linear,,1.0,0.0,False,,,,,,9,True,,,,,0.0001,,L2,1,AdamW,max,False,1e-07,False,[64],[1],[False],0.0,[True]
44,0.28726901613358524,PRUNED,2025-10-01 13:39:24.641525,2025-10-01 13:40:17.261119,0 days 00:00:52.619594,silu,False,32,False,5.0,,increasing,2,1.0,linear,,1.0,0.05,False,True,,,,,9,True,False,,,,0.0001,,L2,2,AdamW,max,False,1e-07,False,"[384, 512]","[1, 2]","[False, True]",0.05,"[True, False]"
45,0.43375663773022116,COMPLETE,2025-10-01 13:40:17.262126,2025-10-01 13:41:08.221568,0 days 00:00:50.959442,relu,False,32,False,,3.0,uniform,2,1.0,linear,,1.0,0.0,False,True,True,,,,9,True,True,False,,,0.0001,,L2,3,AdamW,max,True,2e-07,False,"[192, 192, 192]","[1, 2, 3]","[False, True, True]",0.0,"[True, True, False]"
46,0.30700715171477566,COMPLETE,2025-10-01 13:41:08.223580,2025-10-01 13:41:28.536136,0 days 00:00:20.312556,leakyrelu,False,64,True,1.0,,increasing,2,,pow2,2.0,,0.05,False,True,,,,,9,True,False,,,,0.0001,,L2,2,AdamW,attention,False,1e-05,False,"[96, 128]","[2, 4]","[False, True]",0.05,"[True, False]"
47,0.21640488656195464,PRUNED,2025-10-01 13:41:28.538648,2025-10-01 13:43:18.910066,0 days 00:01:50.371418,silu,True,16,False,7.0,,decreasing,2,1.0,linear,,1.0,0.0,False,True,True,True,True,,5,True,True,True,True,False,0.0001,,L2,5,RMSprop,max,True,5e-07,False,"[640, 512, 384, 256, 192]","[1, 2, 3, 4, 5]","[False, True, True, True, True]",0.0,"[True, True, True, True, False]"
48,0.21759048895761182,COMPLETE,2025-10-01 13:43:18.911066,2025-10-01 13:43:46.091753,0 days 00:00:27.180687,mish,False,128,False,2.0,,increasing,2,1.0,linear,,1.0,0.05,True,False,False,,,128.0,7,True,False,False,,,0.0002,,minmax,3,Adam,mean,False,1e-07,False,"[128, 192, 256]","[1, 2, 3]","[True, False, False]",0.05,"[True, False, False]"
49,0.32435584048279115,COMPLETE,2025-10-01 13:43:46.093837,2025-10-01 13:44:09.048602,0 days 00:00:22.954765,silu,True,32,False,4.0,,increasing,2,,pow2,2.0,,0.0,False,,,,,,3,True,,,,,1e-05,,L2,1,AdamW,max,True,2e-06,True,[256],[2],[False],0.0,[True]
