number,value,state,datetime_start,datetime_complete,duration,params_activation,params_attention_proj,params_batch_size,params_causal,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
10,0.21761658031088082,PRUNED,2025-09-30 21:35:09.438451,2025-09-30 21:35:13.006679,0 days 00:00:03.568228,leakyrelu,False,64,False,4.0,,decreasing,1,3.0,linear,,2.0,0.3,True,False,False,False,,,64.0,2,False,False,False,False,,,0.0001,,L2,4,AdamW,attention,True,1e-05,False,"[256, 192, 128, 96]","[3, 5, 7, 9]","[True, False, False, False]",0.3,"[False, False, False, False]"
11,0.21640488656195464,PRUNED,2025-09-30 21:35:13.013197,2025-09-30 21:35:29.042512,0 days 00:00:16.029315,silu,False,64,False,2.0,,increasing,1,2.0,linear,,1.0,0.1,True,False,False,True,False,,256.0,5,True,False,False,True,True,,0.0005,,L2,5,Adam,attention,True,2e-06,True,"[128, 192, 256, 384, 512]","[2, 3, 4, 5, 6]","[True, False, False, True, False]",0.1,"[True, False, False, True, True]"
12,0.4106372651321337,COMPLETE,2025-09-30 21:35:29.043146,2025-09-30 21:35:51.034701,0 days 00:00:21.991555,relu,False,96,False,2.0,,increasing,1,,pow2,2.0,,0.05,True,False,False,True,False,,256.0,5,True,False,True,True,True,,0.0001,,L2,5,Adam,attention,True,1e-06,True,"[128, 192, 256, 384, 512]","[2, 4, 8, 16, 32]","[True, False, False, True, False]",0.05,"[True, False, True, True, True]"
13,0.21640488656195464,PRUNED,2025-09-30 21:35:51.037702,2025-09-30 21:36:09.320687,0 days 00:00:18.282985,relu,False,96,False,2.0,,increasing,2,2.0,linear,,3.0,0.05,True,False,False,True,,,512.0,9,True,False,True,True,,,0.0001,,L2,4,Adam,attention,True,1e-07,True,"[128, 192, 256, 384]","[2, 5, 8, 11]","[True, False, False, True]",0.05,"[True, False, True, True]"
14,0.21761658031088082,PRUNED,2025-09-30 21:36:09.320687,2025-09-30 21:36:22.688652,0 days 00:00:13.367965,relu,False,96,False,9.0,,decreasing,1,,pow2,2.0,,0.1,False,False,True,True,False,False,,5,False,False,False,True,True,True,0.0001,0.9,L2,6,SGD,attention,True,5e-07,True,"[896, 768, 640, 512, 384, 256]","[2, 4, 8, 16, 32, 64]","[False, False, True, True, False, False]",0.1,"[False, False, False, True, True, True]"
15,0.21875,PRUNED,2025-09-30 21:36:22.689416,2025-09-30 21:36:32.637623,0 days 00:00:09.948207,relu,False,16,False,2.0,,increasing,1,2.0,linear,,2.0,0.0,True,False,,,,,256.0,3,True,False,,,,,0.0001,,L2,2,AdamW,attention,True,2e-06,True,"[128, 192]","[2, 4]","[True, False]",0.0,"[True, False]"
16,0.42951165693535587,COMPLETE,2025-09-30 21:36:32.638629,2025-09-30 21:36:59.597488,0 days 00:00:26.958859,leakyrelu,False,64,False,1.0,,increasing,2,3.0,linear,,1.0,0.15000000000000002,False,False,False,False,,,256.0,5,True,True,False,False,,,0.0001,,L2,4,Adam,attention,True,0.0,True,"[96, 128, 192, 256]","[3, 4, 5, 6]","[False, False, False, False]",0.15000000000000002,"[True, True, False, False]"
17,0.178030303030303,PRUNED,2025-09-30 21:36:59.597488,2025-09-30 21:37:10.126583,0 days 00:00:10.529095,leakyrelu,False,64,False,1.0,,increasing,2,3.0,linear,,1.0,0.2,False,False,,,,,256.0,3,True,True,,,,,1e-05,,L2,2,Adam,attention,True,0.0,True,"[96, 128]","[3, 4]","[False, False]",0.2,"[True, True]"
18,0.21875,PRUNED,2025-09-30 21:37:10.126583,2025-09-30 21:37:28.519244,0 days 00:00:18.392661,leakyrelu,False,64,False,,8.0,uniform,2,2.0,linear,,1.0,0.15000000000000002,False,False,False,False,,,128.0,2,False,True,False,False,,,0.001,,L2,4,Adam,attention,True,0.0,False,"[768, 768, 768, 768]","[2, 3, 4, 5]","[False, False, False, False]",0.15000000000000002,"[False, True, False, False]"
19,0.21875,PRUNED,2025-09-30 21:37:28.520244,2025-09-30 21:37:37.161420,0 days 00:00:08.641176,silu,False,64,False,4.0,,decreasing,2,3.0,linear,,2.0,0.25,False,False,True,,,,,7,True,True,False,,,,0.0001,,L2,3,AdamW,mean,True,1e-05,True,"[256, 192, 128]","[3, 5, 7]","[False, False, True]",0.25,"[True, True, False]"
20,0.178030303030303,PRUNED,2025-09-30 21:37:37.163428,2025-09-30 21:37:52.590909,0 days 00:00:15.427481,tanh,False,64,False,1.0,,increasing,2,1.0,linear,,3.0,0.15000000000000002,False,True,False,False,,,64.0,9,True,True,False,False,,,0.0001,0.0,L2,4,SGD,attention,True,1e-07,True,"[96, 128, 192, 256]","[1, 4, 7, 10]","[False, True, False, False]",0.15000000000000002,"[True, True, False, False]"
21,0.21875,PRUNED,2025-09-30 21:37:52.591240,2025-09-30 21:37:58.192950,0 days 00:00:05.601710,elu,False,96,False,1.0,,increasing,1,,pow2,2.0,,0.1,True,False,False,False,False,,256.0,5,True,False,True,False,True,,0.0001,,L2,5,Adam,attention,True,0.0,True,"[96, 128, 192, 256, 384]","[2, 4, 8, 16, 32]","[True, False, False, False, False]",0.1,"[True, False, True, False, True]"
22,0.4719713160133809,COMPLETE,2025-09-30 21:37:58.193951,2025-09-30 21:38:20.490487,0 days 00:00:22.296536,leakyrelu,False,96,False,3.0,,increasing,1,2.0,linear,,1.0,0.05,False,False,False,False,,,256.0,5,True,False,False,False,,,0.0001,,L2,4,Adam,attention,True,1e-06,True,"[192, 256, 384, 512]","[2, 3, 4, 5]","[False, False, False, False]",0.05,"[True, False, False, False]"
23,0.4123525106712338,COMPLETE,2025-09-30 21:38:20.491069,2025-09-30 21:38:46.794470,0 days 00:00:26.303401,leakyrelu,False,64,False,3.0,,increasing,1,2.0,linear,,1.0,0.1,False,False,False,False,,,256.0,5,True,True,False,False,,,0.0001,,L2,4,Adam,attention,True,0.0,True,"[192, 256, 384, 512]","[2, 3, 4, 5]","[False, False, False, False]",0.1,"[True, True, False, False]"
24,0.33115105822682905,COMPLETE,2025-09-30 21:38:46.796480,2025-09-30 21:39:04.096937,0 days 00:00:17.300457,leakyrelu,False,128,False,3.0,,increasing,1,2.0,linear,,1.0,0.05,False,False,False,,,,512.0,5,True,False,False,,,,0.0001,,L2,3,Adam,attention,True,1e-06,True,"[192, 256, 384]","[2, 3, 4]","[False, False, False]",0.05,"[True, False, False]"
25,0.178030303030303,PRUNED,2025-09-30 21:39:04.098943,2025-09-30 21:39:34.626456,0 days 00:00:30.527513,leakyrelu,False,16,False,6.0,,increasing,2,3.0,linear,,2.0,0.0,False,False,,,,,256.0,3,True,True,,,,,0.0001,,L2,2,Adam,attention,True,1e-07,True,"[512, 640]","[3, 5]","[False, False]",0.0,"[True, True]"
26,0.21875,PRUNED,2025-09-30 21:39:34.626456,2025-09-30 21:39:39.140593,0 days 00:00:04.514137,leakyrelu,False,96,True,1.0,,increasing,1,2.0,linear,,1.0,0.15000000000000002,False,False,False,False,,,256.0,5,False,False,False,False,,,0.001,,minmax,4,Adam,attention,True,2e-07,False,"[96, 128, 192, 256]","[2, 3, 4, 5]","[False, False, False, False]",0.15000000000000002,"[False, False, False, False]"
27,0.18946428571428572,PRUNED,2025-09-30 21:39:39.141640,2025-09-30 21:39:46.787633,0 days 00:00:07.645993,elu,False,64,False,3.0,,increasing,2,2.0,linear,,1.0,0.25,False,False,False,,,,256.0,5,True,False,False,,,,0.0002,,L2,3,Adam,max,True,5e-07,True,"[192, 256, 384]","[2, 3, 4]","[False, False, False]",0.25,"[True, False, False]"
28,0.178030303030303,PRUNED,2025-09-30 21:39:46.794137,2025-09-30 21:39:53.382558,0 days 00:00:06.588421,leakyrelu,False,64,False,,5.0,uniform,1,2.0,linear,,2.0,0.1,False,True,False,False,,,256.0,3,True,True,False,False,,,1e-05,,L2,4,AdamW,mean,True,2e-06,True,"[384, 384, 384, 384]","[2, 4, 6, 8]","[False, True, False, False]",0.1,"[True, True, False, False]"
29,0.178030303030303,PRUNED,2025-09-30 21:39:53.384567,2025-09-30 21:39:59.354685,0 days 00:00:05.970118,elu,False,128,False,5.0,,decreasing,2,3.0,linear,,1.0,0.0,False,False,True,,,,256.0,3,True,False,False,,,,1e-05,0.7000000000000001,L2,3,SGD,last,True,1e-06,True,"[384, 256, 192]","[3, 4, 5]","[False, False, True]",0.0,"[True, False, False]"
30,0.43549769599349314,COMPLETE,2025-09-30 21:39:59.355689,2025-09-30 21:40:36.906559,0 days 00:00:37.550870,gelu,False,96,False,,5.0,uniform,3,1.0,linear,,3.0,0.05,False,False,,,,,128.0,7,True,True,,,,,0.0001,,L2,2,Adam,attention,True,1e-05,True,"[384, 384]","[1, 4]","[False, False]",0.05,"[True, True]"
31,0.21640488656195464,PRUNED,2025-09-30 21:40:36.909560,2025-09-30 21:41:02.138169,0 days 00:00:25.228609,gelu,False,96,False,,5.0,uniform,3,1.0,linear,,3.0,0.05,False,False,,,,,128.0,7,True,True,,,,,0.0001,,L2,2,Adam,attention,True,1e-05,True,"[384, 384]","[1, 4]","[False, False]",0.05,"[True, True]"
32,0.40937422053808703,COMPLETE,2025-09-30 21:41:02.139173,2025-09-30 21:41:15.420562,0 days 00:00:13.281389,gelu,False,96,False,,3.0,uniform,3,1.0,linear,,3.0,0.05,False,,,,,,128.0,7,True,,,,,,0.0001,,L2,1,Adam,attention,True,1e-05,True,[192],[1],[False],0.05,[True]
33,0.4309869973984282,COMPLETE,2025-09-30 21:41:15.422718,2025-09-30 21:43:07.440125,0 days 00:01:52.017407,gelu,False,96,False,,7.0,uniform,3,1.0,linear,,2.0,0.0,False,False,False,,,,128.0,7,True,True,False,,,,0.0001,,L2,3,Adam,attention,True,1e-05,True,"[640, 640, 640]","[1, 3, 5]","[False, False, False]",0.0,"[True, True, False]"
34,0.3608964840844063,COMPLETE,2025-09-30 21:43:07.447096,2025-09-30 21:44:47.772981,0 days 00:01:40.325885,gelu,False,96,False,,7.0,uniform,3,1.0,linear,,2.0,0.0,False,False,,,,,128.0,7,True,True,,,,,0.0005,,L2,2,Adam,last,False,1e-05,True,"[640, 640]","[1, 3]","[False, False]",0.0,"[True, True]"
35,0.389214481405377,COMPLETE,2025-09-30 21:44:47.772981,2025-09-30 21:46:33.042992,0 days 00:01:45.270011,gelu,True,96,True,,6.0,uniform,3,1.0,linear,,2.0,0.0,False,False,False,,,,128.0,7,True,True,False,,,,0.002,,L2,3,Adam,attention,False,1e-05,True,"[512, 512, 512]","[1, 3, 5]","[False, False, False]",0.0,"[True, True, False]"
36,0.178030303030303,PRUNED,2025-09-30 21:46:33.044999,2025-09-30 21:46:56.883091,0 days 00:00:23.838092,gelu,False,32,False,,4.0,uniform,3,1.0,linear,,2.0,0.0,False,False,True,,,,128.0,7,True,True,False,,,,0.0001,,minmax,3,RMSprop,attention,True,1e-05,False,"[256, 256, 256]","[1, 3, 5]","[False, False, True]",0.0,"[True, True, False]"
37,0.178030303030303,PRUNED,2025-09-30 21:46:56.884094,2025-09-30 21:47:22.294269,0 days 00:00:25.410175,mish,True,96,True,,7.0,uniform,3,1.0,linear,,3.0,0.05,False,False,,,,,128.0,7,True,False,,,,,0.002,,L2,2,Adam,last,False,1e-07,True,"[640, 640]","[1, 4]","[False, False]",0.05,"[True, False]"
38,0.27493322504281453,COMPLETE,2025-09-30 21:47:22.294269,2025-09-30 21:47:39.781641,0 days 00:00:17.487372,elu,False,96,False,,0.0,uniform,3,,pow2,1.0,,0.0,False,True,False,,,,512.0,2,True,True,False,,,,0.0002,,minmax,3,Adam,mean,True,1e-06,True,"[64, 64, 64]","[1, 2, 4]","[False, True, False]",0.0,"[True, True, False]"
39,0.21640488656195464,PRUNED,2025-09-30 21:47:39.783642,2025-09-30 21:48:09.649755,0 days 00:00:29.866113,gelu,True,32,False,,6.0,uniform,3,2.0,linear,,2.0,0.05,False,,,,,,64.0,7,False,,,,,,0.0001,,L2,1,RMSprop,attention,False,2e-07,False,[512],[2],[False],0.05,[False]
40,0.178030303030303,PRUNED,2025-09-30 21:48:09.649755,2025-09-30 21:49:15.949392,0 days 00:01:06.299637,tanh,False,128,True,,9.0,uniform,3,1.0,linear,,3.0,0.05,False,False,False,,,,128.0,7,True,False,False,,,,0.001,,minmax,3,Adam,max,True,1e-05,True,"[896, 896, 896]","[1, 4, 7]","[False, False, False]",0.05,"[True, False, False]"
41,0.21640488656195464,PRUNED,2025-09-30 21:49:15.949392,2025-09-30 21:49:29.269587,0 days 00:00:13.320195,gelu,False,96,False,2.0,,increasing,2,3.0,linear,,1.0,0.1,False,False,False,False,,,,5,True,True,False,False,,,0.0001,,L2,4,Adam,attention,True,0.0,True,"[128, 192, 256, 384]","[3, 4, 5, 6]","[False, False, False, False]",0.1,"[True, True, False, False]"
42,0.3915842034580588,COMPLETE,2025-09-30 21:49:29.270588,2025-09-30 21:50:08.694086,0 days 00:00:39.423498,silu,False,16,False,0.0,,increasing,1,2.0,linear,,1.0,0.2,False,False,False,False,,,256.0,9,True,True,False,False,,,0.0001,,L2,4,Adam,attention,True,1e-07,True,"[64, 96, 128, 192]","[2, 3, 4, 5]","[False, False, False, False]",0.2,"[True, True, False, False]"
43,0.3927555363316387,COMPLETE,2025-09-30 21:50:08.696087,2025-09-30 21:51:21.466091,0 days 00:01:12.770004,mish,False,64,False,3.0,,increasing,3,1.0,linear,,2.0,0.1,False,False,False,False,True,,128.0,3,True,True,False,False,False,,0.0001,,L2,5,Adam,attention,True,1e-06,True,"[192, 256, 384, 512, 640]","[1, 3, 5, 7, 9]","[False, False, False, False, True]",0.1,"[True, True, False, False, False]"
44,0.2152777777777778,PRUNED,2025-09-30 21:51:21.468094,2025-09-30 21:51:24.253522,0 days 00:00:02.785428,elu,False,96,False,1.0,,increasing,2,2.0,linear,,2.0,0.2,False,True,False,,,,256.0,5,True,True,False,,,,0.0001,0.4,L2,3,SGD,attention,True,1e-05,True,"[96, 128, 192]","[2, 4, 6]","[False, True, False]",0.2,"[True, True, False]"
45,0.41510876805854147,COMPLETE,2025-09-30 21:51:24.254535,2025-09-30 21:51:50.576588,0 days 00:00:26.322053,leakyrelu,False,64,False,6.0,,decreasing,1,,pow2,1.0,,0.05,False,False,False,False,True,,64.0,2,True,True,False,False,False,,0.0005,,L2,5,Adam,max,True,5e-07,True,"[512, 384, 256, 192, 128]","[1, 2, 4, 8, 16]","[False, False, False, False, True]",0.05,"[True, True, False, False, False]"
46,0.35363249380892176,PRUNED,2025-09-30 21:51:50.578588,2025-09-30 21:51:57.944011,0 days 00:00:07.365423,gelu,True,96,False,,4.0,uniform,1,3.0,linear,,2.0,0.05,True,False,,,,,512.0,7,True,False,,,,,0.0001,,L2,2,RMSprop,attention,True,1e-06,True,"[256, 256]","[3, 5]","[True, False]",0.05,"[True, False]"
47,0.21759048895761182,COMPLETE,2025-09-30 21:51:57.944011,2025-09-30 21:52:25.617533,0 days 00:00:27.673522,tanh,False,32,False,2.0,,increasing,2,1.0,linear,,1.0,0.15000000000000002,False,False,False,False,,,256.0,5,False,True,False,False,,,0.002,,L2,4,AdamW,last,False,1e-07,False,"[128, 192, 256, 384]","[1, 2, 3, 4]","[False, False, False, False]",0.15000000000000002,"[False, True, False, False]"
48,0.4386255111920257,COMPLETE,2025-09-30 21:52:25.633341,2025-09-30 21:52:37.869690,0 days 00:00:12.236349,leakyrelu,False,96,True,0.0,,increasing,1,,pow2,2.0,,0.0,False,False,False,,,,128.0,3,True,False,False,,,,0.0002,,L2,3,Adam,attention,True,0.0,True,"[64, 96, 128]","[2, 4, 8]","[False, False, False]",0.0,"[True, False, False]"
49,0.21759048895761182,COMPLETE,2025-09-30 21:52:37.871698,2025-09-30 21:52:53.819876,0 days 00:00:15.948178,elu,False,96,True,,7.0,uniform,1,,pow2,2.0,,0.0,True,True,,,,,128.0,3,True,False,,,,,0.0002,,minmax,2,Adam,mean,True,2e-06,True,"[640, 640]","[2, 4]","[True, True]",0.0,"[True, False]"
