number,value,state,datetime_start,datetime_complete,duration,params_activation,params_attention_proj,params_batch_size,params_causal,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
18,0.44090417158988626,COMPLETE,2025-09-30 23:36:33.294132,2025-09-30 23:37:05.945872,0 days 00:00:32.651740,silu,True,16,False,,0.0,uniform,1,,pow2,1.0,,0.1,False,True,,,,,512.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,2e-07,True,"[64, 64]","[1, 2]","[False, True]",0.1,"[False, False]"
19,0.178030303030303,PRUNED,2025-09-30 23:37:05.945872,2025-09-30 23:37:23.652928,0 days 00:00:17.707056,silu,False,64,True,3.0,,increasing,2,,pow2,2.0,,0.05,True,True,False,,,,64.0,7,True,False,False,,,,0.0002,,L2,3,RMSprop,max,False,2e-07,False,"[192, 256, 384]","[2, 4, 8]","[True, True, False]",0.05,"[True, False, False]"
20,0.21875,PRUNED,2025-09-30 23:37:23.653931,2025-09-30 23:37:36.007802,0 days 00:00:12.353871,mish,False,16,False,,2.0,uniform,3,,pow2,1.0,,0.0,True,False,,,,,256.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,0.0,False,"[128, 128]","[1, 2]","[True, False]",0.0,"[False, False]"
21,0.4614042405007142,COMPLETE,2025-09-30 23:37:36.023491,2025-09-30 23:38:03.977220,0 days 00:00:27.953729,silu,True,16,False,,0.0,uniform,1,,pow2,1.0,,0.1,False,True,,,,,512.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,2e-07,True,"[64, 64]","[1, 2]","[False, True]",0.1,"[False, False]"
22,0.45147014251361767,COMPLETE,2025-09-30 23:38:03.995261,2025-09-30 23:38:29.584175,0 days 00:00:25.588914,silu,True,16,False,,2.0,uniform,1,,pow2,1.0,,0.05,False,True,,,,,512.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,2e-07,True,"[128, 128]","[1, 2]","[False, True]",0.05,"[False, False]"
23,0.21640488656195464,PRUNED,2025-09-30 23:38:29.586178,2025-09-30 23:38:49.364211,0 days 00:00:19.778033,silu,True,16,False,,2.0,uniform,1,,pow2,1.0,,0.05,False,True,,,,,512.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,2e-07,True,"[128, 128]","[1, 2]","[False, True]",0.05,"[False, False]"
24,0.4391017437421167,COMPLETE,2025-09-30 23:38:49.366214,2025-09-30 23:39:18.806172,0 days 00:00:29.439958,silu,True,16,False,,3.0,uniform,1,,pow2,1.0,,0.05,False,True,,,,,512.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,2e-07,True,"[192, 192]","[1, 2]","[False, True]",0.05,"[False, False]"
25,0.21761658031088082,PRUNED,2025-09-30 23:39:18.808316,2025-09-30 23:39:25.075089,0 days 00:00:06.266773,silu,True,16,False,9.0,,increasing,1,,pow2,1.0,,0.0,False,,,,,,512.0,2,False,,,,,,0.0002,0.9,L2,1,SGD,last,True,2e-07,True,[896],[1],[False],0.0,[False]
26,0.38925107981866086,COMPLETE,2025-09-30 23:39:25.077091,2025-09-30 23:40:03.959754,0 days 00:00:38.882663,silu,True,16,False,,0.0,uniform,1,3.0,linear,,2.0,0.1,False,True,False,,,,512.0,7,True,False,False,,,,0.0002,,L2,3,RMSprop,max,False,0.0,True,"[64, 64, 64]","[3, 5, 7]","[False, True, False]",0.1,"[True, False, False]"
27,0.21875,PRUNED,2025-09-30 23:40:03.961813,2025-09-30 23:40:12.799110,0 days 00:00:08.837297,mish,True,16,False,,3.0,uniform,1,,pow2,1.0,,0.15000000000000002,False,True,,,,,512.0,5,False,False,,,,,1e-05,,L2,2,RMSprop,max,True,2e-07,True,"[192, 192]","[1, 2]","[False, True]",0.15000000000000002,"[False, False]"
28,0.21759048895761182,COMPLETE,2025-09-30 23:40:12.801115,2025-09-30 23:44:37.916802,0 days 00:04:25.115687,gelu,True,32,False,9.0,,decreasing,1,,pow2,2.0,,0.05,False,True,False,True,True,False,512.0,9,True,False,False,True,True,True,0.002,,L2,6,Adam,last,False,1e-06,True,"[896, 768, 640, 512, 384, 256]","[2, 4, 8, 16, 32, 64]","[False, True, False, True, True, False]",0.05,"[True, False, False, True, True, True]"
29,0.21761658031088082,PRUNED,2025-09-30 23:44:37.918802,2025-09-30 23:44:43.197991,0 days 00:00:05.279189,leakyrelu,True,96,False,6.0,,increasing,1,,pow2,1.0,,0.1,False,,,,,,256.0,9,True,,,,,,0.001,0.0,L2,1,SGD,mean,True,1e-05,True,[512],[1],[False],0.1,[True]
30,0.4376516565414101,COMPLETE,2025-09-30 23:44:43.198998,2025-09-30 23:45:43.319879,0 days 00:01:00.120881,elu,True,16,False,7.0,,decreasing,1,,pow2,1.0,,0.2,False,,,,,,512.0,7,False,,,,,,0.0005,,L2,1,RMSprop,mean,True,1e-07,True,[640],[1],[False],0.2,[False]
31,0.38746299403287154,COMPLETE,2025-09-30 23:45:43.322897,2025-09-30 23:46:11.455389,0 days 00:00:28.132492,silu,True,64,True,,2.0,uniform,2,,pow2,1.0,,0.1,False,True,True,,,,128.0,7,False,False,True,,,,0.0002,,L2,3,RMSprop,max,True,2e-07,True,"[128, 128, 128]","[1, 2, 4]","[False, True, True]",0.1,"[False, False, True]"
32,0.21640488656195464,PRUNED,2025-09-30 23:46:11.457691,2025-09-30 23:46:35.349534,0 days 00:00:23.891843,silu,False,16,True,,1.0,uniform,1,,pow2,1.0,,0.15000000000000002,False,True,True,,,,512.0,7,False,False,True,,,,0.0002,,L2,3,RMSprop,max,True,2e-07,False,"[96, 96, 96]","[1, 2, 4]","[False, True, True]",0.15000000000000002,"[False, False, True]"
33,0.4265933498583065,COMPLETE,2025-09-30 23:46:35.350538,2025-09-30 23:47:13.511710,0 days 00:00:38.161172,silu,False,16,False,,4.0,uniform,1,,pow2,1.0,,0.05,True,True,,,,,512.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,2e-07,False,"[256, 256]","[1, 2]","[True, True]",0.05,"[False, False]"
34,0.21759048895761182,COMPLETE,2025-09-30 23:47:13.513729,2025-09-30 23:47:34.160101,0 days 00:00:20.646372,silu,False,64,False,,1.0,uniform,2,,pow2,1.0,,0.1,True,False,True,True,,,128.0,7,False,False,True,True,,,0.002,,minmax,4,RMSprop,max,True,0.0,False,"[96, 96, 96, 96]","[1, 2, 4, 8]","[True, False, True, True]",0.1,"[False, False, True, True]"
35,0.21761658031088082,PRUNED,2025-09-30 23:47:34.162191,2025-09-30 23:47:37.388460,0 days 00:00:03.226269,tanh,True,128,False,,1.0,uniform,2,1.0,linear,,1.0,0.15000000000000002,False,True,,,,,256.0,2,True,False,,,,,0.0002,,minmax,2,RMSprop,max,True,2e-07,True,"[96, 96]","[1, 2]","[False, True]",0.15000000000000002,"[True, False]"
36,0.21761658031088082,PRUNED,2025-09-30 23:47:37.389465,2025-09-30 23:47:53.446048,0 days 00:00:16.056583,gelu,False,16,True,3.0,,increasing,3,,pow2,1.0,,0.0,True,True,True,,,,,7,False,False,True,,,,1e-05,0.9,L2,3,SGD,mean,False,1e-05,False,"[192, 256, 384]","[1, 2, 4]","[True, True, True]",0.0,"[False, False, True]"
37,0.178030303030303,PRUNED,2025-09-30 23:47:53.448060,2025-09-30 23:48:04.752460,0 days 00:00:11.304400,silu,False,32,False,,3.0,uniform,1,3.0,linear,,3.0,0.15000000000000002,False,True,True,True,False,False,512.0,5,True,False,True,True,False,False,0.0002,,minmax,6,RMSprop,max,True,5e-07,True,"[192, 192, 192, 192, 192, 192]","[3, 6, 9, 12, 15, 18]","[False, True, True, True, False, False]",0.15000000000000002,"[True, False, True, True, False, False]"
38,0.42818517203012746,COMPLETE,2025-09-30 23:48:04.753461,2025-09-30 23:51:35.140048,0 days 00:03:30.386587,relu,True,128,True,8.0,,decreasing,2,,pow2,2.0,,0.05,True,False,,,,,512.0,7,False,True,,,,,0.0002,,L2,2,AdamW,last,False,1e-06,False,"[768, 640]","[2, 4]","[True, False]",0.05,"[False, True]"
39,0.23143274853801168,PRUNED,2025-09-30 23:51:35.143427,2025-09-30 23:52:27.428977,0 days 00:00:52.285550,elu,False,16,False,,4.0,uniform,3,,pow2,1.0,,0.1,False,False,True,,,,64.0,7,True,False,True,,,,0.0002,,L2,3,Adam,max,True,2e-07,True,"[256, 256, 256]","[1, 2, 4]","[False, False, True]",0.1,"[True, False, True]"
40,0.08558558558558559,PRUNED,2025-09-30 23:52:27.429977,2025-09-30 23:52:33.954268,0 days 00:00:06.524291,relu,False,96,True,5.0,,increasing,1,1.0,linear,,2.0,0.2,True,,,,,,,7,False,,,,,,0.001,,minmax,1,RMSprop,mean,False,0.0,False,[384],[1],[True],0.2,[False]
41,0.4354258397862843,COMPLETE,2025-09-30 23:52:33.955290,2025-09-30 23:53:08.826232,0 days 00:00:34.870942,silu,True,16,False,,0.0,uniform,1,,pow2,1.0,,0.1,False,True,,,,,512.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,2e-07,True,"[64, 64]","[1, 2]","[False, True]",0.1,"[False, False]"
42,0.21640488656195464,PRUNED,2025-09-30 23:53:08.828346,2025-09-30 23:53:29.579311,0 days 00:00:20.750965,silu,True,16,False,,1.0,uniform,1,,pow2,1.0,,0.1,False,True,,,,,512.0,7,False,False,,,,,0.0002,,L2,2,RMSprop,max,True,2e-07,True,"[96, 96]","[1, 2]","[False, True]",0.1,"[False, False]"
43,0.4205088279525864,COMPLETE,2025-09-30 23:53:29.586272,2025-09-30 23:54:15.085632,0 days 00:00:45.499360,silu,True,16,False,,0.0,uniform,1,,pow2,1.0,,0.15000000000000002,False,True,True,False,,,512.0,7,False,False,True,False,,,0.0002,,L2,4,RMSprop,max,True,2e-07,True,"[64, 64, 64, 64]","[1, 2, 4, 8]","[False, True, True, False]",0.15000000000000002,"[False, False, True, False]"
44,0.09658446712018141,PRUNED,2025-09-30 23:54:15.085632,2025-09-30 23:54:19.888602,0 days 00:00:04.802970,silu,True,64,False,,2.0,uniform,1,,pow2,1.0,,0.05,False,,,,,,512.0,9,False,,,,,,1e-05,,L2,1,AdamW,max,True,2e-07,True,[128],[1],[False],0.05,[False]
45,0.21640488656195464,PRUNED,2025-09-30 23:54:19.890610,2025-09-30 23:54:41.693090,0 days 00:00:21.802480,relu,True,16,False,,1.0,uniform,2,,pow2,1.0,,0.15000000000000002,False,True,,,,,128.0,5,False,False,,,,,0.0002,,L2,2,RMSprop,last,True,2e-06,True,"[96, 96]","[1, 2]","[False, True]",0.15000000000000002,"[False, False]"
46,0.178030303030303,PRUNED,2025-09-30 23:54:41.693090,2025-09-30 23:55:04.061459,0 days 00:00:22.368369,gelu,True,128,False,7.0,,decreasing,1,,pow2,2.0,,0.1,True,True,False,False,True,,512.0,7,False,False,True,False,True,,0.0005,,L2,5,AdamW,max,True,1e-05,False,"[640, 512, 384, 256, 192]","[2, 4, 8, 16, 32]","[True, True, False, False, True]",0.1,"[False, False, True, False, True]"
47,0.08558558558558559,PRUNED,2025-09-30 23:55:04.062461,2025-09-30 23:55:16.298193,0 days 00:00:12.235732,mish,False,16,True,,0.0,uniform,1,,pow2,1.0,,0.25,True,False,True,,,,128.0,2,False,True,False,,,,0.0001,0.5,L2,3,SGD,attention,True,5e-07,True,"[64, 64, 64]","[1, 2, 4]","[True, False, True]",0.25,"[False, True, False]"
48,0.4018205931034591,COMPLETE,2025-09-30 23:55:16.299967,2025-09-30 23:55:40.965198,0 days 00:00:24.665231,tanh,True,64,False,1.0,,increasing,2,3.0,linear,,3.0,0.05,False,True,,,,,,7,True,False,,,,,0.0002,,minmax,2,RMSprop,last,False,0.0,False,"[96, 128]","[3, 6]","[False, True]",0.05,"[True, False]"
49,0.178030303030303,PRUNED,2025-09-30 23:55:40.965198,2025-09-30 23:56:08.309246,0 days 00:00:27.344048,silu,False,32,True,,6.0,uniform,1,,pow2,1.0,,0.2,True,False,True,True,,,64.0,7,False,True,True,True,,,0.002,,L2,4,AdamW,max,True,1e-07,True,"[512, 512, 512, 512]","[1, 2, 4, 8]","[True, False, True, True]",0.2,"[False, True, True, True]"
