number,value,state,datetime_start,datetime_complete,duration,model_dims,activation,batch_size,dim_feedforward,dropout,lr,momentum_sgd,norm,norm_type,num_heads,num_layers,optimizer,pooling,pos_encoding,weight_decay
29,0.24426717689706753,COMPLETE,2025-11-24 19:32:54.539645,2025-11-24 19:34:00.462166,0 days 00:01:05.922521,"[512, 384, 256]",silu,48,128,0.2,5e-05,,L2,postnorm,16,3,AdamW,max,learned,0.0
30,0.2366372498831976,COMPLETE,2025-11-24 19:34:00.462166,2025-11-24 19:34:47.161739,0 days 00:00:46.699573,"[512, 384, 256, 192]",silu,128,128,0.1,5e-05,,L2,postnorm,4,4,AdamW,max,sinusoidal,0.0
31,0.25546962456554323,COMPLETE,2025-11-24 19:34:47.163754,2025-11-24 19:35:30.659540,0 days 00:00:43.495786,"[512, 384, 256, 192]",silu,128,128,0.1,5e-05,,L2,postnorm,4,4,AdamW,max,sinusoidal,0.0
32,0.1761006289308176,PRUNED,2025-11-24 19:35:30.675243,2025-11-24 19:35:39.270714,0 days 00:00:08.595471,"[512, 384, 256, 192]",silu,128,128,0.1,5e-05,,L2,postnorm,4,4,AdamW,max,sinusoidal,0.0
33,0.24450579864850291,COMPLETE,2025-11-24 19:35:39.272123,2025-11-24 19:36:14.418377,0 days 00:00:35.146254,"[512, 384, 256]",silu,128,128,0.1,5e-05,,L2,postnorm,4,3,AdamW,max,sinusoidal,0.0
34,0.1761006289308176,PRUNED,2025-11-24 19:36:14.420380,2025-11-24 19:36:34.770007,0 days 00:00:20.349627,"[384, 256, 192, 128]",silu,128,128,0.1,5e-05,,L2,postnorm,4,4,AdamW,max,sinusoidal,0.0
35,0.21758419036095988,COMPLETE,2025-11-24 19:36:34.774972,2025-11-24 19:37:09.267565,0 days 00:00:34.492593,"[256, 192, 128]",silu,128,128,0.1,5e-05,,L2,postnorm,4,3,AdamW,max,sinusoidal,0.0
36,0.1761006289308176,PRUNED,2025-11-24 19:37:09.267565,2025-11-24 19:37:18.338169,0 days 00:00:09.070604,"[512, 384, 256, 192]",mish,128,128,0.1,0.0005,,L2,postnorm,4,4,AdamW,max,sinusoidal,0.0
37,0.21758419036095988,COMPLETE,2025-11-24 19:37:18.338169,2025-11-24 19:37:53.373182,0 days 00:00:35.035013,"[384, 256, 192]",silu,128,128,0.1,5e-05,,L2,prenorm,4,3,AdamW,mean,sinusoidal,0.0
38,0.1761006289308176,PRUNED,2025-11-24 19:37:53.376686,2025-11-24 19:39:02.206145,0 days 00:01:08.829459,"[768, 640, 512]",gelu,16,128,0.1,0.0002,,L2,postnorm,4,3,AdamW,max,sinusoidal,0.0
39,0.2465013107481347,COMPLETE,2025-11-24 19:39:02.207144,2025-11-24 19:40:04.094672,0 days 00:01:01.887528,"[640, 512, 384, 256]",leakyrelu,64,768,0.0,1e-05,,L2,postnorm,4,4,AdamW,mean,sinusoidal,1e-07
40,0.1761006289308176,PRUNED,2025-11-24 19:40:04.094672,2025-11-24 19:40:17.088168,0 days 00:00:12.993496,"[640, 512, 384, 256]",leakyrelu,64,768,0.0,1e-05,,L2,prenorm,4,4,RMSprop,mean,sinusoidal,1e-07
41,0.21758419036095988,COMPLETE,2025-11-24 19:40:17.089758,2025-11-24 19:41:19.247458,0 days 00:01:02.157700,"[512, 384, 256, 192]",leakyrelu,64,768,0.0,1e-05,,L2,postnorm,4,4,AdamW,mean,sinusoidal,1e-07
42,0.21758419036095988,COMPLETE,2025-11-24 19:41:19.249464,2025-11-24 19:42:21.505878,0 days 00:01:02.256414,"[640, 512, 384, 256]",leakyrelu,64,768,0.0,1e-05,,L2,postnorm,4,4,AdamW,mean,sinusoidal,1e-07
43,0.21758419036095988,COMPLETE,2025-11-24 19:42:21.514098,2025-11-24 19:43:23.260617,0 days 00:01:01.746519,"[512, 384, 256, 192]",leakyrelu,64,768,0.0,1e-05,,L2,postnorm,4,4,AdamW,mean,sinusoidal,1e-07
44,0.21758419036095988,COMPLETE,2025-11-24 19:43:23.262557,2025-11-24 19:43:57.060779,0 days 00:00:33.798222,"[384, 256, 192]",elu,128,384,0.4,2e-05,,L2,postnorm,4,3,AdamW,mean,sinusoidal,1e-06
45,0.08888888888888889,PRUNED,2025-11-24 19:43:57.063791,2025-11-24 19:44:08.204613,0 days 00:00:11.140822,"[768, 640, 512, 384]",gelu,96,256,0.0,0.001,,L2,postnorm,2,4,Adam,max,sinusoidal,1e-07
46,0.18238993710691823,PRUNED,2025-11-24 19:44:08.205618,2025-11-24 19:45:09.515657,0 days 00:01:01.310039,"[192, 256, 384]",hardswish,32,128,0.3,1e-05,,L2,postnorm,4,3,AdamW,max,sinusoidal,1e-06
47,0.1761006289308176,PRUNED,2025-11-24 19:45:09.516661,2025-11-24 19:45:20.847308,0 days 00:00:11.330647,"[640, 512]",relu,128,384,0.1,0.0005,,L2,postnorm,8,2,RMSprop,mean,sinusoidal,0.0
48,0.1761006289308176,PRUNED,2025-11-24 19:45:20.853791,2025-11-24 19:45:25.833575,0 days 00:00:04.979784,"[640, 512, 384, 256]",silu,128,768,0.3,5e-05,,L2,postnorm,4,4,AdamW,max,sinusoidal,1e-06
49,0.41562879317393475,COMPLETE,2025-11-24 19:45:25.833575,2025-11-24 19:46:13.209259,0 days 00:00:47.375684,[192],leakyrelu,64,128,0.0,0.0002,,minmax,prenorm,4,1,Adam,max,sinusoidal,1e-07
