number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dim_feedforward,params_dropout,params_lr,params_model_dim,params_momentum_sgd,params_norm,params_norm_type,params_num_heads,params_num_layers,params_optimizer,params_pooling,params_pos_encoding,params_weight_decay
17,0.178030303030303,PRUNED,2025-11-05 13:26:54.054181,2025-11-05 13:27:38.196541,0 days 00:00:44.142360,leakyrelu,16,512,0.30000000000000004,5e-05,768,,minmax,prenorm,2,2,AdamW,cls,learned,1e-06
18,0.3479567557235556,COMPLETE,2025-11-05 13:27:38.198545,2025-11-05 13:28:21.645873,0 days 00:00:43.447328,prelu,64,256,0.0,0.0005,512,,L2,prenorm,8,3,AdamW,max,learned,0.0
19,0.178030303030303,PRUNED,2025-11-05 13:28:21.645873,2025-11-05 13:28:28.687731,0 days 00:00:07.041858,relu,96,512,0.1,1e-05,256,0.0,minmax,prenorm,4,2,SGD,max,learned,1e-05
20,0.178030303030303,PRUNED,2025-11-05 13:28:28.689734,2025-11-05 13:28:42.754886,0 days 00:00:14.065152,elu,128,256,0.2,0.0001,384,,minmax,prenorm,8,4,AdamW,cls,learned,1e-05
21,0.32263563306388493,COMPLETE,2025-11-05 13:28:42.754886,2025-11-05 13:30:57.428810,0 days 00:02:14.673924,hardswish,16,384,0.1,2e-05,768,,minmax,postnorm,4,3,AdamW,mean,sinusoidal,1e-05
22,0.3090703984985194,COMPLETE,2025-11-05 13:30:57.430814,2025-11-05 13:32:58.659669,0 days 00:02:01.228855,hardswish,16,384,0.1,2e-05,768,,minmax,postnorm,4,3,AdamW,mean,sinusoidal,1e-05
23,0.31707567532989467,COMPLETE,2025-11-05 13:32:58.661764,2025-11-05 13:34:56.224007,0 days 00:01:57.562243,hardswish,16,384,0.0,0.0001,768,,minmax,postnorm,4,3,AdamW,mean,sinusoidal,1e-05
24,0.37642095101759265,COMPLETE,2025-11-05 13:34:56.224007,2025-11-05 13:36:26.633677,0 days 00:01:30.409670,mish,16,384,0.1,2e-05,768,,minmax,prenorm,4,2,AdamW,max,learned,1e-05
25,0.178030303030303,PRUNED,2025-11-05 13:36:26.635681,2025-11-05 13:36:39.695925,0 days 00:00:13.060244,mish,32,256,0.2,0.0001,512,,minmax,prenorm,4,2,AdamW,max,learned,0.0
26,0.18946428571428572,PRUNED,2025-11-05 13:36:39.695925,2025-11-05 13:36:59.265666,0 days 00:00:19.569741,mish,16,512,0.1,5e-05,768,,L2,prenorm,16,1,AdamW,max,learned,1e-07
27,0.28946774714200746,COMPLETE,2025-11-05 13:36:59.265666,2025-11-05 13:37:59.028058,0 days 00:00:59.762392,mish,16,768,0.0,0.001,768,0.9,minmax,prenorm,2,2,SGD,max,learned,1e-06
28,0.21640488656195464,PRUNED,2025-11-05 13:37:59.030061,2025-11-05 13:38:25.786588,0 days 00:00:26.756527,mish,32,256,0.2,1e-05,512,,minmax,prenorm,4,2,RMSprop,max,learned,1e-05
29,0.24255072272857714,COMPLETE,2025-11-05 13:38:25.786588,2025-11-05 13:38:46.489627,0 days 00:00:20.703039,mish,64,768,0.0,0.0005,512,,minmax,prenorm,8,1,RMSprop,max,learned,1e-06
30,0.178030303030303,PRUNED,2025-11-05 13:38:46.489627,2025-11-05 13:39:00.846578,0 days 00:00:14.356951,leakyrelu,96,384,0.1,0.0002,256,,minmax,prenorm,8,2,AdamW,max,learned,0.0
31,0.21640488656195464,PRUNED,2025-11-05 13:39:00.848321,2025-11-05 13:40:01.829704,0 days 00:01:00.981383,hardswish,16,384,0.1,2e-05,768,,minmax,postnorm,4,3,AdamW,mean,learned,1e-05
32,0.3737527353171293,COMPLETE,2025-11-05 13:40:01.830708,2025-11-05 13:42:52.083764,0 days 00:02:50.253056,hardswish,16,384,0.1,2e-05,768,,minmax,postnorm,4,3,AdamW,mean,sinusoidal,1e-05
33,0.21640488656195464,PRUNED,2025-11-05 13:42:52.085764,2025-11-05 13:44:10.223899,0 days 00:01:18.138135,hardswish,16,384,0.1,2e-05,768,,minmax,prenorm,4,3,AdamW,mean,sinusoidal,1e-05
34,0.178030303030303,PRUNED,2025-11-05 13:44:10.223899,2025-11-05 13:44:58.815164,0 days 00:00:48.591265,gelu,16,384,0.2,2e-05,128,,minmax,postnorm,4,2,AdamW,max,learned,1e-05
35,0.21640488656195464,PRUNED,2025-11-05 13:44:58.817164,2025-11-05 13:46:01.363491,0 days 00:01:02.546327,relu,64,384,0.0,2e-05,768,,minmax,prenorm,16,4,AdamW,cls,sinusoidal,1e-05
36,0.25547737059449344,COMPLETE,2025-11-05 13:46:01.364532,2025-11-05 13:47:33.511255,0 days 00:01:32.146723,hardswish,16,512,0.1,2e-05,128,,minmax,postnorm,4,3,Adam,max,learned,1e-05
37,0.178030303030303,PRUNED,2025-11-05 13:47:33.513256,2025-11-05 13:47:47.533644,0 days 00:00:14.020388,prelu,128,384,0.1,0.001,768,,L2,prenorm,4,2,AdamW,mean,sinusoidal,1e-07
38,0.08558558558558559,PRUNED,2025-11-05 13:47:47.534649,2025-11-05 13:48:35.826148,0 days 00:00:48.291499,elu,16,384,0.30000000000000004,0.0001,768,,minmax,postnorm,16,4,RMSprop,cls,sinusoidal,1e-05
39,0.178030303030303,PRUNED,2025-11-05 13:48:35.827148,2025-11-05 13:49:05.545105,0 days 00:00:29.717957,silu,16,768,0.2,5e-05,384,,minmax,postnorm,2,3,Adam,max,learned,0.0
40,0.21640488656195464,PRUNED,2025-11-05 13:49:05.546110,2025-11-05 13:49:34.652799,0 days 00:00:29.106689,hardswish,32,256,0.0,2e-05,512,,minmax,prenorm,8,2,AdamW,mean,sinusoidal,1e-06
41,0.3213190899759733,COMPLETE,2025-11-05 13:49:34.653799,2025-11-05 13:52:06.009755,0 days 00:02:31.355956,hardswish,16,384,0.1,2e-05,768,,minmax,postnorm,4,3,AdamW,mean,sinusoidal,1e-05
42,0.178030303030303,PRUNED,2025-11-05 13:52:06.011766,2025-11-05 13:52:40.691867,0 days 00:00:34.680101,gelu,16,384,0.1,2e-05,768,,minmax,postnorm,4,3,AdamW,mean,sinusoidal,1e-05
43,0.21759048895761182,COMPLETE,2025-11-05 13:52:40.692868,2025-11-05 13:53:04.225542,0 days 00:00:23.532674,hardswish,96,384,0.1,0.0001,128,,minmax,postnorm,4,3,AdamW,mean,sinusoidal,1e-05
44,0.178030303030303,PRUNED,2025-11-05 13:53:04.226542,2025-11-05 13:54:31.051125,0 days 00:01:26.824583,hardswish,16,512,0.4,0.001,768,,minmax,postnorm,4,4,AdamW,mean,sinusoidal,1e-07
45,0.30489532368907174,COMPLETE,2025-11-05 13:54:31.052143,2025-11-05 13:55:33.016194,0 days 00:01:01.964051,silu,32,384,0.1,2e-05,768,,L2,postnorm,4,2,Adam,max,sinusoidal,1e-05
46,0.2826864162481188,COMPLETE,2025-11-05 13:55:33.018194,2025-11-05 13:56:35.707157,0 days 00:01:02.688963,hardswish,128,256,0.2,0.0005,768,0.5,minmax,prenorm,8,3,SGD,max,learned,0.0
47,0.21759048895761182,COMPLETE,2025-11-05 13:56:35.709158,2025-11-05 13:57:39.732093,0 days 00:01:04.022935,mish,16,512,0.0,0.0002,512,,minmax,postnorm,2,2,AdamW,mean,learned,1e-05
48,0.178030303030303,PRUNED,2025-11-05 13:57:39.733099,2025-11-05 13:58:12.948662,0 days 00:00:33.215563,relu,64,384,0.1,0.0001,384,,minmax,prenorm,16,3,RMSprop,cls,sinusoidal,0.0
49,0.17702448210922786,PRUNED,2025-11-05 13:58:12.948662,2025-11-05 13:58:26.374540,0 days 00:00:13.425878,prelu,32,768,0.1,1e-05,256,,L2,prenorm,4,4,AdamW,max,learned,1e-05
