number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_dim_feedforward,params_dropout,params_lr,params_model_dim,params_momentum_sgd,params_norm,params_norm_type,params_num_heads,params_num_layers,params_optimizer,params_pooling,params_pos_encoding,params_weight_decay
34,0.178030303030303,PRUNED,2025-11-05 04:03:39.087004,2025-11-05 04:03:53.906458,0 days 00:00:14.819454,hardswish,64,512,0.1,5e-05,128,,L2,prenorm,2,1,RMSprop,cls,learned,0.0
35,0.178030303030303,PRUNED,2025-11-05 04:03:53.907458,2025-11-05 04:04:08.214333,0 days 00:00:14.306875,mish,96,512,0.2,0.0005,128,,L2,prenorm,8,2,AdamW,cls,learned,0.0
36,0.178030303030303,PRUNED,2025-11-05 04:04:08.216334,2025-11-05 04:04:38.803555,0 days 00:00:30.587221,hardswish,64,384,0.1,0.001,128,,minmax,prenorm,8,3,Adam,cls,learned,0.0
37,0.21759048895761182,COMPLETE,2025-11-05 04:04:38.804556,2025-11-05 04:05:09.522341,0 days 00:00:30.717785,leakyrelu,96,768,0.2,0.0001,128,,L2,prenorm,8,2,AdamW,mean,learned,1e-05
38,0.37647503068063815,PRUNED,2025-11-05 04:05:09.524342,2025-11-05 04:05:49.744249,0 days 00:00:40.219907,relu,32,512,0.0,0.001,256,,L2,prenorm,4,2,AdamW,cls,learned,0.0
39,0.21759048895761182,COMPLETE,2025-11-05 04:05:49.745253,2025-11-05 04:06:15.515735,0 days 00:00:25.770482,mish,96,768,0.2,1e-05,512,,minmax,prenorm,2,1,RMSprop,mean,learned,1e-06
40,0.178030303030303,PRUNED,2025-11-05 04:06:15.517736,2025-11-05 04:06:42.480058,0 days 00:00:26.962322,gelu,128,512,0.0,2e-05,128,,L2,prenorm,8,3,Adam,cls,sinusoidal,0.0
41,0.21761658031088082,PRUNED,2025-11-05 04:06:42.481059,2025-11-05 04:07:37.685209,0 days 00:00:55.204150,elu,16,256,0.2,0.0002,384,0.6000000000000001,L2,postnorm,16,4,SGD,max,sinusoidal,1e-07
42,0.23687566369636612,COMPLETE,2025-11-05 04:07:37.686213,2025-11-05 04:09:28.573447,0 days 00:01:50.887234,elu,16,256,0.1,0.0002,384,0.2,L2,postnorm,16,3,SGD,max,sinusoidal,1e-07
43,0.178030303030303,PRUNED,2025-11-05 04:09:28.575448,2025-11-05 04:10:55.593264,0 days 00:01:27.017816,elu,16,256,0.2,0.001,256,,L2,postnorm,16,4,AdamW,max,sinusoidal,1e-07
44,0.21759048895761182,COMPLETE,2025-11-05 04:10:55.595265,2025-11-05 04:12:13.182867,0 days 00:01:17.587602,prelu,16,256,0.30000000000000004,0.0002,384,0.9,L2,postnorm,16,2,SGD,cls,sinusoidal,1e-07
45,0.21640488656195464,PRUNED,2025-11-05 04:12:13.184867,2025-11-05 04:13:36.145651,0 days 00:01:22.960784,silu,16,768,0.1,5e-05,768,,L2,postnorm,2,3,AdamW,mean,sinusoidal,1e-06
46,0.24891204224015726,COMPLETE,2025-11-05 04:13:36.146657,2025-11-05 04:14:24.024498,0 days 00:00:47.877841,relu,96,256,0.4,0.0005,128,,minmax,prenorm,16,2,AdamW,max,sinusoidal,1e-07
47,0.21759048895761182,COMPLETE,2025-11-05 04:14:24.027499,2025-11-05 04:16:19.788624,0 days 00:01:55.761125,elu,16,256,0.1,0.001,384,0.30000000000000004,L2,prenorm,8,4,SGD,cls,learned,1e-05
48,0.21881039902222466,COMPLETE,2025-11-05 04:16:19.791133,2025-11-05 04:17:20.295050,0 days 00:01:00.503917,leakyrelu,32,512,0.30000000000000004,0.0001,256,,L2,postnorm,4,3,Adam,max,sinusoidal,1e-07
49,0.178030303030303,PRUNED,2025-11-05 04:17:20.297051,2025-11-05 04:17:47.702135,0 days 00:00:27.405084,hardswish,128,256,0.2,0.0002,512,,L2,prenorm,8,4,AdamW,cls,learned,1e-07
