number,value,state,datetime_start,datetime_complete,duration,model_dims,activation,batch_size,dim_feedforward,dropout,lr,momentum_sgd,norm,norm_type,num_heads,num_layers,optimizer,pooling,pos_encoding,weight_decay
11,0.4401163092347032,COMPLETE,2025-11-24 15:57:12.803261,2025-11-24 15:59:52.408693,0 days 00:02:39.605432,[384],relu,16,768,0.0,0.0005,,L2,prenorm,4,1,AdamW,mean,sinusoidal,1e-06
12,0.21758419036095988,COMPLETE,2025-11-24 15:59:52.411744,2025-11-24 16:01:19.320964,0 days 00:01:26.909220,[384],gelu,16,768,0.0,1e-05,,L2,prenorm,4,1,AdamW,mean,sinusoidal,1e-06
13,0.21758419036095988,COMPLETE,2025-11-24 16:01:19.322965,2025-11-24 16:01:49.428884,0 days 00:00:30.105919,[256],relu,128,768,0.3,5e-05,,L2,prenorm,4,1,AdamW,mean,sinusoidal,1e-06
14,0.44036025676549906,COMPLETE,2025-11-24 16:01:49.431913,2025-11-24 16:05:39.637569,0 days 00:03:50.205656,"[256, 256]",mish,16,768,0.2,0.0005,,L2,prenorm,4,2,AdamW,mean,sinusoidal,1e-06
15,0.21839080459770113,PRUNED,2025-11-24 16:05:39.640588,2025-11-24 16:06:10.214162,0 days 00:00:30.573574,[192],mish,16,256,0.2,0.0005,,L2,prenorm,4,1,AdamW,cls,sinusoidal,1e-06
16,0.3862800206308042,COMPLETE,2025-11-24 16:06:10.215668,2025-11-24 16:09:52.212844,0 days 00:03:41.997176,"[768, 768]",mish,16,384,0.2,0.0005,,L2,prenorm,4,2,AdamW,mean,sinusoidal,1e-05
17,0.1761006289308176,PRUNED,2025-11-24 16:09:52.214853,2025-11-24 16:09:58.599795,0 days 00:00:06.384942,[128],relu,128,512,0.4,0.0001,0.9,L2,prenorm,2,1,SGD,mean,sinusoidal,1e-06
18,0.21839080459770113,PRUNED,2025-11-24 16:09:58.601825,2025-11-24 16:10:17.027160,0 days 00:00:18.425335,"[512, 512]",mish,48,768,0.2,5e-05,,minmax,prenorm,16,2,RMSprop,max,sinusoidal,1e-06
19,0.08888888888888889,PRUNED,2025-11-24 16:10:17.028168,2025-11-24 16:11:26.793169,0 days 00:01:09.765001,"[64, 64, 64]",silu,16,768,0.0,1e-05,,L2,prenorm,4,3,AdamW,cls,sinusoidal,1e-06
20,0.18238993710691823,PRUNED,2025-11-24 16:11:26.794673,2025-11-24 16:12:35.470490,0 days 00:01:08.675817,[256],hardswish,16,768,0.2,0.001,,L2,prenorm,4,1,AdamW,mean,sinusoidal,1e-05
21,0.2802233814874264,PRUNED,2025-11-24 16:12:35.471490,2025-11-24 16:13:53.531565,0 days 00:01:18.060075,"[384, 384]",gelu,16,768,0.3,0.0005,,L2,prenorm,4,2,AdamW,mean,learned,1e-06
22,0.3769889840881273,PRUNED,2025-11-24 16:13:53.532579,2025-11-24 16:15:01.705096,0 days 00:01:08.172517,"[512, 512]",mish,16,768,0.3,0.0005,,L2,prenorm,4,2,AdamW,mean,learned,1e-06
23,0.1761006289308176,PRUNED,2025-11-24 16:15:01.706145,2025-11-24 16:15:40.722415,0 days 00:00:39.016270,"[192, 192]",relu,16,768,0.0,0.0005,,L2,prenorm,4,2,AdamW,mean,learned,1e-06
24,0.18238993710691823,PRUNED,2025-11-24 16:15:40.723920,2025-11-24 16:18:19.656751,0 days 00:02:38.932831,"[384, 384, 384]",leakyrelu,16,256,0.4,0.0005,,L2,prenorm,4,3,AdamW,mean,sinusoidal,1e-06
25,0.4109600010641537,COMPLETE,2025-11-24 16:18:19.657751,2025-11-24 16:22:08.311387,0 days 00:03:48.653636,"[512, 512]",relu,16,768,0.3,0.0005,,L2,prenorm,4,2,AdamW,mean,sinusoidal,1e-06
26,0.1761006289308176,PRUNED,2025-11-24 16:22:08.311387,2025-11-24 16:22:15.097204,0 days 00:00:06.785817,[192],leakyrelu,96,512,0.0,0.0005,,minmax,prenorm,8,1,Adam,mean,learned,1e-06
27,0.1761006289308176,PRUNED,2025-11-24 16:22:15.098207,2025-11-24 16:22:30.145692,0 days 00:00:15.047485,"[256, 256]",mish,32,384,0.2,0.0005,,L2,prenorm,2,2,RMSprop,mean,sinusoidal,1e-06
28,0.21839080459770113,PRUNED,2025-11-24 16:22:30.147913,2025-11-24 16:22:49.891459,0 days 00:00:19.743546,"[768, 640, 512]",prelu,128,768,0.0,0.001,0.8,L2,prenorm,16,3,SGD,max,learned,1e-07
29,0.18238993710691823,PRUNED,2025-11-24 16:22:49.891459,2025-11-24 16:23:49.348456,0 days 00:00:59.456997,"[64, 96, 128, 192]",leakyrelu,48,768,0.3,0.0001,,L2,prenorm,8,4,Adam,cls,learned,1e-05
30,0.21637426900584797,PRUNED,2025-11-24 16:23:49.349471,2025-11-24 16:24:39.122157,0 days 00:00:49.772686,[64],elu,16,768,0.2,1e-05,,L2,prenorm,4,1,AdamW,max,sinusoidal,1e-06
31,0.26512345679012345,PRUNED,2025-11-24 16:24:39.122157,2025-11-24 16:25:00.367123,0 days 00:00:21.244966,[512],relu,64,128,0.0,0.0005,,L2,postnorm,4,1,AdamW,mean,sinusoidal,1e-07
32,0.41626935663329173,COMPLETE,2025-11-24 16:25:00.368237,2025-11-24 16:25:44.586502,0 days 00:00:44.218265,[192],relu,64,128,0.0,0.0005,,L2,postnorm,4,1,AdamW,mean,sinusoidal,1e-07
33,0.4168750611244126,COMPLETE,2025-11-24 16:25:44.589084,2025-11-24 16:26:29.661202,0 days 00:00:45.072118,[128],relu,64,128,0.0,0.0005,,L2,postnorm,4,1,AdamW,mean,sinusoidal,1e-07
34,0.4477041906387499,COMPLETE,2025-11-24 16:26:29.664230,2025-11-24 16:27:45.889723,0 days 00:01:16.225493,"[128, 96]",hardswish,64,128,0.0,0.0005,,L2,postnorm,4,2,AdamW,mean,sinusoidal,1e-07
35,0.21758419036095988,COMPLETE,2025-11-24 16:27:45.890793,2025-11-24 16:28:27.973196,0 days 00:00:42.082403,"[192, 128]",hardswish,64,768,0.0,5e-05,,L2,postnorm,4,2,AdamW,mean,sinusoidal,1e-07
36,0.42144609668599314,COMPLETE,2025-11-24 16:28:27.979618,2025-11-24 16:30:18.758808,0 days 00:01:50.779190,"[512, 384]",hardswish,48,256,0.1,0.0001,,L2,postnorm,4,2,AdamW,mean,learned,0.0
37,0.1761006289308176,PRUNED,2025-11-24 16:30:18.762157,2025-11-24 16:30:49.693461,0 days 00:00:30.931304,"[192, 128, 96]",hardswish,64,128,0.3,0.0002,,minmax,postnorm,16,3,Adam,mean,sinusoidal,1e-07
38,0.1761006289308176,PRUNED,2025-11-24 16:30:49.693461,2025-11-24 16:31:02.790692,0 days 00:00:13.097231,"[96, 128]",leakyrelu,96,512,0.0,0.0005,,L2,postnorm,2,2,AdamW,cls,sinusoidal,1e-05
39,0.1761006289308176,PRUNED,2025-11-24 16:31:02.791695,2025-11-24 16:31:46.291539,0 days 00:00:43.499844,"[512, 384, 256]",hardswish,32,384,0.1,2e-05,,minmax,prenorm,8,3,RMSprop,mean,learned,0.0
40,0.24933451641526175,PRUNED,2025-11-24 16:31:46.291539,2025-11-24 16:32:40.509580,0 days 00:00:54.218041,"[384, 384]",silu,16,128,0.4,0.0005,0.8,L2,postnorm,4,2,SGD,max,sinusoidal,1e-07
41,0.41163914546699976,COMPLETE,2025-11-24 16:32:40.510584,2025-11-24 16:34:43.617749,0 days 00:02:03.107165,"[768, 640]",hardswish,48,256,0.1,0.0001,,L2,postnorm,4,2,AdamW,mean,learned,0.0
42,0.26129983823389474,PRUNED,2025-11-24 16:34:43.621506,2025-11-24 16:34:58.128744,0 days 00:00:14.507238,"[640, 512]",hardswish,48,256,0.1,0.0001,,L2,postnorm,4,2,AdamW,mean,learned,0.0
43,0.43836214879147306,COMPLETE,2025-11-24 16:34:58.130394,2025-11-24 16:36:57.019023,0 days 00:01:58.888629,"[512, 384]",hardswish,48,256,0.1,0.0001,,L2,postnorm,4,2,AdamW,mean,learned,0.0
44,0.1761006289308176,PRUNED,2025-11-24 16:36:57.021744,2025-11-24 16:37:17.753765,0 days 00:00:20.732021,"[640, 512]",gelu,48,256,0.1,0.0002,,L2,postnorm,4,2,AdamW,mean,learned,0.0
45,0.21758419036095988,COMPLETE,2025-11-24 16:37:17.753765,2025-11-24 16:38:03.443014,0 days 00:00:45.689249,"[384, 256]",prelu,64,768,0.1,0.0001,,L2,postnorm,4,2,AdamW,mean,learned,0.0
46,0.21839080459770113,PRUNED,2025-11-24 16:38:03.446025,2025-11-24 16:39:36.608422,0 days 00:01:33.162397,"[96, 128, 192]",elu,16,256,0.2,0.001,,L2,postnorm,4,3,AdamW,mean,learned,1e-06
47,0.21839080459770113,PRUNED,2025-11-24 16:39:36.609425,2025-11-24 16:39:51.695572,0 days 00:00:15.086147,"[640, 640]",mish,96,128,0.3,2e-05,,minmax,prenorm,16,2,AdamW,mean,sinusoidal,1e-06
48,0.08888888888888889,PRUNED,2025-11-24 16:39:51.698580,2025-11-24 16:40:01.901373,0 days 00:00:10.202793,"[128, 128, 128, 128]",hardswish,128,768,0.0,0.0005,,L2,prenorm,2,4,RMSprop,cls,learned,0.0
49,0.1761006289308176,PRUNED,2025-11-24 16:40:01.902388,2025-11-24 16:40:32.159691,0 days 00:00:30.257303,"[512, 384]",leakyrelu,32,384,0.2,5e-05,0.0,L2,postnorm,4,2,SGD,mean,sinusoidal,1e-06
