number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pooling,weight_decay
17,0.21839080459770113,PRUNED,2025-11-21 22:05:38.082622,2025-11-21 22:05:42.236947,0 days 00:00:04.154325,"[64, 96, 192, 384, 768]",[4],[4],relu,768,48,0.5,0.001,L2,5,increasing,mean,0.0
18,0.1761006289308176,PRUNED,2025-11-21 22:05:42.237962,2025-11-21 22:05:43.759380,0 days 00:00:01.521418,"[128, 128, 128]",[1],[1],gelu,128,128,0.3,2e-05,L2,3,uniform,max,1e-06
19,0.2913676886279626,PRUNED,2025-11-21 22:05:43.760388,2025-11-21 22:05:46.141153,0 days 00:00:02.380765,"[384, 384, 384, 384]",[2],[2],silu,384,128,0.4,5e-05,L2,4,uniform,mean,1e-05
20,0.21637426900584797,PRUNED,2025-11-21 22:05:46.141153,2025-11-21 22:05:54.347973,0 days 00:00:08.206820,"[64, 64, 128, 256, 512]",[3],[4],leakyrelu,512,128,0.5,0.0005,L2,5,increasing,mean,1e-05
21,0.1761006289308176,PRUNED,2025-11-21 22:05:54.347973,2025-11-21 22:05:56.675905,0 days 00:00:02.327932,"[896, 896, 896, 896, 896]",[4],[2],elu,896,128,0.2,0.0005,L2,5,uniform,mean,1e-05
22,0.2820403523728332,PRUNED,2025-11-21 22:05:56.675905,2025-11-21 22:05:57.973313,0 days 00:00:01.297408,"[896, 896, 896, 896, 896]",[4],[2],relu,896,128,0.2,0.0005,L2,5,uniform,mean,1e-05
23,0.21839080459770113,PRUNED,2025-11-21 22:05:57.989219,2025-11-21 22:06:00.395377,0 days 00:00:02.406158,"[256, 256, 256, 256]",[3],[2],relu,256,128,0.5,0.0005,minmax,4,uniform,mean,1e-05
24,0.1761006289308176,PRUNED,2025-11-21 22:06:00.395377,2025-11-21 22:06:04.977376,0 days 00:00:04.581999,"[256, 256, 256, 256, 256]",[4],[3],elu,256,128,0.2,0.0005,L2,5,uniform,mean,1e-05
25,0.3044784003018298,PRUNED,2025-11-21 22:06:04.978525,2025-11-21 22:06:07.097478,0 days 00:00:02.118953,"[896, 896, 896, 896]",[3],[1],relu,896,48,0.5,0.0005,L2,4,uniform,mean,1e-05
26,0.1761006289308176,PRUNED,2025-11-21 22:06:07.097478,2025-11-21 22:06:12.019191,0 days 00:00:04.921713,"[256, 256, 256, 256, 256]",[4],[3],gelu,256,32,0.4,0.0005,minmax,5,uniform,max,0.0
27,0.38878847271370437,COMPLETE,2025-11-21 22:06:12.019191,2025-11-21 22:06:55.894532,0 days 00:00:43.875341,"[512, 512, 512, 512]",[2],[2],leakyrelu,512,16,0.3,0.0001,L2,4,uniform,mean,0.0001
28,0.17777777777777778,PRUNED,2025-11-21 22:06:55.895532,2025-11-21 22:07:07.284730,0 days 00:00:11.389198,"[64, 64, 128]",[1],[1],silu,128,96,0.2,0.0002,minmax,3,increasing,mean,1e-06
29,0.21839080459770113,PRUNED,2025-11-21 22:07:07.285919,2025-11-21 22:07:11.091364,0 days 00:00:03.805445,"[384, 384, 384, 384]",[],[2],leakyrelu,384,128,0.2,0.001,minmax,4,uniform,max,0.0
30,0.2225497420781135,PRUNED,2025-11-21 22:07:11.092370,2025-11-21 22:07:16.097359,0 days 00:00:05.004989,"[768, 384, 192, 96, 64]",[3],[3],elu,768,128,0.5,2e-05,L2,5,decreasing,mean,1e-05
31,0.26157875046763934,PRUNED,2025-11-21 22:07:16.098433,2025-11-21 22:07:20.417106,0 days 00:00:04.318673,"[512, 512, 512, 512]",[2],[2],leakyrelu,512,16,0.3,0.0001,L2,4,uniform,mean,0.0001
32,0.37342770410332693,COMPLETE,2025-11-21 22:07:20.417106,2025-11-21 22:08:06.091677,0 days 00:00:45.674571,"[512, 512, 512, 512]",[2],[2],leakyrelu,512,16,0.3,0.0001,L2,4,uniform,mean,0.0001
33,0.2516166960611405,PRUNED,2025-11-21 22:08:06.091677,2025-11-21 22:08:10.949932,0 days 00:00:04.858255,"[512, 512, 512]",[1],[1],leakyrelu,512,16,0.3,5e-05,L2,3,uniform,mean,0.0001
34,0.3514475761268541,COMPLETE,2025-11-21 22:08:10.949932,2025-11-21 22:08:54.000749,0 days 00:00:43.050817,"[512, 512, 512, 512, 512]",[2],[2],leakyrelu,512,16,0.0,0.0001,L2,5,uniform,mean,0.0001
35,0.21839080459770113,PRUNED,2025-11-21 22:08:54.000749,2025-11-21 22:08:59.332230,0 days 00:00:05.331481,"[896, 896, 896]",[1],[1],relu,896,64,0.3,0.001,minmax,3,uniform,mean,1e-05
36,0.26722222222222225,PRUNED,2025-11-21 22:08:59.347927,2025-11-21 22:09:01.213951,0 days 00:00:01.866024,"[1024, 1024]",[],[],elu,1024,32,0.1,0.0001,minmax,2,uniform,max,1e-06
37,0.21839080459770113,PRUNED,2025-11-21 22:09:01.213951,2025-11-21 22:09:02.426068,0 days 00:00:01.212117,"[64, 64, 64, 128]",[3],[2],gelu,128,96,0.2,5e-05,L2,4,increasing,mean,0.0001
38,0.21839080459770113,PRUNED,2025-11-21 22:09:02.426068,2025-11-21 22:09:03.179356,0 days 00:00:00.753288,[512],[],[],elu,512,128,0.0,1e-05,minmax,1,uniform,max,1e-05
39,0.21637426900584797,PRUNED,2025-11-21 22:09:03.179356,2025-11-21 22:09:15.822193,0 days 00:00:12.642837,"[256, 128, 64, 64, 64]",[3],[4],tanh,256,64,0.5,0.0002,minmax,5,decreasing,mean,1e-05
40,0.2559604138551507,PRUNED,2025-11-21 22:09:15.823193,2025-11-21 22:09:18.500485,0 days 00:00:02.677292,"[896, 896, 896, 896]",[2],[2],relu,896,32,0.1,0.0005,L2,4,uniform,mean,0.0001
41,0.21839080459770113,PRUNED,2025-11-21 22:09:18.501487,2025-11-21 22:09:34.402217,0 days 00:00:15.900730,"[512, 512, 512, 512]",[2],[2],leakyrelu,512,16,0.3,0.0001,L2,4,uniform,mean,0.0001
42,0.21637426900584797,PRUNED,2025-11-21 22:09:34.403245,2025-11-21 22:09:58.961218,0 days 00:00:24.557973,"[512, 512, 512, 512]",[2],[2],leakyrelu,512,16,0.3,0.0001,L2,4,uniform,mean,0.0001
43,0.3540717657690714,COMPLETE,2025-11-21 22:09:58.961218,2025-11-21 22:10:44.759858,0 days 00:00:45.798640,"[512, 512, 512, 512, 512]",[2],[3],leakyrelu,512,16,0.3,0.0001,L2,5,uniform,mean,0.0001
44,0.18238993710691823,PRUNED,2025-11-21 22:10:44.759858,2025-11-21 22:11:13.689043,0 days 00:00:28.929185,"[1024, 1024, 1024, 1024]",[2],[2],leakyrelu,1024,16,0.3,0.0001,L2,4,uniform,mean,0.0001
45,0.18238993710691823,PRUNED,2025-11-21 22:11:13.690044,2025-11-21 22:11:38.732544,0 days 00:00:25.042500,"[384, 192, 96]",[1],[1],tanh,384,16,0.4,1e-05,L2,3,decreasing,mean,0.0001
46,0.21839080459770113,PRUNED,2025-11-21 22:11:38.732544,2025-11-21 22:11:42.748390,0 days 00:00:04.015846,"[256, 256, 256, 256, 256]",[3],[3],relu,256,48,0.3,0.0001,L2,5,uniform,mean,1e-05
47,0.21839080459770113,PRUNED,2025-11-21 22:11:42.748390,2025-11-21 22:11:44.418424,0 days 00:00:01.670034,"[512, 512]",[],[],elu,512,96,0.5,0.0005,minmax,2,uniform,mean,1e-06
48,0.21839080459770113,PRUNED,2025-11-21 22:11:44.418424,2025-11-21 22:11:45.607018,0 days 00:00:01.188594,"[96, 192, 384, 768]",[2],[2],silu,768,128,0.0,2e-05,L2,4,increasing,mean,0.0
49,0.21637426900584797,PRUNED,2025-11-21 22:11:45.608186,2025-11-21 22:11:56.243069,0 days 00:00:10.634883,"[256, 256, 256, 256, 256]",[4],[3],leakyrelu,256,64,0.5,0.0005,L2,5,uniform,max,1e-05
