number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pooling,weight_decay
16,0.4553288566440938,COMPLETE,2025-11-21 21:59:31.560784,2025-11-21 21:59:44.274995,0 days 00:00:12.714211,"[64, 64, 128]",[2],[2],gelu,128,48,0.0,0.0005,minmax,3,increasing,mean,1e-05
17,0.21839080459770113,PRUNED,2025-11-21 21:59:44.276000,2025-11-21 21:59:45.604433,0 days 00:00:01.328433,"[64, 64, 64, 128, 256]",[4],[4],relu,256,96,0.4,0.0001,minmax,5,increasing,mean,1e-05
18,0.2144927536231884,PRUNED,2025-11-21 21:59:45.604433,2025-11-21 21:59:48.534545,0 days 00:00:02.930112,"[1024, 1024, 1024]",[2],[2],silu,1024,48,0.3,1e-05,minmax,3,uniform,max,1e-05
19,0.3849479550856487,PRUNED,2025-11-21 21:59:48.535551,2025-11-21 21:59:57.300520,0 days 00:00:08.764969,"[768, 384, 192, 96, 64]",[3],[4],gelu,768,48,0.5,0.001,minmax,5,decreasing,mean,0.0
20,0.18238993710691823,PRUNED,2025-11-21 21:59:57.300520,2025-11-21 22:00:04.781140,0 days 00:00:07.480620,"[224, 448, 896]",[1],[1],tanh,896,64,0.0,0.001,minmax,3,increasing,mean,1e-05
21,0.21839080459770113,PRUNED,2025-11-21 22:00:04.781140,2025-11-21 22:00:07.588017,0 days 00:00:02.806877,"[64, 64, 128]",[2],[2],gelu,128,48,0.0,0.0005,minmax,3,increasing,mean,1e-05
22,0.21839080459770113,PRUNED,2025-11-21 22:00:07.589020,2025-11-21 22:00:14.988335,0 days 00:00:07.399315,"[64, 64, 64, 128]",[2],[3],gelu,128,48,0.0,0.0005,minmax,4,increasing,mean,1e-05
23,0.21839080459770113,PRUNED,2025-11-21 22:00:14.988335,2025-11-21 22:00:20.391339,0 days 00:00:05.403004,"[64, 64, 128]",[1],[1],gelu,128,48,0.0,0.0005,minmax,3,increasing,mean,1e-05
24,0.21839080459770113,PRUNED,2025-11-21 22:00:20.391339,2025-11-21 22:00:25.381496,0 days 00:00:04.990157,[128],[],[],gelu,128,48,0.0,0.0005,minmax,1,increasing,mean,1e-05
25,0.21839080459770113,PRUNED,2025-11-21 22:00:25.382555,2025-11-21 22:00:28.875230,0 days 00:00:03.492675,"[64, 128]",[],[1],gelu,128,128,0.0,0.001,minmax,2,increasing,mean,1e-05
26,0.21839080459770113,PRUNED,2025-11-21 22:00:28.876245,2025-11-21 22:00:37.705355,0 days 00:00:08.829110,"[64, 64, 64, 128]",[3],[3],leakyrelu,128,16,0.0,0.0002,minmax,4,increasing,max,1e-05
27,0.21839080459770113,PRUNED,2025-11-21 22:00:37.706358,2025-11-21 22:00:41.222802,0 days 00:00:03.516444,"[64, 64, 64, 64, 128]",[4],[4],relu,128,32,0.3,1e-05,minmax,5,increasing,mean,0.0
28,0.4518196453416513,COMPLETE,2025-11-21 22:00:41.222802,2025-11-21 22:00:53.230160,0 days 00:00:12.007358,"[896, 896, 896]",[1],[1],silu,896,96,0.5,5e-05,minmax,3,uniform,mean,0.0001
29,0.18238993710691823,PRUNED,2025-11-21 22:00:53.231919,2025-11-21 22:01:02.487891,0 days 00:00:09.255972,[768],[],[],tanh,768,32,0.4,0.0005,minmax,1,decreasing,mean,1e-06
30,0.3333333333333333,PRUNED,2025-11-21 22:01:02.488894,2025-11-21 22:01:09.932896,0 days 00:00:07.444002,"[128, 256, 512, 1024]",[2],[2],gelu,1024,48,0.1,2e-05,minmax,4,increasing,mean,1e-05
31,0.21839080459770113,PRUNED,2025-11-21 22:01:09.933900,2025-11-21 22:01:14.410404,0 days 00:00:04.476504,"[896, 896, 896]",[1],[1],silu,896,96,0.5,5e-05,minmax,3,uniform,mean,0.0001
32,0.4036646738161149,PRUNED,2025-11-21 22:01:14.410404,2025-11-21 22:01:18.537529,0 days 00:00:04.127125,"[896, 896, 896]",[1],[1],silu,896,96,0.5,5e-05,minmax,3,uniform,mean,0.0001
33,0.2313803376365442,PRUNED,2025-11-21 22:01:18.538533,2025-11-21 22:01:19.559592,0 days 00:00:01.021059,"[896, 896]",[],[],silu,896,96,0.5,5e-05,minmax,2,uniform,mean,0.0001
34,0.44864472272654243,COMPLETE,2025-11-21 22:01:19.560595,2025-11-21 22:01:34.009294,0 days 00:00:14.448699,"[384, 384, 384]",[1],[1],silu,384,96,0.1,5e-05,minmax,3,uniform,mean,1e-06
35,0.21839080459770113,PRUNED,2025-11-21 22:01:34.011299,2025-11-21 22:01:41.711036,0 days 00:00:07.699737,"[512, 512, 512, 512]",[2],[3],elu,512,32,0.5,0.0001,minmax,4,uniform,mean,0.0001
36,0.3130598774163131,PRUNED,2025-11-21 22:01:41.711036,2025-11-21 22:01:42.773714,0 days 00:00:01.062678,"[256, 256, 256, 256]",[3],[2],leakyrelu,256,128,0.0,0.001,minmax,4,uniform,max,1e-06
37,0.42827560756932587,COMPLETE,2025-11-21 22:01:42.773714,2025-11-21 22:01:55.761884,0 days 00:00:12.988170,"[448, 896]",[],[],relu,896,96,0.0,0.0002,L2,2,increasing,mean,0.0001
38,0.21839080459770113,PRUNED,2025-11-21 22:01:55.761884,2025-11-21 22:02:10.338141,0 days 00:00:14.576257,"[128, 128, 128]",[1],[1],tanh,128,16,0.0,0.0005,minmax,3,uniform,max,1e-05
39,0.18238993710691823,PRUNED,2025-11-21 22:02:10.340211,2025-11-21 22:02:22.284575,0 days 00:00:11.944364,"[64, 64, 96, 192, 384]",[4],[4],elu,384,48,0.1,0.001,L2,5,increasing,mean,0.0001
40,0.47802360014004214,COMPLETE,2025-11-21 22:02:22.286434,2025-11-21 22:02:37.885490,0 days 00:00:15.599056,"[512, 256, 128]",[1],[1],silu,512,64,0.2,5e-05,minmax,3,decreasing,mean,1e-06
41,0.2965367965367966,PRUNED,2025-11-21 22:02:37.885490,2025-11-21 22:02:43.330831,0 days 00:00:05.445341,"[512, 256, 128]",[1],[1],silu,512,64,0.2,5e-05,minmax,3,decreasing,mean,1e-06
42,0.23979446188980877,PRUNED,2025-11-21 22:02:43.330831,2025-11-21 22:02:44.785526,0 days 00:00:01.454695,"[512, 256]",[],[],silu,512,64,0.2,5e-05,minmax,2,decreasing,mean,1e-06
43,0.46832714676665005,COMPLETE,2025-11-21 22:02:44.786529,2025-11-21 22:03:01.336613,0 days 00:00:16.550084,"[512, 256, 128]",[1],[1],silu,512,64,0.2,5e-05,minmax,3,decreasing,mean,1e-06
44,0.2222222222222222,PRUNED,2025-11-21 22:03:01.338619,2025-11-21 22:03:02.888393,0 days 00:00:01.549774,"[512, 256, 128, 64]",[2],[2],silu,512,64,0.2,5e-05,L2,4,decreasing,mean,1e-06
45,0.21839080459770113,PRUNED,2025-11-21 22:03:02.889400,2025-11-21 22:03:04.233421,0 days 00:00:01.344021,"[512, 256, 128]",[1],[1],tanh,512,64,0.2,1e-05,minmax,3,decreasing,mean,1e-06
46,0.21839080459770113,PRUNED,2025-11-21 22:03:04.233421,2025-11-21 22:03:07.847924,0 days 00:00:03.614503,"[512, 256]",[],[],leakyrelu,512,64,0.2,0.001,minmax,2,decreasing,max,1e-06
47,0.21839080459770113,PRUNED,2025-11-21 22:03:07.847924,2025-11-21 22:03:15.278566,0 days 00:00:07.430642,"[512, 256, 128, 64]",[3],[2],gelu,512,64,0.2,0.0001,minmax,4,decreasing,mean,1e-06
48,0.21839080459770113,PRUNED,2025-11-21 22:03:15.278566,2025-11-21 22:03:17.007058,0 days 00:00:01.728492,"[128, 64, 64, 64, 64]",[4],[3],silu,128,64,0.2,2e-05,L2,5,decreasing,mean,1e-06
49,0.1761006289308176,PRUNED,2025-11-21 22:03:17.008061,2025-11-21 22:03:19.893731,0 days 00:00:02.885670,"[768, 384, 192]",[1],[1],tanh,768,48,0.4,0.001,minmax,3,decreasing,mean,0.0
