number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pooling,weight_decay
12,0.08888888888888889,PRUNED,2025-11-21 23:33:19.199529,2025-11-21 23:33:20.556007,0 days 00:00:01.356478,[128],[],[],leakyrelu,128,128,0.0,5e-05,minmax,1,decreasing,max,0.0001
13,0.21839080459770113,PRUNED,2025-11-21 23:33:20.557011,2025-11-21 23:33:33.808281,0 days 00:00:13.251270,"[64, 128]",[1],[],relu,128,16,0.3,0.0005,minmax,2,increasing,max,0.0
14,0.4181024592751358,COMPLETE,2025-11-21 23:33:33.809335,2025-11-21 23:33:43.067372,0 days 00:00:09.258037,[1024],[],[],relu,1024,96,0.1,0.0005,minmax,1,decreasing,max,0.0001
15,0.4503008931873128,COMPLETE,2025-11-21 23:33:43.070740,2025-11-21 23:33:58.613444,0 days 00:00:15.542704,"[256, 512]",[1],[],leakyrelu,512,48,0.2,0.0002,minmax,2,increasing,max,0.0
16,0.21637426900584797,PRUNED,2025-11-21 23:33:58.615667,2025-11-21 23:34:09.818089,0 days 00:00:11.202422,"[128, 256, 512]",[1],[1],leakyrelu,512,48,0.2,0.0002,minmax,3,increasing,max,0.0
17,0.4602989511131474,COMPLETE,2025-11-21 23:34:09.818592,2025-11-21 23:34:30.352136,0 days 00:00:20.533544,"[64, 128, 256, 512]",[2],[2],leakyrelu,512,48,0.2,0.0002,minmax,4,increasing,max,0.0
18,0.44926768612246837,COMPLETE,2025-11-21 23:34:30.354138,2025-11-21 23:34:49.233102,0 days 00:00:18.878964,"[64, 128, 256, 512]",[3],[2],leakyrelu,512,48,0.2,0.0002,minmax,4,increasing,max,0.0
19,0.43050126763889446,COMPLETE,2025-11-21 23:34:49.235116,2025-11-21 23:35:09.979124,0 days 00:00:20.744008,"[64, 128, 256, 512]",[3],[2],leakyrelu,512,48,0.2,0.0001,minmax,4,increasing,max,0.0
20,0.13496477567667778,PRUNED,2025-11-21 23:35:09.980124,2025-11-21 23:35:16.370131,0 days 00:00:06.390007,"[64, 128, 256, 512]",[2],[2],leakyrelu,512,48,0.2,1e-05,minmax,4,increasing,max,1e-05
21,0.21637426900584797,PRUNED,2025-11-21 23:35:16.370131,2025-11-21 23:35:29.409188,0 days 00:00:13.039057,"[64, 128, 256, 512]",[3],[2],leakyrelu,512,48,0.2,0.0002,minmax,4,increasing,max,0.0
22,0.21839080459770113,PRUNED,2025-11-21 23:35:29.410206,2025-11-21 23:35:39.242289,0 days 00:00:09.832083,"[64, 64, 128, 256, 512]",[3],[4],leakyrelu,512,48,0.2,0.0002,minmax,5,increasing,max,0.0
23,0.43267159524870485,COMPLETE,2025-11-21 23:35:39.243301,2025-11-21 23:35:58.659060,0 days 00:00:19.415759,"[64, 128, 256, 512]",[3],[2],leakyrelu,512,48,0.2,0.0002,minmax,4,increasing,max,0.0
24,0.40169359840427965,COMPLETE,2025-11-21 23:35:58.661065,2025-11-21 23:36:17.391929,0 days 00:00:18.730864,"[96, 192, 384]",[1],[2],silu,384,48,0.5,5e-05,minmax,3,increasing,max,0.0
25,0.21839080459770113,PRUNED,2025-11-21 23:36:17.393952,2025-11-21 23:36:25.274771,0 days 00:00:07.880819,"[896, 896, 896, 896]",[2],[3],elu,896,48,0.2,0.0002,minmax,4,uniform,max,0.0
26,0.4246386051038759,COMPLETE,2025-11-21 23:36:25.275788,2025-11-21 23:36:46.321600,0 days 00:00:21.045812,"[64, 64, 128, 256, 512]",[4],[4],leakyrelu,512,48,0.2,0.0002,minmax,5,increasing,mean,0.0
27,0.21839080459770113,PRUNED,2025-11-21 23:36:46.323617,2025-11-21 23:36:50.314259,0 days 00:00:03.990642,"[128, 256, 512]",[1],[1],leakyrelu,512,48,0.2,0.0002,minmax,3,increasing,max,0.0
28,0.3542592592592593,PRUNED,2025-11-21 23:36:50.315259,2025-11-21 23:36:55.669106,0 days 00:00:05.353847,"[64, 128, 256, 512]",[2],[2],leakyrelu,512,96,0.2,0.0002,minmax,4,increasing,max,1e-06
29,0.1761006289308176,PRUNED,2025-11-21 23:36:55.670107,2025-11-21 23:36:58.659439,0 days 00:00:02.989332,"[512, 512, 512]",[1],[1],leakyrelu,512,128,0.5,0.001,minmax,3,uniform,max,1e-05
30,0.2840119165839126,PRUNED,2025-11-21 23:36:58.659439,2025-11-21 23:37:04.192414,0 days 00:00:05.532975,"[64, 112, 224, 448, 896]",[3],[3],elu,896,16,0.3,1e-05,minmax,5,increasing,max,0.0
31,0.21839080459770113,PRUNED,2025-11-21 23:37:04.193423,2025-11-21 23:37:13.353660,0 days 00:00:09.160237,"[64, 128, 256, 512]",[3],[2],leakyrelu,512,48,0.2,0.0002,minmax,4,increasing,max,0.0
32,0.21839080459770113,PRUNED,2025-11-21 23:37:13.354668,2025-11-21 23:37:17.452626,0 days 00:00:04.097958,"[64, 96, 192, 384]",[3],[2],leakyrelu,384,48,0.4,0.0002,minmax,4,increasing,max,0.0
33,0.46517467293017695,COMPLETE,2025-11-21 23:37:17.453693,2025-11-21 23:37:36.217246,0 days 00:00:18.763553,"[128, 256, 512]",[2],[1],leakyrelu,512,48,0.2,0.0002,minmax,3,increasing,max,0.0
34,0.26773049645390073,PRUNED,2025-11-21 23:37:36.218749,2025-11-21 23:37:47.733436,0 days 00:00:11.514687,"[64, 128, 256]",[1],[1],silu,256,48,0.2,5e-05,minmax,3,increasing,mean,0.0
35,0.41715540980434057,COMPLETE,2025-11-21 23:37:47.733436,2025-11-21 23:38:07.456624,0 days 00:00:19.723188,"[256, 512]",[],[],leakyrelu,512,48,0.2,0.0001,minmax,2,increasing,max,1e-06
36,0.21839080459770113,PRUNED,2025-11-21 23:38:07.459153,2025-11-21 23:38:10.384657,0 days 00:00:02.925504,"[192, 384, 768]",[1],[1],tanh,768,48,0.1,2e-05,L2,3,increasing,max,0.0
37,0.47597951553746193,COMPLETE,2025-11-21 23:38:10.385657,2025-11-21 23:38:24.414290,0 days 00:00:14.028633,"[256, 256, 256]",[1],[1],leakyrelu,256,64,0.4,0.0002,minmax,3,uniform,mean,0.0
38,0.21839080459770113,PRUNED,2025-11-21 23:38:24.416665,2025-11-21 23:38:25.870342,0 days 00:00:01.453677,"[256, 256]",[],[],elu,256,64,0.4,1e-05,L2,2,uniform,mean,1e-05
39,0.21839080459770113,PRUNED,2025-11-21 23:38:25.871367,2025-11-21 23:38:27.596005,0 days 00:00:01.724638,"[256, 256, 256]",[1],[1],gelu,256,64,0.4,2e-05,minmax,3,uniform,mean,1e-06
40,0.21839080459770113,PRUNED,2025-11-21 23:38:27.597034,2025-11-21 23:38:32.981202,0 days 00:00:05.384168,"[256, 256]",[1],[],leakyrelu,256,64,0.4,0.0002,L2,2,uniform,mean,0.0
41,0.21839080459770113,PRUNED,2025-11-21 23:38:32.982203,2025-11-21 23:38:38.429489,0 days 00:00:05.447286,"[256, 256, 256]",[1],[1],leakyrelu,256,64,0.4,0.0002,minmax,3,uniform,mean,0.0
42,0.4370514215812145,COMPLETE,2025-11-21 23:38:38.430533,2025-11-21 23:39:01.438002,0 days 00:00:23.007469,"[512, 512, 512]",[1],[1],leakyrelu,512,32,0.2,0.0002,minmax,3,uniform,mean,0.0
43,0.4243809487659732,COMPLETE,2025-11-21 23:39:01.440049,2025-11-21 23:39:13.822571,0 days 00:00:12.382522,"[768, 384, 192, 96]",[2],[2],leakyrelu,768,64,0.2,0.0002,minmax,4,decreasing,mean,0.0
44,0.3220507715281234,PRUNED,2025-11-21 23:39:13.824603,2025-11-21 23:39:18.701055,0 days 00:00:04.876452,"[96, 192, 384]",[1],[1],tanh,384,16,0.4,0.0002,minmax,3,increasing,max,0.0
45,0.1761006289308176,PRUNED,2025-11-21 23:39:18.701055,2025-11-21 23:39:20.624040,0 days 00:00:01.922985,"[1024, 1024]",[],[],leakyrelu,1024,128,0.3,0.001,minmax,2,uniform,max,0.0001
46,0.44536529141715897,COMPLETE,2025-11-21 23:39:20.625047,2025-11-21 23:39:32.664179,0 days 00:00:12.039132,[512],[],[],gelu,512,96,0.1,0.0002,minmax,1,increasing,mean,0.0
47,0.21839080459770113,PRUNED,2025-11-21 23:39:32.666181,2025-11-21 23:39:39.470070,0 days 00:00:06.803889,"[256, 128, 64, 64, 64]",[2],[3],relu,256,48,0.2,0.0005,L2,5,decreasing,max,0.0
48,0.3945538061714019,COMPLETE,2025-11-21 23:39:39.470070,2025-11-21 23:39:59.262463,0 days 00:00:19.792393,"[64, 128]",[],[],silu,128,32,0.0,0.0002,minmax,2,increasing,max,1e-05
49,0.44757239069391996,COMPLETE,2025-11-21 23:39:59.264598,2025-11-21 23:40:21.150373,0 days 00:00:21.885775,"[64, 128, 256, 512]",[2],[2],leakyrelu,512,64,0.5,0.0001,minmax,4,increasing,mean,0.0001
