number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pooling,weight_decay
27,0.21839080459770113,PRUNED,2025-11-21 22:41:30.266652,2025-11-21 22:41:32.859385,0 days 00:00:02.592733,"[896, 896]",[1],[],leakyrelu,896,64,0.2,1e-05,L2,2,uniform,mean,1e-05
28,0.31457431457431456,PRUNED,2025-11-21 22:41:32.860387,2025-11-21 22:41:47.334417,0 days 00:00:14.474030,"[224, 448, 896]",[1],[1],gelu,896,32,0.2,0.0002,L2,3,increasing,mean,1e-05
29,0.2181372549019608,PRUNED,2025-11-21 22:41:47.335420,2025-11-21 22:41:50.769995,0 days 00:00:03.434575,"[128, 128, 128]",[1],[2],elu,128,96,0.5,2e-05,L2,3,uniform,mean,1e-05
30,0.23104354354354353,PRUNED,2025-11-21 22:41:50.771085,2025-11-21 22:42:18.193467,0 days 00:00:27.422382,"[512, 256]",[],[],relu,512,16,0.1,0.001,L2,2,decreasing,mean,1e-06
31,0.4473903095992913,COMPLETE,2025-11-21 22:42:18.194470,2025-11-21 22:43:41.285716,0 days 00:01:23.091246,"[896, 896, 896, 896]",[2],[2],leakyrelu,896,16,0.2,2e-05,L2,4,uniform,mean,0.0
32,0.443289376206555,COMPLETE,2025-11-21 22:43:41.288232,2025-11-21 22:44:56.182347,0 days 00:01:14.894115,"[896, 896, 896]",[1],[2],leakyrelu,896,16,0.2,2e-05,L2,3,uniform,mean,0.0
33,0.27216039150682764,PRUNED,2025-11-21 22:44:56.184836,2025-11-21 22:45:05.830069,0 days 00:00:09.645233,"[896, 896, 896]",[1],[2],silu,896,16,0.2,2e-05,L2,3,uniform,mean,0.0001
34,0.435761235562631,COMPLETE,2025-11-21 22:45:05.830572,2025-11-21 22:45:55.837303,0 days 00:00:50.006731,"[768, 768]",[1],[],leakyrelu,768,16,0.2,0.0005,L2,2,uniform,mean,1e-05
35,0.4401063854492073,COMPLETE,2025-11-21 22:45:55.839339,2025-11-21 22:46:10.157610,0 days 00:00:14.318271,"[1024, 1024, 1024]",[1],[2],silu,1024,128,0.4,0.0001,L2,3,uniform,mean,0.0001
36,0.21839080459770113,PRUNED,2025-11-21 22:46:10.160381,2025-11-21 22:46:11.546581,0 days 00:00:01.386200,"[1024, 1024]",[],[],silu,1024,128,0.4,0.0001,L2,2,uniform,mean,0.0001
37,0.4384803734510774,COMPLETE,2025-11-21 22:46:11.546581,2025-11-21 22:46:27.190853,0 days 00:00:15.644272,"[1024, 512, 256]",[1],[2],silu,1024,128,0.4,0.0001,L2,3,decreasing,mean,0.0001
38,0.21839080459770113,PRUNED,2025-11-21 22:46:27.192863,2025-11-21 22:46:30.165429,0 days 00:00:02.972566,"[256, 512, 1024]",[1],[1],silu,1024,128,0.4,0.0001,L2,3,increasing,mean,0.0001
39,0.21839080459770113,PRUNED,2025-11-21 22:46:30.166932,2025-11-21 22:46:31.555362,0 days 00:00:01.388430,"[1024, 1024]",[],[],silu,1024,128,0.4,0.0001,L2,2,uniform,mean,0.0001
40,0.21839080459770113,PRUNED,2025-11-21 22:46:31.556367,2025-11-21 22:46:34.278061,0 days 00:00:02.721694,"[96, 192, 384, 768]",[2],[3],elu,768,96,0.0,0.0005,L2,4,increasing,mean,0.0
41,0.21839080459770113,PRUNED,2025-11-21 22:46:34.279290,2025-11-21 22:46:37.213172,0 days 00:00:02.933882,"[512, 512, 512]",[1],[2],leakyrelu,512,48,0.2,2e-05,L2,3,uniform,mean,0.0001
42,0.32165963431786215,PRUNED,2025-11-21 22:46:37.214174,2025-11-21 22:46:55.424528,0 days 00:00:18.210354,"[384, 384, 384]",[1],[2],leakyrelu,384,16,0.2,0.0001,L2,3,uniform,mean,1e-06
43,0.2776795487075861,PRUNED,2025-11-21 22:46:55.425530,2025-11-21 22:47:04.634673,0 days 00:00:09.209143,"[1024, 1024, 1024]",[1],[2],silu,1024,32,0.4,2e-05,L2,3,uniform,mean,0.0
44,0.44348682126663996,COMPLETE,2025-11-21 22:47:04.634673,2025-11-21 22:47:17.120980,0 days 00:00:12.486307,"[896, 896, 896]",[1],[2],gelu,896,128,0.2,0.0002,L2,3,uniform,mean,1e-05
45,0.21839080459770113,PRUNED,2025-11-21 22:47:17.123167,2025-11-21 22:47:18.506391,0 days 00:00:01.383224,"[896, 448]",[],[],gelu,896,128,0.1,0.0002,L2,2,decreasing,mean,0.0001
46,0.21839080459770113,PRUNED,2025-11-21 22:47:18.507396,2025-11-21 22:47:21.234919,0 days 00:00:02.727523,"[896, 896, 896, 896]",[2],[3],gelu,896,128,0.2,0.0002,L2,4,uniform,mean,0.0
47,0.21839080459770113,PRUNED,2025-11-21 22:47:21.235925,2025-11-21 22:47:23.320327,0 days 00:00:02.084402,"[128, 128, 128]",[1],[2],gelu,128,128,0.5,0.0002,minmax,3,uniform,max,1e-05
48,0.2144927536231884,PRUNED,2025-11-21 22:47:23.321344,2025-11-21 22:47:27.241988,0 days 00:00:03.920644,"[768, 768, 768, 768]",[2],[3],gelu,768,128,0.0,0.001,L2,4,uniform,mean,1e-06
49,0.21758419036095988,COMPLETE,2025-11-21 22:47:27.242992,2025-11-21 22:47:35.690833,0 days 00:00:08.447841,"[96, 192, 384]",[1],[1],relu,384,96,0.4,0.0002,L2,3,increasing,mean,0.0
