number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,norm,num_layers,pattern,pooling,weight_decay
10,0.2997594997594997,PRUNED,2025-11-21 23:42:10.309891,2025-11-21 23:42:14.791837,0 days 00:00:04.481946,"[256, 256, 256, 256]",[1],[2],leakyrelu,256,96,0.1,1e-05,L2,4,uniform,mean,1e-05
11,0.45158817898726616,COMPLETE,2025-11-21 23:42:14.792838,2025-11-21 23:42:33.091844,0 days 00:00:18.299006,"[768, 768, 768, 768, 768]",[4],[4],leakyrelu,768,48,0.1,0.001,L2,5,uniform,mean,1e-06
12,0.48701415720314,COMPLETE,2025-11-21 23:42:33.093876,2025-11-21 23:43:40.858033,0 days 00:01:07.764157,"[1024, 1024, 1024, 1024, 1024]",[3],[1],gelu,1024,16,0.4,0.0002,L2,5,uniform,mean,0.0
13,0.21839080459770113,PRUNED,2025-11-21 23:43:40.860066,2025-11-21 23:44:00.403381,0 days 00:00:19.543315,"[1024, 1024, 1024, 1024]",[2],[1],leakyrelu,1024,16,0.1,0.0002,L2,4,uniform,mean,0.0
14,0.21839080459770113,PRUNED,2025-11-21 23:44:00.403381,2025-11-21 23:44:15.686985,0 days 00:00:15.283604,"[256, 256]",[1],[1],gelu,256,16,0.5,0.0002,L2,2,uniform,mean,0.0
15,0.34054834054834054,PRUNED,2025-11-21 23:44:15.687987,2025-11-21 23:44:22.612180,0 days 00:00:06.924193,"[1024, 1024, 1024, 1024, 1024]",[3],[3],tanh,1024,16,0.0,0.0002,L2,5,uniform,mean,0.0
16,0.5116304785286975,COMPLETE,2025-11-21 23:44:22.613179,2025-11-21 23:44:36.028577,0 days 00:00:13.415398,"[256, 256, 256, 256]",[2],[2],silu,256,96,0.4,0.0005,minmax,4,uniform,mean,0.0001
17,0.5053311816333141,COMPLETE,2025-11-21 23:44:36.030579,2025-11-21 23:44:48.470978,0 days 00:00:12.440399,"[256, 256, 256, 256]",[2],[2],silu,256,96,0.1,0.0005,minmax,4,uniform,mean,0.0001
18,0.21839080459770113,PRUNED,2025-11-21 23:44:48.472978,2025-11-21 23:44:53.046071,0 days 00:00:04.573093,"[256, 256, 256]",[1],[2],silu,256,96,0.4,0.0005,minmax,3,uniform,mean,0.0001
19,0.21839080459770113,PRUNED,2025-11-21 23:44:53.047091,2025-11-21 23:44:55.451197,0 days 00:00:02.404106,"[256, 256, 256, 256]",[2],[3],silu,256,96,0.1,0.0005,minmax,4,uniform,mean,0.0001
20,0.2144927536231884,PRUNED,2025-11-21 23:44:55.452219,2025-11-21 23:44:57.152054,0 days 00:00:01.699835,"[512, 512]",[],[1],silu,512,96,0.2,1e-05,minmax,2,uniform,mean,0.0001
21,0.45504981728432714,COMPLETE,2025-11-21 23:44:57.153064,2025-11-21 23:45:07.575106,0 days 00:00:10.422042,"[256, 256, 256, 256]",[2],[2],silu,256,96,0.1,0.0005,minmax,4,uniform,mean,0.0001
22,0.21839080459770113,PRUNED,2025-11-21 23:45:07.577151,2025-11-21 23:45:11.712100,0 days 00:00:04.134949,"[256, 256, 256, 256]",[2],[2],leakyrelu,256,128,0.1,0.0005,minmax,4,uniform,mean,0.0001
23,0.45928743818191886,COMPLETE,2025-11-21 23:45:11.713108,2025-11-21 23:45:26.314601,0 days 00:00:14.601493,"[256, 256, 256]",[1],[2],silu,256,48,0.1,0.0005,minmax,3,uniform,mean,0.0001
24,0.4998083570703148,COMPLETE,2025-11-21 23:45:26.316784,2025-11-21 23:45:39.932329,0 days 00:00:13.615545,"[768, 768, 768, 768]",[2],[2],silu,768,96,0.1,2e-05,minmax,4,uniform,mean,1e-05
25,0.46031119283479055,COMPLETE,2025-11-21 23:45:39.934329,2025-11-21 23:46:01.396751,0 days 00:00:21.462422,"[768, 384, 192, 96]",[2],[3],silu,768,96,0.5,2e-05,minmax,4,decreasing,mean,1e-05
26,0.32345931222335716,PRUNED,2025-11-21 23:46:01.399291,2025-11-21 23:46:02.873799,0 days 00:00:01.474508,"[768, 768, 768]",[1],[2],silu,768,96,0.3,2e-05,minmax,3,uniform,max,1e-05
27,0.47547826933791837,COMPLETE,2025-11-21 23:46:02.874807,2025-11-21 23:46:13.606360,0 days 00:00:10.731553,"[768, 768, 768]",[2],[2],silu,768,96,0.0,0.0001,minmax,3,uniform,mean,1e-05
28,0.5140524447667323,COMPLETE,2025-11-21 23:46:13.607911,2025-11-21 23:46:29.766288,0 days 00:00:16.158377,"[768, 768, 768, 768]",[2],[3],silu,768,96,0.4,2e-05,minmax,4,uniform,mean,1e-05
29,0.46640876448416824,COMPLETE,2025-11-21 23:46:29.768805,2025-11-21 23:46:48.778082,0 days 00:00:19.009277,"[896, 448, 224, 112]",[2],[3],silu,896,96,0.4,2e-05,minmax,4,decreasing,max,1e-05
30,0.15692307692307692,PRUNED,2025-11-21 23:46:48.780146,2025-11-21 23:46:50.435342,0 days 00:00:01.655196,[512],[],[],relu,512,96,0.4,1e-05,minmax,1,uniform,mean,0.0001
31,0.47715372524866756,COMPLETE,2025-11-21 23:46:50.437359,2025-11-21 23:47:05.897889,0 days 00:00:15.460530,"[768, 768, 768, 768]",[2],[3],silu,768,96,0.4,2e-05,minmax,4,uniform,mean,1e-05
32,0.35061728395061725,PRUNED,2025-11-21 23:47:05.900936,2025-11-21 23:47:07.303042,0 days 00:00:01.402106,"[768, 768, 768, 768]",[2],[2],silu,768,96,0.0,2e-05,minmax,4,uniform,mean,1e-05
33,0.21839080459770113,PRUNED,2025-11-21 23:47:07.304042,2025-11-21 23:47:09.860368,0 days 00:00:02.556326,"[768, 768, 768, 768, 768]",[3],[4],elu,768,96,0.1,2e-05,minmax,5,uniform,mean,1e-05
34,0.32742616033755273,PRUNED,2025-11-21 23:47:09.861369,2025-11-21 23:47:12.802063,0 days 00:00:02.940694,"[768, 384, 192, 96]",[2],[2],silu,768,32,0.4,2e-05,minmax,4,decreasing,mean,1e-05
35,0.21839080459770113,PRUNED,2025-11-21 23:47:12.802063,2025-11-21 23:47:16.928028,0 days 00:00:04.125965,"[256, 256, 256, 256, 256]",[3],[3],tanh,256,128,0.1,0.0001,minmax,5,uniform,mean,0.0001
36,0.21839080459770113,PRUNED,2025-11-21 23:47:16.929050,2025-11-21 23:47:20.968061,0 days 00:00:04.039011,"[896, 896, 896]",[1],[1],silu,896,96,0.3,5e-05,minmax,3,uniform,mean,1e-05
37,0.21839080459770113,PRUNED,2025-11-21 23:47:20.969308,2025-11-21 23:47:24.996135,0 days 00:00:04.026827,"[128, 128, 128, 128]",[2],[2],elu,128,96,0.2,0.0005,minmax,4,uniform,mean,0.0001
38,0.21839080459770113,PRUNED,2025-11-21 23:47:24.997139,2025-11-21 23:47:30.341390,0 days 00:00:05.344251,"[384, 192, 96]",[1],[2],silu,384,64,0.4,0.0005,minmax,3,decreasing,max,1e-06
39,0.3585927984760002,PRUNED,2025-11-21 23:47:30.342390,2025-11-21 23:47:33.326844,0 days 00:00:02.984454,"[64, 96, 192, 384, 768]",[3],[4],relu,768,32,0.4,0.001,minmax,5,increasing,mean,0.0001
40,0.21839080459770113,PRUNED,2025-11-21 23:47:33.328368,2025-11-21 23:47:34.508063,0 days 00:00:01.179695,"[256, 256]",[],[],silu,256,128,0.1,5e-05,minmax,2,uniform,mean,1e-05
41,0.5073754219761746,COMPLETE,2025-11-21 23:47:34.509321,2025-11-21 23:47:54.169304,0 days 00:00:19.659983,"[256, 256, 256, 256, 256]",[3],[3],leakyrelu,256,48,0.1,0.0005,minmax,5,uniform,mean,0.0001
42,0.48985401213907487,COMPLETE,2025-11-21 23:47:54.171314,2025-11-21 23:48:06.509555,0 days 00:00:12.338241,"[256, 256, 256, 256, 256]",[3],[3],leakyrelu,256,96,0.1,0.0005,minmax,5,uniform,mean,0.0001
43,0.46961749703236677,COMPLETE,2025-11-21 23:48:06.511592,2025-11-21 23:48:25.249063,0 days 00:00:18.737471,"[256, 256, 256, 256, 256]",[3],[3],leakyrelu,256,48,0.1,0.0005,minmax,5,uniform,mean,0.0001
44,0.4655961305969568,COMPLETE,2025-11-21 23:48:25.251227,2025-11-21 23:48:42.552156,0 days 00:00:17.300929,"[64, 64, 64, 128]",[2],[2],tanh,128,48,0.1,0.0005,minmax,4,increasing,mean,0.0001
45,0.4361496971548002,COMPLETE,2025-11-21 23:48:42.554156,2025-11-21 23:49:12.965936,0 days 00:00:30.411780,"[256, 256, 256, 256, 256]",[4],[4],leakyrelu,256,48,0.5,2e-05,minmax,5,uniform,max,1e-06
46,0.18238993710691823,PRUNED,2025-11-21 23:49:12.969116,2025-11-21 23:49:22.052273,0 days 00:00:09.083157,"[384, 384, 384, 384]",[2],[2],elu,384,64,0.2,0.001,minmax,4,uniform,mean,0.0001
47,0.2144927536231884,PRUNED,2025-11-21 23:49:22.053282,2025-11-21 23:49:25.606582,0 days 00:00:03.553300,"[512, 512, 512, 512]",[2],[3],gelu,512,48,0.4,0.0005,L2,4,uniform,mean,1e-05
48,0.47559897097839066,COMPLETE,2025-11-21 23:49:25.606582,2025-11-21 23:49:41.046381,0 days 00:00:15.439799,"[64, 128, 256, 512, 1024]",[3],[3],silu,1024,96,0.3,0.0001,minmax,5,increasing,mean,0.0
49,0.35668229760047454,COMPLETE,2025-11-21 23:49:41.047886,2025-11-21 23:50:15.863892,0 days 00:00:34.816006,"[256, 256, 256]",[1],[1],relu,256,32,0.1,2e-05,L2,3,uniform,max,0.0001
