id,timestamp,target_embedding,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,ln_block_end,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,norm,dropout,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
113,20251224_202422,GREW_concat.csv,Preset_22,TCN,42,768,"[512, 512, 512, 512]","[1, 2, 4, 8]",3,2,gelu,True,True,False,max,256,128,AdamW,,0.00012,5e-06,minmax,"[0.05, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12345,1.77797,0.47727,0.35072,"[0.51163, 0.0, 0.54054]",125,0.47058,1.79762,0.59091,0.56268,"[0.61111, 0.46154, 0.61538]",82,COMPLETED,12.538
114,20251224_202422,GREW_mean.csv,Preset_22,TCN,42,256,"[512, 512, 512, 512]","[1, 2, 4, 8]",3,2,gelu,True,True,False,max,256,128,AdamW,,0.00012,5e-06,minmax,"[0.05, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13012,1.57814,0.47727,0.46639,"[0.5, 0.42857, 0.47059]",122,0.20991,1.54204,0.52273,0.50251,"[0.5, 0.42857, 0.57895]",90,COMPLETED,10.702
115,20251224_202422,OUMVLP_concat.csv,Preset_22,TCN,42,1024,"[512, 512, 512, 512]","[1, 2, 4, 8]",3,2,gelu,True,True,False,max,256,128,AdamW,,0.00012,5e-06,minmax,"[0.05, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12314,2.29613,0.5,0.3602,"[0.48485, 0.0, 0.59574]",420,0.1567,1.91382,0.52273,0.4987,"[0.54054, 0.4, 0.55556]",347,COMPLETED,43.942
116,20251224_202422,OUMVLP_mean.csv,Preset_22,TCN,42,256,"[512, 512, 512, 512]","[1, 2, 4, 8]",3,2,gelu,True,True,False,max,256,128,AdamW,,0.00012,5e-06,minmax,"[0.05, 0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12457,2.38692,0.40909,0.28435,"[0.65306, 0.0, 0.2]",290,0.35753,1.88481,0.47727,0.43734,"[0.5, 0.28571, 0.52632]",201,COMPLETED,25.516

117,20251224_202422,GREW_concat.csv,Preset_23,TCN,42,768,"[256, 384, 512]","[1, 2, 4]",5,3,leakyrelu,True,True,False,attention,256,96,Adam,,0.00012,1e-05,L2,"[None, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11217,2.0226,0.45455,0.38924,"[0.53061, 0.25, 0.3871]",169,0.12522,2.21357,0.5,0.4264,"[0.60714, 0.46154, 0.21053]",163,COMPLETED,20.977
118,20251224_202422,GREW_mean.csv,Preset_23,TCN,42,256,"[256, 384, 512]","[1, 2, 4]",5,3,leakyrelu,True,True,False,attention,256,96,Adam,,0.00012,1e-05,L2,"[None, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11948,1.70184,0.59091,0.42758,"[0.65116, 0.0, 0.63158]",164,0.51051,1.09714,0.61364,0.5166,"[0.65116, 0.25, 0.64865]",141,COMPLETED,18.363
119,20251224_202422,OUMVLP_concat.csv,Preset_23,TCN,42,1024,"[256, 384, 512]","[1, 2, 4]",5,3,leakyrelu,True,True,False,attention,256,96,Adam,,0.00012,1e-05,L2,"[None, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10491,1.08765,0.47727,0.21538,"[0.64615, 0.0, 0.0]",123,1.10491,1.08765,0.47727,0.21538,"[0.64615, 0.0, 0.0]",123,STOPPED,16.042
120,20251224_202422,OUMVLP_mean.csv,Preset_23,TCN,42,256,"[256, 384, 512]","[1, 2, 4]",5,3,leakyrelu,True,True,False,attention,256,96,Adam,,0.00012,1e-05,L2,"[None, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.6407,1.86922,0.5,0.34412,"[0.60377, 0.0, 0.42857]",490,0.61525,1.55149,0.54545,0.39015,"[0.625, 0.0, 0.54545]",377,STOPPED,53.015

121,20251224_202422,GREW_concat.csv,Preset_24,TCN,42,768,[256],[1],7,2,hardswish,False,False,False,last,128,16,AdamW,,0.001,1e-06,L2,[0.3],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11417,1.57739,0.54545,0.46153,"[0.57778, 0.18182, 0.625]",18,0.30511,1.26965,0.56818,0.51612,"[0.62222, 0.36364, 0.5625]",9,COMPLETED,3.336
122,20251224_202422,GREW_mean.csv,Preset_24,TCN,42,256,[256],[1],7,2,hardswish,False,False,False,last,128,16,AdamW,,0.001,1e-06,L2,[0.3],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11113,1.73874,0.5,0.47273,"[0.53333, 0.4, 0.48485]",16,0.17818,1.63954,0.54545,0.50525,"[0.62222, 0.375, 0.51852]",11,COMPLETED,2.772
123,20251224_202422,OUMVLP_concat.csv,Preset_24,TCN,42,1024,[256],[1],7,2,hardswish,False,False,False,last,128,16,AdamW,,0.001,1e-06,L2,[0.3],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11596,1.75201,0.56818,0.42658,"[0.65116, 0.0, 0.62857]",92,0.11032,1.78343,0.56818,0.42658,"[0.65116, 0.0, 0.62857]",89,COMPLETED,17.129
124,20251224_202422,OUMVLP_mean.csv,Preset_24,TCN,42,256,[256],[1],7,2,hardswish,False,False,False,last,128,16,AdamW,,0.001,1e-06,L2,[0.3],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12921,2.07728,0.47727,0.35859,"[0.59091, 0.0, 0.48485]",77,0.55892,1.42117,0.5,0.45586,"[0.52632, 0.28571, 0.55556]",32,COMPLETED,13.018

125,20251224_202422,GREW_concat.csv,Preset_25,TCN,42,768,"[512, 512, 512]","[1, 3, 9]",5,2,gelu,True,True,False,max,512,96,AdamW,,0.00012,1e-05,minmax,"[None, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11993,1.57878,0.47727,0.44566,"[0.52174, 0.36364, 0.45161]",83,0.60977,1.5043,0.5,0.48841,"[0.56522, 0.5, 0.4]",45,COMPLETED,9.172
126,20251224_202422,GREW_mean.csv,Preset_25,TCN,42,256,"[512, 512, 512]","[1, 3, 9]",5,2,gelu,True,True,False,max,512,96,AdamW,,0.00012,1e-05,minmax,"[None, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11226,1.66526,0.54545,0.49196,"[0.61224, 0.36364, 0.5]",71,0.11226,1.66526,0.54545,0.49196,"[0.61224, 0.36364, 0.5]",71,COMPLETED,7.021
127,20251224_202422,OUMVLP_concat.csv,Preset_25,TCN,42,1024,"[512, 512, 512]","[1, 3, 9]",5,2,gelu,True,True,False,max,512,96,AdamW,,0.00012,1e-05,minmax,"[None, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13112,1.90621,0.43182,0.41371,"[0.52941, 0.16, 0.55172]",254,0.17428,2.26191,0.56818,0.50998,"[0.54545, 0.33333, 0.65116]",238,COMPLETED,29.641
128,20251224_202422,OUMVLP_mean.csv,Preset_25,TCN,42,256,"[512, 512, 512]","[1, 3, 9]",5,2,gelu,True,True,False,max,512,96,AdamW,,0.00012,1e-05,minmax,"[None, 0.05, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12689,2.07417,0.40909,0.30073,"[0.37838, 0.0, 0.52381]",203,0.28013,2.03174,0.59091,0.42125,"[0.69231, 0.0, 0.57143]",138,COMPLETED,19.855

129,20251224_202422,GREW_concat.csv,Preset_26,TCN,42,768,"[256, 384, 512, 512]","[1, 3, 5, 7]",3,2,leakyrelu,True,True,False,max,256,64,AdamW,,0.00015,1e-05,minmax,"[0.05, 0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12233,1.95092,0.43182,0.37222,"[0.5, 0.16667, 0.45]",183,0.62752,1.69576,0.52273,0.47261,"[0.57143, 0.23529, 0.61111]",122,COMPLETED,24.225
130,20251224_202422,GREW_mean.csv,Preset_26,TCN,42,256,"[256, 384, 512, 512]","[1, 3, 5, 7]",3,2,leakyrelu,True,True,False,max,256,64,AdamW,,0.00015,1e-05,minmax,"[0.05, 0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11548,2.04247,0.40909,0.38068,"[0.48649, 0.26667, 0.38889]",63,0.73815,1.23233,0.47727,0.47372,"[0.42424, 0.47059, 0.52632]",42,COMPLETED,7.487
131,20251224_202422,OUMVLP_concat.csv,Preset_26,TCN,42,1024,"[256, 384, 512, 512]","[1, 3, 5, 7]",3,2,leakyrelu,True,True,False,max,256,64,AdamW,,0.00015,1e-05,minmax,"[0.05, 0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10461,2.65865,0.38636,0.38778,"[0.43902, 0.4, 0.32432]",636,0.26343,2.6671,0.45455,0.44035,"[0.5, 0.4, 0.42105]",573,COMPLETED,88.177
132,20251224_202422,OUMVLP_mean.csv,Preset_26,TCN,42,256,"[256, 384, 512, 512]","[1, 3, 5, 7]",3,2,leakyrelu,True,True,False,max,256,64,AdamW,,0.00015,1e-05,minmax,"[0.05, 0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11917,1.92745,0.45455,0.38016,"[0.55319, 0.14286, 0.44444]",197,0.1874,1.86341,0.54545,0.45413,"[0.52941, 0.18182, 0.65116]",177,COMPLETED,24.241

133,20251224_202422,GREW_concat.csv,Preset_27,TCN,42,768,"[320, 448, 576]","[1, 3, 5]",3,3,gelu,True,False,False,attention,256,56,AdamW,,2e-05,1e-06,minmax,"[0.0, 0.1, 0.2]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13709,2.19194,0.45455,0.3325,"[0.47368, 0.0, 0.52381]",597,0.53089,2.11751,0.45455,0.40259,"[0.51429, 0.10526, 0.58824]",280,COMPLETED,88.902
134,20251224_202422,GREW_mean.csv,Preset_27,TCN,42,256,"[320, 448, 576]","[1, 3, 5]",3,3,gelu,True,False,False,attention,256,56,AdamW,,2e-05,1e-06,minmax,"[0.0, 0.1, 0.2]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12578,2.34745,0.47727,0.35038,"[0.52174, 0.0, 0.52941]",672,0.23341,2.3559,0.52273,0.38975,"[0.55814, 0.0, 0.61111]",524,COMPLETED,92.191
135,20251224_202422,OUMVLP_concat.csv,Preset_27,TCN,42,1024,"[320, 448, 576]","[1, 3, 5]",3,3,gelu,True,False,False,attention,256,56,AdamW,,2e-05,1e-06,minmax,"[0.0, 0.1, 0.2]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.12642,2.16724,0.43182,0.33147,"[0.52381, 0.0, 0.47059]",906,0.29232,2.23614,0.56818,0.43878,"[0.69565, 0.0, 0.62069]",697,COMPLETED,140.405
136,20251224_202422,OUMVLP_mean.csv,Preset_27,TCN,42,256,"[320, 448, 576]","[1, 3, 5]",3,3,gelu,True,False,False,attention,256,56,AdamW,,2e-05,1e-06,minmax,"[0.0, 0.1, 0.2]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13243,2.14772,0.43182,0.34523,"[0.54902, 0.16667, 0.32]",731,0.13334,2.4604,0.5,0.42791,"[0.52381, 0.15385, 0.60606]",730,COMPLETED,100.484

137,20251224_202422,GREW_concat.csv,Preset_28,TCN,42,768,"[256, 256]","[3, 6]",3,2,silu,True,True,False,attention,192,56,Adam,,5e-05,1e-05,minmax,"[0.0, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13004,3.52663,0.38636,0.28132,"[0.33333, 0.0, 0.51064]",245,0.73956,1.25079,0.45455,0.45034,"[0.4, 0.37037, 0.58065]",122,COMPLETED,22.221
138,20251224_202422,GREW_mean.csv,Preset_28,TCN,42,256,"[256, 256]","[3, 6]",3,2,silu,True,True,False,attention,192,56,Adam,,5e-05,1e-05,minmax,"[0.0, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13044,3.3039,0.40909,0.37666,"[0.53659, 0.28571, 0.30769]",343,0.5276,1.71026,0.47727,0.47419,"[0.48485, 0.46154, 0.47619]",183,COMPLETED,27.235
139,20251224_202422,OUMVLP_concat.csv,Preset_28,TCN,42,1024,"[256, 256]","[3, 6]",3,2,silu,True,True,False,attention,192,56,Adam,,5e-05,1e-05,minmax,"[0.0, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1324,2.74015,0.38636,0.33889,"[0.6, 0.08333, 0.33333]",608,0.64513,1.6903,0.5,0.4408,"[0.3871, 0.23529, 0.7]",192,COMPLETED,58.575
140,20251224_202422,OUMVLP_mean.csv,Preset_28,TCN,42,256,"[256, 256]","[3, 6]",3,2,silu,True,True,False,attention,192,56,Adam,,5e-05,1e-05,minmax,"[0.0, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.2564,2.26678,0.45455,0.42262,"[0.48649, 0.30769, 0.47368]",644,0.34365,2.28173,0.54545,0.49722,"[0.625, 0.4, 0.46667]",477,STOPPED,50.922

141,20251224_202422,GREW_concat.csv,Preset_29,TCN,42,768,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,False,max,320,96,AdamW,,0.0002,0.0,nan,"[None, 0.05, 0.1, 0.1, 0.15]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1102,1.63881,0.5,0.4614,"[0.51429, 0.33333, 0.53659]",54,0.1102,1.63881,0.5,0.4614,"[0.51429, 0.33333, 0.53659]",54,COMPLETED,6.293
142,20251224_202422,GREW_mean.csv,Preset_29,TCN,42,256,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,False,max,320,96,AdamW,,0.0002,0.0,nan,"[None, 0.05, 0.1, 0.1, 0.15]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11491,2.25431,0.40909,0.29667,"[0.51163, 0.0, 0.37838]",67,0.19472,3.20275,0.47727,0.43505,"[0.51429, 0.23529, 0.55556]",56,COMPLETED,6.498
143,20251224_202422,OUMVLP_concat.csv,Preset_29,TCN,42,1024,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,False,max,320,96,AdamW,,0.0002,0.0,nan,"[None, 0.05, 0.1, 0.1, 0.15]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11447,2.52893,0.34091,0.28973,"[0.25806, 0.16667, 0.44444]",261,0.64286,1.52519,0.56818,0.47635,"[0.62222, 0.18182, 0.625]",182,COMPLETED,30.012
144,20251224_202422,OUMVLP_mean.csv,Preset_29,TCN,42,256,"[128, 160, 192, 224, 256]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,False,max,320,96,AdamW,,0.0002,0.0,nan,"[None, 0.05, 0.1, 0.1, 0.15]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13132,2.51636,0.40909,0.3017,"[0.4186, 0.0, 0.48649]",286,0.18184,2.43298,0.5,0.42719,"[0.45, 0.2, 0.63158]",204,COMPLETED,27.692

145,20251224_202422,GREW_concat.csv,Preset_30,TCN,42,768,"[160, 192]","[1, 2]",7,1,gelu,False,True,False,max,,96,AdamW,,0.0001,5e-05,L2,"[0.2, 0.3]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13268,1.29346,0.5,0.46667,"[0.6, 0.3, 0.5]",353,0.18465,1.19163,0.56818,0.50256,"[0.66667, 0.30769, 0.53333]",297,COMPLETED,20.374
146,20251224_202422,GREW_mean.csv,Preset_30,TCN,42,256,"[160, 192]","[1, 2]",7,1,gelu,False,True,False,max,,96,AdamW,,0.0001,5e-05,L2,"[0.2, 0.3]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1398,1.50528,0.54545,0.51515,"[0.6, 0.4, 0.54545]",373,0.41985,1.2012,0.56818,0.53524,"[0.61111, 0.4, 0.59459]",191,COMPLETED,17.382
147,20251224_202422,OUMVLP_concat.csv,Preset_30,TCN,42,1024,"[160, 192]","[1, 2]",7,1,gelu,False,True,False,max,,96,AdamW,,0.0001,5e-05,L2,"[0.2, 0.3]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13716,1.48052,0.45455,0.38958,"[0.46154, 0.16667, 0.54054]",744,0.21512,1.4296,0.5,0.45489,"[0.5, 0.28571, 0.57895]",573,COMPLETED,47.255
148,20251224_202422,OUMVLP_mean.csv,Preset_30,TCN,42,256,"[160, 192]","[1, 2]",7,1,gelu,False,True,False,max,,96,AdamW,,0.0001,5e-05,L2,"[0.2, 0.3]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13631,1.4914,0.47727,0.39005,"[0.5641, 0.0, 0.60606]",1037,0.63753,1.22356,0.47727,0.45794,"[0.57895, 0.33333, 0.46154]",445,COMPLETED,47.562

149,20251224_202422,GREW_concat.csv,Preset_31,TCN,42,768,[64],[1],3,2,leakyrelu,True,False,False,last,,96,RMSprop,,0.0005,2e-06,L2,[0.0],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13677,1.9179,0.45455,0.46193,"[0.46154, 0.5, 0.42424]",173,0.34228,1.26897,0.59091,0.58655,"[0.6, 0.57143, 0.58824]",80,COMPLETED,9.786
150,20251224_202422,GREW_mean.csv,Preset_31,TCN,42,256,[64],[1],3,2,leakyrelu,True,False,False,last,,96,RMSprop,,0.0005,2e-06,L2,[0.0],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13049,2.34367,0.36364,0.33781,"[0.4186, 0.25, 0.34483]",182,0.3653,1.42774,0.52273,0.53313,"[0.52632, 0.58824, 0.48485]",84,COMPLETED,8.072
151,20251224_202422,OUMVLP_concat.csv,Preset_31,TCN,42,1024,[64],[1],3,2,leakyrelu,True,False,False,last,,96,RMSprop,,0.0005,2e-06,L2,[0.0],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11308,1.92283,0.47727,0.35793,"[0.61224, 0.0, 0.46154]",1195,0.14823,1.55429,0.63636,0.46222,"[0.72, 0.0, 0.66667]",1158,COMPLETED,73.374
152,20251224_202422,OUMVLP_mean.csv,Preset_31,TCN,42,256,[64],[1],3,2,leakyrelu,True,False,False,last,,96,RMSprop,,0.0005,2e-06,L2,[0.0],[0.68794326 2.1920904  0.91725768],0.02,1.0,0.73349,1.34515,0.43182,0.31938,"[0.4, 0.0, 0.55814]",331,0.71948,1.34515,0.43182,0.31938,"[0.4, 0.0, 0.55814]",231,STOPPED,14.066

153,20251224_202422,GREW_concat.csv,Preset_32,TCN,42,768,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,False,attention,256,96,Adam,,0.0001,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10324,2.81263,0.36364,0.2582,"[0.28571, 0.0, 0.48889]",158,0.54447,1.77848,0.40909,0.37831,"[0.5, 0.19048, 0.44444]",115,COMPLETED,20.125
154,20251224_202422,GREW_mean.csv,Preset_32,TCN,42,256,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,False,attention,256,96,Adam,,0.0001,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10673,1.92508,0.54545,0.39583,"[0.625, 0.0, 0.5625]",118,0.30197,1.54645,0.52273,0.43834,"[0.47059, 0.22222, 0.62222]",103,COMPLETED,13.463
155,20251224_202422,OUMVLP_concat.csv,Preset_32,TCN,42,1024,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,False,attention,256,96,Adam,,0.0001,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10595,2.72896,0.34091,0.25605,"[0.46512, 0.0, 0.30303]",631,0.55341,1.74541,0.56818,0.39767,"[0.65455, 0.0, 0.53846]",411,COMPLETED,83.203
156,20251224_202422,OUMVLP_mean.csv,Preset_32,TCN,42,256,"[512, 640, 768]","[2, 4, 8]",3,2,mish,True,False,False,attention,256,96,Adam,,0.0001,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10715,2.21904,0.38636,0.28873,"[0.37838, 0.0, 0.4878]",506,0.22035,1.8072,0.59091,0.42022,"[0.68, 0.0, 0.58065]",474,COMPLETED,57.86

157,20251224_202422,GREW_concat.csv,Preset_33,TCN,42,768,"[256, 384, 512, 640]","[1, 2, 4, 8]",3,2,gelu,True,True,False,mean,256,96,Adam,,0.00012,1e-05,L2,"[0.05, 0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10397,1.65681,0.54545,0.44176,"[0.64151, 0.22222, 0.46154]",185,0.1026,1.68155,0.54545,0.5039,"[0.61538, 0.46154, 0.43478]",183,COMPLETED,21.119
158,20251224_202422,GREW_mean.csv,Preset_33,TCN,42,256,"[256, 384, 512, 640]","[1, 2, 4, 8]",3,2,gelu,True,True,False,mean,256,96,Adam,,0.00012,1e-05,L2,"[0.05, 0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11575,2.01086,0.43182,0.37476,"[0.51064, 0.25, 0.36364]",192,0.15076,1.71189,0.52273,0.43295,"[0.625, 0.22222, 0.45161]",175,COMPLETED,19.433
159,20251224_202422,OUMVLP_concat.csv,Preset_33,TCN,42,1024,"[256, 384, 512, 640]","[1, 2, 4, 8]",3,2,gelu,True,True,False,mean,256,96,Adam,,0.00012,1e-05,L2,"[0.05, 0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10471,1.0943,0.36364,0.17778,"[0.0, 0.0, 0.53333]",220,1.10471,1.0943,0.36364,0.17778,"[0.0, 0.0, 0.53333]",220,STOPPED,26.508
160,20251224_202422,OUMVLP_mean.csv,Preset_33,TCN,42,256,"[256, 384, 512, 640]","[1, 2, 4, 8]",3,2,gelu,True,True,False,mean,256,96,Adam,,0.00012,1e-05,L2,"[0.05, 0.05, 0.05, 0.05]",[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10467,1.09166,0.47727,0.21538,"[0.64615, 0.0, 0.0]",111,1.10467,1.09166,0.47727,0.21538,"[0.64615, 0.0, 0.0]",111,STOPPED,11.193

161,20251224_202422,GREW_concat.csv,Preset_34,TCN,42,768,"[512, 640, 640]","[1, 2, 4]",7,2,gelu,True,True,False,attention,256,64,Adam,,8e-05,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10227,2.06324,0.43182,0.4019,"[0.52, 0.4, 0.28571]",99,0.10318,1.86709,0.52273,0.46049,"[0.61224, 0.30769, 0.46154]",95,COMPLETED,20.161
162,20251224_202422,GREW_mean.csv,Preset_34,TCN,42,256,"[512, 640, 640]","[1, 2, 4]",7,2,gelu,True,True,False,attention,256,64,Adam,,8e-05,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1045,2.35058,0.40909,0.29192,"[0.32258, 0.0, 0.55319]",64,0.70051,1.1821,0.47727,0.4544,"[0.53659, 0.375, 0.45161]",38,COMPLETED,12.017
163,20251224_202422,OUMVLP_concat.csv,Preset_34,TCN,42,1024,"[512, 640, 640]","[1, 2, 4]",7,2,gelu,True,True,False,attention,256,64,Adam,,8e-05,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11331,2.75569,0.38636,0.29872,"[0.45714, 0.0, 0.43902]",352,0.73251,1.3579,0.52273,0.39213,"[0.59574, 0.0, 0.58065]",183,COMPLETED,72.491
164,20251224_202422,OUMVLP_mean.csv,Preset_34,TCN,42,256,"[512, 640, 640]","[1, 2, 4]",7,2,gelu,True,True,False,attention,256,64,Adam,,8e-05,1e-05,L2,"[0.05, 0.1, 0.1]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.1122,1.92852,0.47727,0.3543,"[0.53659, 0.0, 0.52632]",165,0.21084,1.88907,0.5,0.42509,"[0.55, 0.15385, 0.57143]",157,COMPLETED,30.943

165,20251224_202422,GREW_concat.csv,Preset_35,TCN,42,768,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,False,max,256,16,RMSprop,,1e-05,5e-07,L2,"[0.0, 0.1, 0.1, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13183,1.36864,0.47727,0.39507,"[0.57143, 0.2, 0.41379]",220,0.26453,1.19646,0.54545,0.46758,"[0.55814, 0.25, 0.59459]",180,COMPLETED,56.659
166,20251224_202422,GREW_mean.csv,Preset_35,TCN,42,256,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,False,max,256,16,RMSprop,,1e-05,5e-07,L2,"[0.0, 0.1, 0.1, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13287,1.54947,0.40909,0.32308,"[0.53846, 0.2, 0.23077]",228,0.14355,1.4462,0.5,0.47977,"[0.57778, 0.46154, 0.4]",221,COMPLETED,55.843
167,20251224_202422,OUMVLP_concat.csv,Preset_35,TCN,42,1024,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,False,max,256,16,RMSprop,,1e-05,5e-07,L2,"[0.0, 0.1, 0.1, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13763,1.48642,0.45455,0.31954,"[0.58824, 0.0, 0.37037]",433,0.427,1.26632,0.47727,0.43415,"[0.5641, 0.22222, 0.51613]",316,COMPLETED,113.783
168,20251224_202422,OUMVLP_mean.csv,Preset_35,TCN,42,256,"[384, 256, 192, 128]","[2, 4, 8, 16]",3,1,elu,False,False,False,max,256,16,RMSprop,,1e-05,5e-07,L2,"[0.0, 0.1, 0.1, 0.0]",[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13437,1.481,0.52273,0.38674,"[0.60465, 0.0, 0.55556]",525,0.23659,1.37413,0.5,0.42342,"[0.55814, 0.16667, 0.54545]",437,COMPLETED,128.434
