id,timestamp,target_embedding,source_params,model,seed,input_dim,channels,dilations,kernel_size,convs_per_block,activation,use_weight_norm,wn_on_skip,dropout,ln_block_end,pooling,fc_hidden,batch_size,optimizer,momentum_sgd,lr,weight_decay,norm,label_smoothing,clip_grad_norm,class_weights,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training,duration_sec
270,20251012_183155,gaitset_GREW.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13954,0.54545,458,0.40489,0.52339,204,0.14004,STOPPED,196.912
271,20251012_183155,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14733,0.56818,574,0.53241,0.65312,482,0.14058,STOPPED,235.157
272,20251012_183155,gln_phase1.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14038,0.56818,333,0.47156,0.53323,43,0.17224,STOPPED,173.601
273,20251012_183155,gln_phase2.csv,Best_configs,TCN,42,256,"[256, 256, 384, 384]","[1, 2, 2, 4]",7,3,gelu,True,True,"[0.1, 0.1, 0.2, 0.2]","[True, True, True, True]",last,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13968,0.43182,373,0.38565,0.49056,102,0.14874,STOPPED,194.755

287,20251013_002802,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14048,0.45455,272,0.32741,0.44531,161,0.14128,STOPPED,63.954
288,20251013_002802,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14012,0.45455,291,0.33271,0.59931,84,0.18299,STOPPED,68.549
289,20251013_002802,gaitgl.csv,Best_configs,TCN,42,128,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13999,0.45455,200,0.31634,0.41597,45,0.22734,STOPPED,71.622
290,20251013_002802,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13983,0.5,185,0.362,0.50774,77,0.1417,STOPPED,68.18
291,20251013_002802,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13994,0.40909,233,0.35948,0.41902,105,0.14181,STOPPED,85.78
292,20251013_002802,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1398,0.52273,350,0.37879,0.46667,198,0.14175,STOPPED,128.992
293,20251013_002802,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15387,0.45455,180,0.41488,0.53612,89,0.16292,STOPPED,32.23
294,20251013_002802,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14544,0.59091,456,0.45029,0.57778,194,0.21341,STOPPED,81.651
295,20251013_002802,gaitset.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14017,0.38636,219,0.27774,0.34377,92,0.14369,STOPPED,79.799
296,20251013_002802,gaitset_GREW.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14125,0.5,217,0.36149,0.36149,217,0.14125,STOPPED,79.709
297,20251013_002802,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14362,0.5,441,0.3626,0.55749,383,0.14207,STOPPED,159.921
298,20251013_002802,gln_phase1.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13983,0.52273,241,0.35669,0.4772,129,0.14116,STOPPED,117.177
299,20251013_002802,gln_phase2.csv,Best_configs,TCN,42,256,"[224, 288, 352, 416, 480]","[1, 2, 4, 8, 16]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.1, 0.2]","[True, True, True, True, True]",mean,192.0,128,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14064,0.52273,261,0.43795,0.55556,140,0.14119,STOPPED,127.512

300,20251013_002802,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14167,0.59091,164,0.52339,0.57071,100,0.1423,STOPPED,64.26
301,20251013_002802,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14191,0.47727,271,0.40414,0.47963,66,0.17486,STOPPED,105.188
302,20251013_002802,gaitgl.csv,Best_configs,TCN,42,128,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14265,0.47727,102,0.40789,0.53652,56,0.14149,STOPPED,58.324
303,20251013_002802,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14412,0.38636,184,0.2963,0.41583,65,0.14246,STOPPED,106.606
304,20251013_002802,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14401,0.40909,170,0.35413,0.44198,56,0.14913,STOPPED,98.602
305,20251013_002802,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14092,0.5,193,0.45466,0.55272,76,0.14703,STOPPED,111.859
306,20251013_002802,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14234,0.45455,252,0.40053,0.46746,244,0.14675,STOPPED,57.176
307,20251013_002802,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14187,0.59091,371,0.51738,0.54569,369,0.1415,STOPPED,84.299
308,20251013_002802,gaitset.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14704,0.47727,206,0.32099,0.40759,97,0.14548,STOPPED,118.054
309,20251013_002802,gaitset_GREW.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14116,0.47727,262,0.37475,0.47933,49,0.17082,STOPPED,150.37
310,20251013_002802,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14189,0.36364,351,0.29104,0.43099,217,0.15523,STOPPED,201.349
311,20251013_002802,gln_phase1.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1421,0.54545,134,0.44415,0.52799,57,0.14537,STOPPED,111.414
312,20251013_002802,gln_phase2.csv,Best_configs,TCN,42,256,"[448, 576]","[1, 4]",11,3,leakyrelu,True,True,"[0.2, 0.2]","[True, True]",max,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14661,0.52273,119,0.49044,0.52594,100,0.14404,STOPPED,111.825

326,20251013_002802,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13962,0.59091,177,0.48677,0.58742,35,0.15932,STOPPED,37.709
327,20251013_002802,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13985,0.59091,162,0.5348,0.55545,99,0.14164,STOPPED,34.513
328,20251013_002802,gaitgl.csv,Best_configs,TCN,42,128,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14077,0.5,122,0.34799,0.47949,23,0.16685,STOPPED,40.289
329,20251013_002802,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13995,0.61364,106,0.51111,0.52854,59,0.13967,STOPPED,36.217
330,20251013_002802,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1398,0.38636,138,0.28114,0.39607,39,0.17715,STOPPED,46.908
331,20251013_002802,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13953,0.40909,198,0.34845,0.47436,59,0.15739,STOPPED,67.42
332,20251013_002802,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1445,0.5,161,0.46296,0.55309,99,0.1443,STOPPED,25.174
333,20251013_002802,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14034,0.47727,315,0.35644,0.46407,217,0.25182,STOPPED,49.668
334,20251013_002802,gaitset.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13975,0.38636,192,0.25356,0.47658,43,0.21877,STOPPED,64.564
335,20251013_002802,gaitset_GREW.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13964,0.45455,199,0.35724,0.42751,168,0.14024,STOPPED,67.125
336,20251013_002802,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13995,0.56818,320,0.46486,0.51952,175,0.23548,STOPPED,107.876
337,20251013_002802,gln_phase1.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13987,0.40909,187,0.30657,0.54723,41,0.26054,STOPPED,83.629
338,20251013_002802,gln_phase2.csv,Best_configs,TCN,42,256,"[192, 256, 320, 384]","[1, 2, 4, 8]",7,2,gelu,True,True,"[None, 0.1, 0.1, 0.2]","[True, True, True, True]",attention,256.0,96,AdamW,,0.0002,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14025,0.59091,180,0.51836,0.55758,44,0.18311,STOPPED,80.645

339,20251013_002802,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13993,0.61364,202,0.51599,0.53251,68,0.15985,STOPPED,28.913
340,20251013_002802,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14005,0.47727,247,0.36252,0.59474,65,0.33131,STOPPED,35.336
341,20251013_002802,gaitgl.csv,Best_configs,TCN,42,128,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14085,0.43182,155,0.38001,0.45833,35,0.16061,STOPPED,31.959
342,20251013_002802,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13972,0.47727,149,0.35302,0.47591,26,0.16207,STOPPED,32.424
343,20251013_002802,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13981,0.47727,185,0.41128,0.46218,108,0.14072,STOPPED,40.284
344,20251013_002802,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14046,0.52273,262,0.42608,0.49495,78,0.1491,STOPPED,57.044
345,20251013_002802,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14705,0.5,179,0.4337,0.47078,132,0.14337,STOPPED,18.958
346,20251013_002802,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13993,0.47727,428,0.40922,0.50877,348,0.14115,STOPPED,45.632
347,20251013_002802,gaitset.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14022,0.34091,189,0.29468,0.32017,36,0.28406,STOPPED,39.532
348,20251013_002802,gaitset_GREW.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14016,0.54545,222,0.45128,0.53019,99,0.14505,STOPPED,46.857
349,20251013_002802,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14088,0.36364,358,0.22617,0.3573,140,0.28951,STOPPED,75.197
350,20251013_002802,gln_phase1.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13982,0.43182,251,0.37115,0.46823,70,0.15346,STOPPED,71.882
351,20251013_002802,gln_phase2.csv,Best_configs,TCN,42,256,"[224, 224, 224]","[1, 3, 9]",9,2,silu,True,True,"[0.1, 0.1, 0.2]","[True, True, True]",attention,256.0,96,AdamW,,0.0003,5e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14805,0.54545,182,0.41477,0.46265,85,0.15013,STOPPED,52.265

352,20251013_002802,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14049,0.56818,253,0.50557,0.57673,120,0.14413,STOPPED,66.352
353,20251013_002802,baseline_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14185,0.45455,257,0.38889,0.52373,58,0.32458,STOPPED,67.234
354,20251013_002802,gaitgl.csv,Best_configs,TCN,42,128,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14067,0.5,171,0.42414,0.52638,77,0.1422,STOPPED,78.29
355,20251013_002802,gaitgl_GREW.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14053,0.47727,223,0.40091,0.51795,82,0.14179,STOPPED,104.614
356,20251013_002802,gaitgl_GREW_BNNeck.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14235,0.40909,148,0.35218,0.44571,54,0.22347,STOPPED,69.481
357,20251013_002802,gaitgl_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14197,0.59091,229,0.43175,0.51297,143,0.14361,STOPPED,107.56
358,20251013_002802,gaitpart_GREW.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14,0.5,360,0.48704,0.63727,85,0.20394,STOPPED,56.79
359,20251013_002802,gaitpart_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14072,0.5,515,0.41953,0.56794,426,0.14174,STOPPED,81.589
360,20251013_002802,gaitset.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14322,0.43182,242,0.30556,0.39732,48,0.19798,STOPPED,110.751
361,20251013_002802,gaitset_GREW.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14193,0.61364,371,0.5101,0.52799,154,0.14299,STOPPED,169.836
362,20251013_002802,gaitset_OUMVLP.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14718,0.29545,551,0.29683,0.64296,481,0.14013,STOPPED,252.05
363,20251013_002802,gln_phase1.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14311,0.5,268,0.35913,0.51198,77,0.15037,STOPPED,137.198
364,20251013_002802,gln_phase2.csv,Best_configs,TCN,42,256,"[256, 256, 256, 256]","[1, 2, 4, 8]",9,3,gelu,True,True,"[0.1, 0.1, 0.1, 0.1]","[True, True, True, True]",max,128.0,128,AdamW,,0.0002,0.0001,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14181,0.54545,274,0.4016,0.50359,248,0.14269,STOPPED,140.543

365,20251013_002802,baseline_CASIAB.csv,Best_configs,TCN,42,256,"[160, 192, 224, 256, 320, 384]","[1, 2, 4, 8, 16, 32]",5,2,gelu,True,True,"[None, 0.1, 0.1, 0.2, 0.2, 0.2]","[True, True, True, True, True, True]",attention,256.0,96,AdamW,,0.0001,1e-05,L2,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.13985,0.47727,170,0.35383,0.52137,49,0.16818,STOPPED,37.128
