number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_bn_layer,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_pca_frac,params_pooling,params_wd,state
10,0.343,2025-07-07 19:14:21.511818,2025-07-07 19:14:51.494454,0 days 00:00:29.982636,relu,128,32,3,3,0.2,0.001,3,minmax,0.95,mean,0.0,COMPLETE
11,0.3446,2025-07-07 19:14:51.496454,2025-07-07 19:15:22.240869,0 days 00:00:30.744415,gelu,128,32,2,2,0.5,0.001,3,L2,0.7,max,0.0001,COMPLETE
12,0.3229,2025-07-07 19:15:22.242868,2025-07-07 19:15:40.888244,0 days 00:00:18.645376,leakyrelu,128,64,3,3,0.5,0.001,3,L2,0.7,max,0.0001,COMPLETE
13,0.363,2025-07-07 19:15:40.889244,2025-07-07 19:16:05.246982,0 days 00:00:24.357738,selu,128,32,1,0,0.4,0.001,1,L2,0.8,max,0.0,COMPLETE
14,0.3648,2025-07-07 19:16:05.254558,2025-07-07 19:16:29.336301,0 days 00:00:24.081743,selu,128,32,1,0,0.4,0.001,1,L2,0.8,mean,0.0,COMPLETE
15,0.3403,2025-07-07 19:16:29.338303,2025-07-07 19:16:53.729848,0 days 00:00:24.391545,selu,128,32,1,0,0.4,0.001,1,L2,0.8,mean,0.0,COMPLETE
16,0.3331,2025-07-07 19:16:53.730848,2025-07-07 19:17:17.761838,0 days 00:00:24.030990,selu,128,32,1,0,0.1,0.001,1,L2,0.8,mean,0.0,COMPLETE
17,0.3972,2025-07-07 19:17:17.762838,2025-07-07 19:17:31.793486,0 days 00:00:14.030648,gelu,128,64,1,0,0.4,0.001,1,L2,0.95,mean,0.0,COMPLETE
18,0.3568,2025-07-07 19:17:31.794485,2025-07-07 19:17:45.704921,0 days 00:00:13.910436,gelu,256,64,1,0,0.4,0.001,1,minmax,0.95,mean,0.0,COMPLETE
19,0.3678,2025-07-07 19:17:45.704921,2025-07-07 19:18:00.957292,0 days 00:00:15.252371,gelu,512,64,2,0,0.1,0.001,2,L2,0.95,mean,0.0,COMPLETE
20,0.3527,2025-07-07 19:18:00.958291,2025-07-07 19:18:14.834428,0 days 00:00:13.876137,relu,128,64,1,0,0.2,0.0001,1,L2,0.95,mean,0.0,COMPLETE
21,0.3959,2025-07-07 19:18:14.840934,2025-07-07 19:18:30.121173,0 days 00:00:15.280239,gelu,512,64,2,0,0.1,0.001,2,L2,0.95,mean,0.0,COMPLETE
22,0.3508,2025-07-07 19:18:30.121173,2025-07-07 19:18:44.979166,0 days 00:00:14.857993,gelu,512,64,1,0,0.1,0.001,2,L2,0.95,mean,0.0,COMPLETE
23,0.4026,2025-07-07 19:18:44.980166,2025-07-07 19:19:00.687939,0 days 00:00:15.707773,gelu,512,64,2,1,0.1,0.001,2,L2,0.95,mean,0.0,COMPLETE
24,0.372,2025-07-07 19:19:00.694779,2025-07-07 19:19:17.822221,0 days 00:00:17.127442,gelu,512,64,2,2,0.1,0.001,3,L2,0.95,mean,0.0,COMPLETE
25,0.3726,2025-07-07 19:19:17.822221,2025-07-07 19:19:33.071857,0 days 00:00:15.249636,gelu,512,64,2,0,0.1,0.001,2,L2,0.95,mean,0.0,COMPLETE
26,0.3617,2025-07-07 19:19:33.072193,2025-07-07 19:19:48.423272,0 days 00:00:15.351079,gelu,512,64,2,1,0.1,0.001,2,minmax,0.95,mean,0.0,COMPLETE
27,0.361,2025-07-07 19:19:48.423272,2025-07-07 19:20:05.117360,0 days 00:00:16.694088,gelu,512,64,3,0,0.1,0.001,3,L2,0.95,mean,0.0,COMPLETE
28,0.3654,2025-07-07 19:20:05.119359,2025-07-07 19:20:20.604467,0 days 00:00:15.485108,gelu,512,64,2,0,0.4,0.001,2,L2,0.95,mean,0.0001,COMPLETE
29,0.3657,2025-07-07 19:20:20.606468,2025-07-07 19:20:38.314407,0 days 00:00:17.707939,elu,512,64,3,1,0.3,0.0001,3,minmax,0.95,mean,1e-06,COMPLETE
