id,timestamp,target_embedding,top_variant,source_params,model,seed,model_dims,num_heads,num_layers,dim_feedforward,dropout,activation,norm_type,pos_encoding,pooling,use_cls_token,lr,weight_decay,batch_size,optimizer,momentum_sgd,norm,input_dim,max_seq_len,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
48,20260112_025313,gaitset_GREW_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,44,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10655,1.08159,0.47727,0.21538,"[0.64615, 0.0, 0.0]",356,1.10655,1.08159,0.47727,0.21538,"[0.64615, 0.0, 0.0]",356,STOPPED,93.912
49,20260112_025313,gaitset_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,44,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.17782,2.44489,0.47727,0.40436,"[0.58537, 0.14286, 0.48485]",1556,0.54026,1.69079,0.61364,0.52778,"[0.75, 0.33333, 0.5]",917,STOPPED,410.487
50,20260112_025313,gaitset_OUMVLP_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,44,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10504,1.09666,0.47727,0.21538,"[0.64615, 0.0, 0.0]",232,1.10504,1.09666,0.47727,0.21538,"[0.64615, 0.0, 0.0]",232,STOPPED,61.282
51,20260112_025313,gln_phase1_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,66,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10485,1.10061,0.36364,0.17778,"[0.0, 0.0, 0.53333]",194,1.10485,1.10061,0.36364,0.17778,"[0.0, 0.0, 0.53333]",194,STOPPED,64.281
52,20260112_025313,gln_phase2_LOW70.csv,70%,Preset_6,Transformer,42,"[384, 512, 768]",8,3,896,0.2,mish,postnorm,learned,mean,False,7e-05,1e-06,40,AdamW,,minmax,256,66,[0.68794326 2.1920904  0.91725768],0.02,1.0,1.10462,1.10602,0.15909,0.0915,"[0.0, 0.27451, 0.0]",208,1.10462,1.10602,0.15909,0.0915,"[0.0, 0.27451, 0.0]",208,STOPPED,68.89

53,20260112_025313,baseline_CASIAB_LOW70.csv,70%,Preset_16,Transformer,42,[512],16,1,2048,0.1,silu,prenorm,learned,cls,True,0.0004,1e-06,64,AdamW,,L2,256,22,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.14386,2.37538,0.36364,0.28385,"[0.38095, 0.0, 0.47059]",566,0.2053,2.23922,0.54545,0.46103,"[0.59574, 0.16667, 0.62069]",469,COMPLETED,52.145
54,20260112_025313,baseline_OUMVLP_LOW70.csv,70%,Preset_16,Transformer,42,[512],16,1,2048,0.1,silu,prenorm,learned,cls,True,0.0004,1e-06,64,AdamW,,L2,256,22,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.14728,2.18703,0.45455,0.34392,"[0.47619, 0.0, 0.55556]",542,0.25666,2.38074,0.52273,0.51852,"[0.5, 0.5, 0.55556]",430,COMPLETED,50.222
55,20260112_025313,gaitgl_GREW_BNNeck_LOW70.csv,70%,Preset_16,Transformer,42,[512],16,1,2048,0.1,silu,prenorm,learned,cls,True,0.0004,1e-06,64,AdamW,,L2,256,45,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.14457,3.09766,0.27273,0.19313,"[0.42553, 0.0, 0.15385]",460,0.18417,3.00778,0.43182,0.42461,"[0.53659, 0.47059, 0.26667]",369,COMPLETED,53.711
56,20260112_025313,gaitgl_GREW_LOW70.csv,70%,Preset_16,Transformer,42,[512],16,1,2048,0.1,silu,prenorm,learned,cls,True,0.0004,1e-06,64,AdamW,,L2,256,45,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.14859,2.94064,0.38636,0.27042,"[0.55319, 0.0, 0.25806]",206,0.53676,2.14723,0.40909,0.37896,"[0.44444, 0.23529, 0.45714]",137,COMPLETED,24.111
57,20260112_025313,gaitgl_LOW70.csv,70%,Preset_16,Transformer,42,[512],16,1,2048,0.1,silu,prenorm,learned,cls,True,0.0004,1e-06,64,AdamW,,L2,128,45,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.14626,2.0421,0.54545,0.3472,"[0.67797, 0.0, 0.36364]",431,0.16696,2.27719,0.47727,0.42019,"[0.59574, 0.30769, 0.35714]",322,COMPLETED,47.667
58,20260112_025313,gaitgl_OUMVLP_LOW70.csv,70%,Preset_16,Transformer,42,[512],16,1,2048,0.1,silu,prenorm,learned,cls,True,0.0004,1e-06,64,AdamW,,L2,256,45,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13165,2.43219,0.45455,0.42063,"[0.47619, 0.28571, 0.5]",455,0.52828,1.3389,0.56818,0.51044,"[0.57895, 0.28571, 0.66667]",261,COMPLETED,53.183
