number,value,state,datetime_start,datetime_complete,duration,hidden_layers,norm_layers,dropout_layers,activation,base_dim,batch_size,dropout,lr,momentum_sgd,norm,num_layers,optimizer,pattern,pca_frac,pooling,use_pca,weight_decay
18,0.21839080459770113,PRUNED,2025-11-27 03:28:41.580326,2025-11-27 03:28:43.017473,0 days 00:00:01.437147,"[1024, 512, 256, 128, 64]",[1],"[2, 3, 4]",relu,1024,96,0.5,2e-05,,minmax,5,Adam,decreasing,0.9,mean,True,1e-05
19,0.2839151920930974,PRUNED,2025-11-27 03:28:43.018472,2025-11-27 03:28:46.497704,0 days 00:00:03.479232,"[512, 256, 128]",[2],[],leakyrelu,512,16,,5e-05,,L2,3,RMSprop,decreasing,,max,False,0.0
20,0.19101744415502409,PRUNED,2025-11-27 03:28:46.498704,2025-11-27 03:28:51.306842,0 days 00:00:04.808138,"[96, 192]",[1],[],gelu,192,32,,0.0002,,L2,2,RMSprop,increasing,,max,False,0.0001
21,0.1761006289308176,PRUNED,2025-11-27 03:28:51.308347,2025-11-27 03:28:53.513136,0 days 00:00:02.204789,"[128, 64, 64]",[2],[1],gelu,128,96,0.3,0.001,,L2,3,RMSprop,decreasing,0.9,max,True,1e-07
22,0.21637426900584797,PRUNED,2025-11-27 03:28:53.514142,2025-11-27 03:28:59.620855,0 days 00:00:06.106713,"[128, 64, 64]",[2],[1],gelu,128,96,0.1,0.001,,L2,3,RMSprop,decreasing,0.9,max,True,1e-07
23,0.21052631578947367,PRUNED,2025-11-27 03:28:59.621860,2025-11-27 03:29:02.119777,0 days 00:00:02.497917,"[384, 192, 96, 64]","[2, 3]",[1],gelu,384,96,0.4,0.001,,L2,4,RMSprop,decreasing,0.7,max,True,1e-07
24,0.30815569972196477,PRUNED,2025-11-27 03:29:02.119777,2025-11-27 03:29:03.082381,0 days 00:00:00.962604,"[128, 64]",[],[1],tanh,128,96,0.3,0.001,,L2,2,RMSprop,decreasing,0.6,max,True,1e-07
25,0.21839080459770113,PRUNED,2025-11-27 03:29:03.083397,2025-11-27 03:29:04.777702,0 days 00:00:01.694305,"[768, 384, 192]",[2],[1],silu,768,128,0.3,5e-05,,L2,3,RMSprop,decreasing,0.9,max,True,1e-06
26,0.21839080459770113,PRUNED,2025-11-27 03:29:04.778702,2025-11-27 03:29:06.919130,0 days 00:00:02.140428,"[64, 80, 160, 320, 640]","[1, 2, 3]","[1, 3]",elu,640,48,0.5,2e-05,,minmax,5,AdamW,increasing,0.5,mean,True,1e-07
27,0.3512805001008268,PRUNED,2025-11-27 03:29:06.920135,2025-11-27 03:29:08.620729,0 days 00:00:01.700594,[128],[],[],relu,128,64,,0.0001,,L2,1,Adam,decreasing,0.5,max,True,1e-07
28,0.08888888888888889,PRUNED,2025-11-27 03:29:08.621735,2025-11-27 03:29:13.530173,0 days 00:00:04.908438,"[640, 320]",[],[],leakyrelu,640,16,,0.0005,0.0,L2,2,SGD,decreasing,,max,False,1e-06
29,0.08888888888888889,PRUNED,2025-11-27 03:29:13.530173,2025-11-27 03:29:20.374678,0 days 00:00:06.844505,"[64, 64, 96, 192]",[2],[],gelu,192,16,,5e-05,0.7,L2,4,SGD,increasing,,max,False,1e-05
30,0.21637426900584797,PRUNED,2025-11-27 03:29:20.375685,2025-11-27 03:29:28.932553,0 days 00:00:08.556868,"[768, 768, 768]",[1],"[1, 2]",relu,768,96,0.4,1e-05,,L2,3,RMSprop,uniform,0.9,max,True,0.0
31,0.22843315184513005,PRUNED,2025-11-27 03:29:28.933559,2025-11-27 03:29:31.200551,0 days 00:00:02.266992,[768],[],[],tanh,768,128,,1e-05,,minmax,1,Adam,decreasing,0.5,mean,True,1e-07
32,0.21839080459770113,PRUNED,2025-11-27 03:29:31.201557,2025-11-27 03:29:32.076961,0 days 00:00:00.875404,[768],[],[],tanh,768,128,,1e-05,,minmax,1,Adam,decreasing,0.5,mean,True,1e-07
33,0.21839080459770113,PRUNED,2025-11-27 03:29:32.078465,2025-11-27 03:29:33.000394,0 days 00:00:00.921929,"[256, 128]",[],[],tanh,256,128,,1e-05,,minmax,2,Adam,decreasing,0.5,mean,True,1e-07
34,0.21839080459770113,PRUNED,2025-11-27 03:29:33.001403,2025-11-27 03:29:35.488247,0 days 00:00:02.486844,[768],[],[],tanh,768,128,,0.001,,minmax,1,Adam,decreasing,0.5,mean,True,1e-07
35,0.1761006289308176,PRUNED,2025-11-27 03:29:35.488751,2025-11-27 03:29:38.043171,0 days 00:00:02.554420,"[768, 384]",[1],[1],silu,768,48,0.2,0.0002,,minmax,2,RMSprop,decreasing,0.7,mean,True,1e-07
36,0.2770053475935829,PRUNED,2025-11-27 03:29:38.043171,2025-11-27 03:29:40.322031,0 days 00:00:02.278860,"[384, 384]",[1],[],leakyrelu,384,64,,1e-05,,minmax,2,Adam,uniform,,mean,False,0.0001
37,0.1761006289308176,PRUNED,2025-11-27 03:29:40.323041,2025-11-27 03:29:42.931072,0 days 00:00:02.608031,"[224, 448, 896]",[2],[],relu,896,96,,0.0002,,minmax,3,RMSprop,increasing,0.8,mean,True,1e-06
38,0.3249229044014578,PRUNED,2025-11-27 03:29:42.932077,2025-11-27 03:29:48.986881,0 days 00:00:06.054804,"[640, 640]",[],[],elu,640,48,,5e-05,,minmax,2,AdamW,uniform,,mean,False,0.0
39,0.21758419036095988,COMPLETE,2025-11-27 03:29:48.988384,2025-11-27 03:30:09.669451,0 days 00:00:20.681067,[512],[],[],leakyrelu,512,16,,0.0002,0.7,L2,1,SGD,decreasing,0.6,max,True,1e-07
40,0.21839080459770113,PRUNED,2025-11-27 03:30:09.671464,2025-11-27 03:30:11.833995,0 days 00:00:02.162531,"[256, 512, 1024]","[1, 2]",[1],gelu,1024,32,0.1,0.0005,,L2,3,RMSprop,increasing,,max,False,1e-05
41,0.21839080459770113,PRUNED,2025-11-27 03:30:11.833995,2025-11-27 03:30:13.826244,0 days 00:00:01.992249,"[384, 192, 96, 64, 64, 64]",[4],"[2, 3]",elu,384,48,0.3,0.0002,0.9,minmax,6,SGD,decreasing,0.8,max,True,0.0001
42,0.22028985507246376,PRUNED,2025-11-27 03:30:13.827252,2025-11-27 03:30:17.429913,0 days 00:00:03.602661,"[384, 192, 96, 64, 64, 64]",[4],"[2, 3, 5]",elu,384,48,0.3,0.0002,0.9,minmax,6,SGD,decreasing,0.8,max,True,0.0001
43,0.2969254065442097,PRUNED,2025-11-27 03:30:17.430920,2025-11-27 03:30:20.778543,0 days 00:00:03.347623,"[384, 192, 96, 64, 64]",[4],"[2, 3]",elu,384,48,0.3,0.0002,0.8,minmax,5,SGD,decreasing,0.8,max,True,0.0001
44,0.08888888888888889,PRUNED,2025-11-27 03:30:20.779561,2025-11-27 03:30:25.074812,0 days 00:00:04.295251,"[640, 320, 160, 80]",[],"[2, 3]",elu,640,64,0.3,0.001,0.0,minmax,4,SGD,decreasing,0.9,max,True,0.0001
45,0.4068885967534507,COMPLETE,2025-11-27 03:30:25.075818,2025-11-27 03:30:37.140505,0 days 00:00:12.064687,"[768, 768, 768, 768, 768]",[4],"[2, 3, 4]",relu,768,96,0.3,0.0002,,L2,5,RMSprop,uniform,0.8,max,True,1e-06
46,0.21839080459770113,PRUNED,2025-11-27 03:30:37.142526,2025-11-27 03:30:39.599205,0 days 00:00:02.456679,"[768, 768, 768, 768, 768]",[4],"[2, 3, 4]",relu,768,96,0.3,0.0001,,L2,5,RMSprop,uniform,0.5,max,True,1e-06
47,0.21637426900584797,PRUNED,2025-11-27 03:30:39.600210,2025-11-27 03:30:46.981123,0 days 00:00:07.380913,"[768, 768, 768, 768]","[2, 3]",[],relu,768,96,,5e-05,,L2,4,RMSprop,uniform,,max,False,1e-06
48,0.21839080459770113,PRUNED,2025-11-27 03:30:46.982129,2025-11-27 03:30:49.015065,0 days 00:00:02.032936,"[768, 768, 768]",[],[2],relu,768,96,0.5,0.0002,,L2,3,RMSprop,uniform,0.5,max,True,1e-06
49,0.31837044408155085,COMPLETE,2025-11-27 03:30:49.016070,2025-11-27 03:31:01.290951,0 days 00:00:12.274881,"[256, 256]",[1],[],relu,256,96,,2e-05,,L2,2,RMSprop,uniform,0.8,mean,True,1e-06
