number,value,datetime_start,datetime_complete,duration,params_activation,params_base_dim,params_batch_size,params_do_layer,params_dropout_rate,params_lr,params_n_layers,params_norm,params_norm_layer,params_pca_frac,params_pooling,params_use_pca,params_wd,user_attrs_final_train_loss,state,final_train_loss
13,0.4195,2025-08-06 15:13:01.973788,2025-08-06 15:13:15.661043,0 days 00:00:13.687255,leakyrelu,256,64,0,0.4,0.001,2,minmax,2,,mean,False,0.0001,0.0032057413191068918,COMPLETE,0.0032057413191068918
14,0.3592,2025-08-06 15:13:15.663049,2025-08-06 15:13:38.235594,0 days 00:00:22.572545,relu,512,32,1,0.4,1e-05,2,L2,2,,mean,False,0.0001,9.430550634860992,COMPLETE,9.430550634860992
15,0.4156,2025-08-06 15:13:38.236593,2025-08-06 15:13:50.147250,0 days 00:00:11.910657,gelu,256,64,0,0.4,0.0001,1,minmax,1,,mean,False,0.0001,0.4726177677512169,COMPLETE,0.4726177677512169
16,0.4299,2025-08-06 15:13:50.148940,2025-08-06 15:14:12.969402,0 days 00:00:22.820462,leakyrelu,512,32,2,0.5,0.001,2,L2,2,,mean,False,0.0001,0.003680531255668029,COMPLETE,0.003680531255668029
17,0.4013,2025-08-06 15:14:12.976567,2025-08-06 15:14:57.899316,0 days 00:00:44.922749,leakyrelu,256,16,3,0.4,0.0001,3,minmax,3,,mean,False,0.0001,0.10797526722308248,COMPLETE,0.10797526722308248
18,0.3443,2025-08-06 15:14:57.900315,2025-08-06 15:15:10.364545,0 days 00:00:12.464230,gelu,512,64,0,0.4,0.001,1,L2,1,,max,False,0.0001,4.063903570175171,COMPLETE,4.063903570175171
19,0.2919,2025-08-06 15:15:10.366277,2025-08-06 15:15:31.723734,0 days 00:00:21.357457,relu,128,32,1,0.4,1e-05,2,minmax,1,,mean,False,0.0,10.38775885105133,COMPLETE,10.38775885105133
20,0.4182,2025-08-06 15:15:31.723734,2025-08-06 15:15:45.713546,0 days 00:00:13.989812,tanh,256,64,1,0.5,0.001,2,L2,1,,mean,False,1e-05,0.42006046138703823,COMPLETE,0.42006046138703823
21,0.46,2025-08-06 15:15:45.713546,2025-08-06 15:16:07.846483,0 days 00:00:22.132937,leakyrelu,512,32,2,0.5,0.001,2,L2,2,,mean,False,0.0001,0.0035963995615020394,COMPLETE,0.0035963995615020394
22,0.4305,2025-08-06 15:16:07.846483,2025-08-06 15:16:29.926488,0 days 00:00:22.080005,leakyrelu,512,32,2,0.5,0.001,2,L2,2,,mean,False,0.0001,0.0038139199023135006,COMPLETE,0.0038139199023135006
23,0.4075,2025-08-06 15:16:29.926488,2025-08-06 15:16:52.130800,0 days 00:00:22.204312,leakyrelu,512,32,2,0.5,0.001,2,L2,2,,mean,False,0.0001,0.004591345204971731,COMPLETE,0.004591345204971731
24,0.4277,2025-08-06 15:16:52.137426,2025-08-06 15:17:14.784564,0 days 00:00:22.647138,leakyrelu,512,32,2,0.3,0.001,2,L2,1,,mean,False,0.0001,0.002014122008404229,COMPLETE,0.002014122008404229
25,0.4286,2025-08-06 15:17:14.785565,2025-08-06 15:17:37.043593,0 days 00:00:22.258028,elu,512,32,1,0.1,0.0001,2,L2,2,,mean,False,0.0001,0.5314618982374668,COMPLETE,0.5314618982374668
26,0.3893,2025-08-06 15:17:37.044594,2025-08-06 15:17:44.520291,0 days 00:00:07.475697,leakyrelu,512,128,0,0.5,0.001,1,minmax,1,,max,False,0.0001,0.006934197619557381,COMPLETE,0.006934197619557381
27,0.4001,2025-08-06 15:17:44.520291,2025-08-06 15:18:27.928874,0 days 00:00:43.408583,leakyrelu,512,16,3,0.4,0.001,3,L2,3,,mean,False,0.0001,0.007232325224322267,COMPLETE,0.007232325224322267
28,0.3182,2025-08-06 15:18:27.928874,2025-08-06 15:18:49.471491,0 days 00:00:21.542617,elu,128,32,1,0.4,1e-05,2,minmax,2,,mean,False,1e-05,10.433550596237183,COMPLETE,10.433550596237183
29,0.4298,2025-08-06 15:18:49.472491,2025-08-06 15:19:03.876383,0 days 00:00:14.403892,leakyrelu,256,64,3,0.4,0.0001,3,minmax,3,,mean,False,0.0,0.17691987566649914,COMPLETE,0.17691987566649914
