number,value,state,datetime_start,datetime_complete,duration,params_activation,params_batch_size,params_ch_first_idx,params_ch_idx,params_channels_pattern,params_convs_per_block,params_dilation_d0,params_dilation_mode,params_dilation_start,params_dilation_step,params_dr_p,params_dr_use_b0,params_dr_use_b1,params_dr_use_b2,params_dr_use_b3,params_dr_use_b4,params_dr_use_b5,params_fc_hidden,params_kernel_size,params_ln_use_b0,params_ln_use_b1,params_ln_use_b2,params_ln_use_b3,params_ln_use_b4,params_ln_use_b5,params_lr,params_momentum_sgd,params_norm,params_num_blocks,params_optimizer,params_pooling,params_use_weight_norm,params_weight_decay,params_wn_on_skip,user_attrs_channels,user_attrs_dilations,user_attrs_dr_enable,user_attrs_dr_p,user_attrs_ln_enable
10,0.4703011776554947,COMPLETE,2025-10-09 06:00:21.470748,2025-10-09 06:01:08.303560,0 days 00:00:46.832812,gelu,16,0.0,,increasing,2,1.0,linear,,1.0,0.0,False,,,,,,,9,False,,,,,,0.0002,,L2,1,Adam,last,True,5e-07,True,[64],[1],[False],0.0,[False]
11,0.43726298600248176,COMPLETE,2025-10-09 06:01:08.305576,2025-10-09 06:01:53.573353,0 days 00:00:45.267777,gelu,16,0.0,,increasing,2,1.0,linear,,1.0,0.0,False,,,,,,,9,False,,,,,,0.0002,,L2,1,Adam,last,True,5e-07,True,[64],[1],[False],0.0,[False]
12,0.46120642293437925,COMPLETE,2025-10-09 06:01:53.576589,2025-10-09 06:02:33.106935,0 days 00:00:39.530346,gelu,16,2.0,,increasing,2,1.0,linear,,1.0,0.0,False,,,,,,,9,False,,,,,,0.0002,,L2,1,Adam,last,True,1e-07,True,[128],[1],[False],0.0,[False]
13,0.21875,PRUNED,2025-10-09 06:02:33.108950,2025-10-09 06:02:47.716684,0 days 00:00:14.607734,relu,16,3.0,,increasing,2,1.0,linear,,2.0,0.0,False,,,,,,,9,False,,,,,,0.0001,,L2,1,Adam,last,True,1e-07,True,[192],[1],[False],0.0,[False]
14,0.4516010084191902,COMPLETE,2025-10-09 06:02:47.717772,2025-10-09 06:03:31.648142,0 days 00:00:43.930370,gelu,16,2.0,,increasing,1,1.0,linear,,1.0,0.1,False,,,,,,,9,False,,,,,,0.0002,,L2,1,AdamW,last,True,1e-05,True,[128],[1],[False],0.1,[False]
15,0.42161185882744107,COMPLETE,2025-10-09 06:03:31.650169,2025-10-09 06:04:40.794955,0 days 00:01:09.144786,leakyrelu,16,2.0,,increasing,3,1.0,linear,,2.0,0.1,False,False,,,,,,9,False,False,,,,,0.0002,,L2,2,Adam,last,True,1e-07,True,"[128, 192]","[1, 3]","[False, False]",0.1,"[False, False]"
16,0.4325656455917141,COMPLETE,2025-10-09 06:04:40.797483,2025-10-09 06:05:39.856279,0 days 00:00:59.058796,gelu,32,2.0,,increasing,2,1.0,linear,,1.0,0.0,False,False,,,,,,9,False,False,,,,,0.0001,,L2,2,Adam,last,True,1e-07,True,"[128, 192]","[1, 2]","[False, False]",0.0,"[False, False]"
17,0.21761658031088082,PRUNED,2025-10-09 06:05:39.858313,2025-10-09 06:07:37.544416,0 days 00:01:57.686103,gelu,96,9.0,,decreasing,3,1.0,linear,,1.0,0.1,False,True,True,False,False,True,64.0,7,False,True,False,False,True,True,0.001,,L2,6,Adam,last,True,2e-06,True,"[896, 768, 640, 512, 384, 256]","[1, 2, 3, 4, 5, 6]","[False, True, True, False, False, True]",0.1,"[False, True, False, False, True, True]"
18,0.43089583154844896,COMPLETE,2025-10-09 06:07:37.546417,2025-10-09 06:08:35.912362,0 days 00:00:58.365945,mish,16,1.0,,increasing,2,2.0,linear,,2.0,0.0,False,,,,,,,2,False,,,,,,0.0002,,L2,1,AdamW,max,True,1e-05,False,[96],[2],[False],0.0,[False]
19,0.21640488656195464,PRUNED,2025-10-09 06:08:35.915509,2025-10-09 06:09:11.860870,0 days 00:00:35.945361,relu,16,1.0,,increasing,1,1.0,linear,,1.0,0.0,False,False,True,,,,,9,False,False,False,,,,0.0002,,L2,3,RMSprop,last,True,1e-07,True,"[96, 128, 192]","[1, 2, 3]","[False, False, True]",0.0,"[False, False, False]"
20,0.4414961816903403,COMPLETE,2025-10-09 06:09:11.861870,2025-10-09 06:10:24.422214,0 days 00:01:12.560344,leakyrelu,16,5.0,,decreasing,2,2.0,linear,,2.0,0.1,False,,,,,,,9,False,,,,,,0.0002,,L2,1,Adam,last,True,5e-07,True,[384],[2],[False],0.1,[False]
21,0.21640488656195464,PRUNED,2025-10-09 06:10:24.424215,2025-10-09 06:10:47.434655,0 days 00:00:23.010440,gelu,16,3.0,,increasing,1,1.0,linear,,1.0,0.1,False,,,,,,,9,False,,,,,,0.0002,,L2,1,AdamW,last,True,1e-05,True,[192],[1],[False],0.1,[False]
22,0.4527652205232789,COMPLETE,2025-10-09 06:10:47.436159,2025-10-09 06:11:29.686161,0 days 00:00:42.250002,gelu,16,2.0,,increasing,1,1.0,linear,,1.0,0.0,False,True,,,,,,9,False,True,,,,,0.0002,,L2,2,AdamW,last,True,1e-05,True,"[128, 192]","[1, 2]","[False, True]",0.0,"[False, True]"
23,0.21875,PRUNED,2025-10-09 06:11:29.688179,2025-10-09 06:11:43.898482,0 days 00:00:14.210303,gelu,16,1.0,,increasing,1,1.0,linear,,1.0,0.0,False,True,,,,,,9,False,True,,,,,0.0002,,L2,2,AdamW,last,True,1e-05,True,"[96, 128]","[1, 2]","[False, True]",0.0,"[False, True]"
24,0.46195122069410227,COMPLETE,2025-10-09 06:11:43.899488,2025-10-09 06:12:26.430356,0 days 00:00:42.530868,gelu,16,3.0,,increasing,1,1.0,linear,,1.0,0.0,False,True,,,,,,9,False,True,,,,,0.0002,,L2,2,AdamW,last,True,1e-05,True,"[192, 256]","[1, 2]","[False, True]",0.0,"[False, True]"
25,0.21640488656195464,PRUNED,2025-10-09 06:12:26.432357,2025-10-09 06:12:50.916144,0 days 00:00:24.483787,gelu,96,4.0,,increasing,2,1.0,linear,,1.0,0.0,False,,,,,,128.0,9,False,,,,,,0.0005,,L2,1,Adam,last,True,1e-07,True,[256],[1],[False],0.0,[False]
26,0.21759048895761182,COMPLETE,2025-10-09 06:12:50.918174,2025-10-09 06:13:26.874601,0 days 00:00:35.956427,gelu,32,3.0,,increasing,3,,pow2,2.0,,0.0,True,True,,,,,64.0,2,False,True,,,,,0.001,,minmax,2,AdamW,mean,False,1e-06,False,"[192, 256]","[2, 4]","[True, True]",0.0,"[False, True]"
27,0.21640488656195464,PRUNED,2025-10-09 06:13:26.876106,2025-10-09 06:14:13.646738,0 days 00:00:46.770632,gelu,16,1.0,,increasing,2,2.0,linear,,2.0,0.1,False,True,False,,,,,7,False,True,False,,,,0.0001,,L2,3,RMSprop,attention,True,5e-07,True,"[96, 128, 192]","[2, 4, 6]","[False, True, False]",0.1,"[False, True, False]"
28,0.2300103287388254,PRUNED,2025-10-09 06:14:13.648761,2025-10-09 06:14:36.126609,0 days 00:00:22.477848,prelu,16,6.0,,decreasing,1,1.0,linear,,1.0,0.0,False,,,,,,,9,False,,,,,,1e-05,,L2,1,Adam,max,True,2e-06,True,[512],[1],[False],0.0,[False]
29,0.21875,PRUNED,2025-10-09 06:14:36.127613,2025-10-09 06:14:55.103067,0 days 00:00:18.975454,silu,16,3.0,,increasing,2,1.0,linear,,1.0,0.1,True,True,,,,,128.0,7,False,True,,,,,0.001,,minmax,2,Adam,mean,False,0.0,True,"[192, 256]","[1, 2]","[True, True]",0.1,"[False, True]"
30,0.4703316115140548,COMPLETE,2025-10-09 06:14:55.104073,2025-10-09 06:19:05.586808,0 days 00:04:10.482735,mish,64,,9.0,uniform,2,3.0,linear,,3.0,0.0,False,,,,,,,9,False,,,,,,0.0002,,L2,1,AdamW,last,True,1e-06,True,[896],[3],[False],0.0,[False]
31,0.46394510927094773,COMPLETE,2025-10-09 06:19:05.588811,2025-10-09 06:22:48.059251,0 days 00:03:42.470440,mish,64,,9.0,uniform,2,3.0,linear,,3.0,0.0,False,,,,,,,9,False,,,,,,0.0002,,L2,1,AdamW,last,True,1e-06,True,[896],[3],[False],0.0,[False]
32,0.21640488656195464,PRUNED,2025-10-09 06:22:48.061266,2025-10-09 06:25:15.322438,0 days 00:02:27.261172,mish,64,,9.0,uniform,2,3.0,linear,,3.0,0.0,False,,,,,,,9,False,,,,,,0.0002,,L2,1,AdamW,last,True,1e-06,True,[896],[3],[False],0.0,[False]
33,0.178030303030303,PRUNED,2025-10-09 06:25:15.323442,2025-10-09 06:26:47.260285,0 days 00:01:31.936843,mish,64,,9.0,uniform,2,3.0,linear,,3.0,0.0,False,True,,,,,256.0,5,False,True,,,,,0.0002,,L2,2,AdamW,last,True,1e-06,True,"[896, 896]","[3, 6]","[False, True]",0.0,"[False, True]"
34,0.27106227106227104,PRUNED,2025-10-09 06:26:47.261285,2025-10-09 06:27:48.124478,0 days 00:01:00.863193,mish,64,,7.0,uniform,3,,pow2,2.0,,0.0,False,,,,,,,9,False,,,,,,0.0002,,L2,1,AdamW,attention,False,1e-06,True,[640],[2],[False],0.0,[False]
35,0.21875,PRUNED,2025-10-09 06:27:48.125981,2025-10-09 06:28:27.818368,0 days 00:00:39.692387,elu,64,,7.0,uniform,2,3.0,linear,,3.0,0.1,False,,,,,,256.0,9,True,,,,,,1e-05,,L2,1,AdamW,last,True,1e-06,True,[640],[3],[False],0.1,[True]
36,0.17702448210922786,PRUNED,2025-10-09 06:28:27.820375,2025-10-09 06:28:41.313288,0 days 00:00:13.492913,mish,128,,7.0,uniform,2,3.0,linear,,3.0,0.0,True,False,,,,,,2,False,False,,,,,0.0005,,minmax,2,AdamW,last,True,1e-06,False,"[640, 640]","[3, 6]","[True, False]",0.0,"[False, False]"
37,0.21875,PRUNED,2025-10-09 06:28:41.314295,2025-10-09 06:30:30.823175,0 days 00:01:49.508880,mish,64,,9.0,uniform,2,,pow2,1.0,,0.0,False,True,,,,,512.0,9,True,True,,,,,0.0002,,L2,2,AdamW,attention,False,5e-07,True,"[896, 896]","[1, 2]","[False, True]",0.0,"[True, True]"
38,0.4897893604361267,COMPLETE,2025-10-09 06:30:30.824197,2025-10-09 06:31:53.074379,0 days 00:01:22.250182,hardswish,96,,6.0,uniform,1,3.0,linear,,3.0,0.1,False,True,True,,,,128.0,5,False,True,False,,,,0.0002,,minmax,3,AdamW,last,True,1e-06,False,"[512, 512, 512]","[3, 6, 9]","[False, True, True]",0.1,"[False, True, False]"
39,0.21875,PRUNED,2025-10-09 06:31:53.076910,2025-10-09 06:32:58.430981,0 days 00:01:05.354071,hardswish,96,,6.0,uniform,3,3.0,linear,,3.0,0.2,True,False,True,True,,,128.0,5,True,False,False,False,,,1e-05,,minmax,4,RMSprop,mean,True,1e-06,False,"[512, 512, 512, 512]","[3, 6, 9, 12]","[True, False, True, True]",0.2,"[True, False, False, False]"
40,0.36180188969770505,COMPLETE,2025-10-09 06:32:58.431981,2025-10-09 06:40:44.799890,0 days 00:07:46.367909,hardswish,96,,8.0,uniform,2,,pow2,2.0,,0.1,False,True,True,True,False,False,128.0,5,False,True,False,False,True,False,0.002,0.9,minmax,6,SGD,max,False,1e-06,False,"[768, 768, 768, 768, 768, 768]","[2, 4, 8, 16, 32, 64]","[False, True, True, True, False, False]",0.1,"[False, True, False, False, True, False]"
41,0.31630413645581573,PRUNED,2025-10-09 06:40:44.802955,2025-10-09 06:40:50.122698,0 days 00:00:05.319743,hardswish,96,,2.0,uniform,1,3.0,linear,,3.0,0.0,False,True,True,,,,128.0,5,False,True,False,,,,0.0002,,minmax,3,AdamW,last,True,1e-06,False,"[128, 128, 128]","[3, 6, 9]","[False, True, True]",0.0,"[False, True, False]"
42,0.21640488656195464,PRUNED,2025-10-09 06:40:50.123698,2025-10-09 06:42:09.131078,0 days 00:01:19.007380,silu,64,,8.0,uniform,1,3.0,linear,,3.0,0.0,False,True,True,,,,128.0,5,False,True,False,,,,0.0002,,minmax,3,AdamW,last,True,2e-07,False,"[768, 768, 768]","[3, 6, 9]","[False, True, True]",0.0,"[False, True, False]"
43,0.21875,PRUNED,2025-10-09 06:42:09.133110,2025-10-09 06:42:26.437878,0 days 00:00:17.304768,elu,128,,5.0,uniform,1,3.0,linear,,3.0,0.3,False,True,True,False,,,512.0,3,False,True,False,True,,,0.0002,,minmax,4,AdamW,last,True,1e-06,False,"[384, 384, 384, 384]","[3, 6, 9, 12]","[False, True, True, False]",0.3,"[False, True, False, True]"
44,0.178030303030303,PRUNED,2025-10-09 06:42:26.439891,2025-10-09 06:42:55.379078,0 days 00:00:28.939187,hardswish,64,,8.0,uniform,1,2.0,linear,,3.0,0.1,False,True,,,,,64.0,5,False,True,,,,,0.0002,,minmax,2,AdamW,last,True,0.0,True,"[768, 768]","[2, 5]","[False, True]",0.1,"[False, True]"
45,0.22761116856529884,COMPLETE,2025-10-09 06:42:55.380078,2025-10-09 06:43:44.022768,0 days 00:00:48.642690,prelu,96,,6.0,uniform,1,3.0,linear,,2.0,0.2,False,True,True,,,,256.0,3,False,True,False,,,,0.0005,0.30000000000000004,L2,3,SGD,last,True,5e-07,False,"[512, 512, 512]","[3, 5, 7]","[False, True, True]",0.2,"[False, True, False]"
46,0.08558558558558559,PRUNED,2025-10-09 06:43:44.024796,2025-10-09 06:44:55.483736,0 days 00:01:11.458940,mish,64,,9.0,uniform,2,2.0,linear,,3.0,0.0,False,,,,,,,9,True,,,,,,0.0002,,L2,1,AdamW,last,True,2e-06,True,[896],[2],[False],0.0,[True]
47,0.46156189988343677,COMPLETE,2025-10-09 06:44:55.484736,2025-10-09 06:46:34.176439,0 days 00:01:38.691703,relu,32,7.0,,decreasing,2,2.0,linear,,2.0,0.0,True,,,,,,128.0,7,False,,,,,,0.002,,L2,1,AdamW,last,True,1e-05,True,[640],[2],[True],0.0,[False]
48,0.178030303030303,PRUNED,2025-10-09 06:46:34.178441,2025-10-09 06:46:56.488829,0 days 00:00:22.310388,leakyrelu,128,,6.0,uniform,1,,pow2,1.0,,0.1,False,True,,,,,,9,False,True,,,,,0.0001,,L2,2,RMSprop,attention,True,1e-06,True,"[512, 512]","[1, 2]","[False, True]",0.1,"[False, True]"
49,0.3806332872150282,PRUNED,2025-10-09 06:46:56.489834,2025-10-09 06:47:32.956586,0 days 00:00:36.466752,mish,96,,8.0,uniform,1,3.0,linear,,3.0,0.0,False,,,,,,512.0,2,False,,,,,,0.0002,,minmax,1,AdamW,last,True,2e-07,False,[768],[3],[False],0.0,[False]
