number,value,state,datetime_start,datetime_complete,duration,channels,dilations,ln_blocks,dropout_blocks,dr_p,activation,batch_size,channels_pattern,convs_per_block,dilation_mode,fc_hidden,kernel_size,lr,momentum_sgd,norm,num_blocks,optimizer,pooling,use_weight_norm,weight_decay,wn_on_skip
15,0.4169426571874279,COMPLETE,2025-10-08 23:23:30.173180,2025-10-08 23:23:54.151772,0 days 00:00:23.978592,"[256, 192]","[1, 2]",[1],[0],0.2,hardswish,96,decreasing,2,linear,,5,0.0001,,L2,2,Adam,attention,False,2e-06,False
16,0.4055162784568915,COMPLETE,2025-10-08 23:23:54.153296,2025-10-08 23:24:39.320552,0 days 00:00:45.167256,[192],[2],[],[0],0.3,hardswish,16,decreasing,3,linear,512.0,5,0.0001,,L2,1,Adam,max,False,1e-07,False
17,0.3835660021956892,COMPLETE,2025-10-08 23:24:39.322057,2025-10-08 23:26:46.020390,0 days 00:02:06.698333,"[768, 640, 512]","[1, 3, 5]","[1, 2]",[0],0.2,hardswish,16,decreasing,2,linear,,2,0.0001,,L2,3,AdamW,max,False,0.0,False
18,0.21875,PRUNED,2025-10-08 23:26:46.022919,2025-10-08 23:27:00.135814,0 days 00:00:14.112895,"[256, 192]","[1, 2]",[],[1],0.2,gelu,16,decreasing,3,pow2,128.0,2,0.002,0.0,minmax,2,SGD,mean,False,1e-05,True
19,0.2176165803108808,PRUNED,2025-10-08 23:27:00.136813,2025-10-08 23:27:06.470221,0 days 00:00:06.333408,[64],[1],[],[0],0.3,leakyrelu,64,decreasing,2,linear,,5,1e-05,,L2,1,Adam,attention,False,1e-06,False
20,0.4270913239298016,COMPLETE,2025-10-08 23:27:06.471725,2025-10-08 23:27:55.830936,0 days 00:00:49.359211,"[384, 256, 192]","[2, 4, 6]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,0.0001,,L2,3,Adam,max,False,1e-06,False
21,0.2307919621749408,PRUNED,2025-10-08 23:27:55.833438,2025-10-08 23:28:22.887524,0 days 00:00:27.054086,"[384, 256, 192]","[2, 4, 6]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,0.0001,,L2,3,Adam,max,False,1e-06,False
22,0.4466531997752361,COMPLETE,2025-10-08 23:28:22.888524,2025-10-08 23:28:59.745205,0 days 00:00:36.856681,"[384, 256]","[2, 4]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,0.0001,,L2,2,Adam,max,False,1e-06,False
23,0.178030303030303,PRUNED,2025-10-08 23:28:59.747268,2025-10-08 23:29:17.806255,0 days 00:00:18.058987,"[384, 256, 192, 128]","[2, 4, 6, 8]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,0.0001,,L2,4,Adam,max,False,1e-06,False
24,0.2164048865619546,PRUNED,2025-10-08 23:29:17.807255,2025-10-08 23:30:28.751062,0 days 00:01:10.943807,"[640, 512, 384]","[2, 4, 6]",[1],[0],0.3,mish,96,decreasing,3,linear,512.0,3,0.0001,,L2,3,Adam,max,False,1e-05,False
25,0.421915763915563,COMPLETE,2025-10-08 23:30:28.752062,2025-10-08 23:31:43.013516,0 days 00:01:14.261454,"[640, 512]","[2, 4]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,0.0001,,L2,2,Adam,max,False,1e-06,False
26,0.2164048865619546,PRUNED,2025-10-08 23:31:43.015540,2025-10-08 23:32:07.273508,0 days 00:00:24.257968,"[384, 256]","[1, 2]",[1],[],0.1,silu,96,decreasing,3,pow2,512.0,3,0.0001,,minmax,2,AdamW,max,False,2e-07,True
27,0.1752380952380952,PRUNED,2025-10-08 23:32:07.274509,2025-10-08 23:32:59.982528,0 days 00:00:52.708019,"[768, 640, 512]","[2, 4, 6]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,0.002,0.2,L2,3,SGD,max,False,0.0,False
28,0.178030303030303,PRUNED,2025-10-08 23:32:59.984530,2025-10-08 23:33:06.894663,0 days 00:00:06.910133,"[64, 64, 64, 64]","[3, 5, 7, 9]","[1, 2, 3]",[0],0.3,mish,128,uniform,3,linear,512.0,9,0.001,,L2,4,RMSprop,max,False,5e-07,False
29,0.248976248976249,PRUNED,2025-10-08 23:33:06.895668,2025-10-08 23:33:17.068707,0 days 00:00:10.173039,"[512, 384]","[2, 4]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,1e-05,,L2,2,RMSprop,max,False,2e-06,False
30,0.420089145813964,COMPLETE,2025-10-08 23:33:17.069715,2025-10-08 23:33:51.484656,0 days 00:00:34.414941,"[64, 64, 64]","[1, 4, 7]",[1],[0],0.1,leakyrelu,96,uniform,3,linear,128.0,2,0.0001,,L2,3,Adam,max,False,1e-07,False
31,0.2164048865619546,PRUNED,2025-10-08 23:33:51.487711,2025-10-08 23:34:42.394613,0 days 00:00:50.906902,"[640, 512]","[2, 4]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,0.0001,,L2,2,Adam,max,False,1e-06,False
32,0.178030303030303,PRUNED,2025-10-08 23:34:42.395629,2025-10-08 23:35:50.026213,0 days 00:01:07.630584,"[768, 640]","[2, 4]",[1],[0],0.2,mish,96,decreasing,3,linear,512.0,3,0.0001,,L2,2,Adam,max,False,1e-06,False
33,0.3428278688524591,PRUNED,2025-10-08 23:35:50.027212,2025-10-08 23:36:42.662417,0 days 00:00:52.635205,"[640, 512]","[2, 4]",[1],[0],0.2,elu,96,decreasing,3,linear,512.0,3,0.0001,,L2,2,Adam,last,False,1e-06,False
34,0.2175904889576118,COMPLETE,2025-10-08 23:36:42.663428,2025-10-08 23:38:16.499306,0 days 00:01:33.835878,"[768, 640]","[2, 4]",[1],[0],0.2,prelu,32,decreasing,3,linear,512.0,2,0.0005,0.5,L2,2,SGD,mean,True,2e-07,False
35,0.2176165803108808,PRUNED,2025-10-08 23:38:16.500312,2025-10-08 23:38:25.218324,0 days 00:00:08.718012,"[384, 256, 192]","[2, 4, 6]","[0, 1]",[0],0.3,mish,96,decreasing,3,linear,256.0,3,0.0001,,minmax,3,Adam,max,False,1e-05,True
36,0.2176165803108808,PRUNED,2025-10-08 23:38:25.219325,2025-10-08 23:38:28.845471,0 days 00:00:03.626146,[192],[1],[],[0],0.1,relu,128,increasing,3,pow2,512.0,2,0.001,,L2,1,Adam,max,True,1e-06,False
37,0.2164048865619546,PRUNED,2025-10-08 23:38:28.846480,2025-10-08 23:38:57.465699,0 days 00:00:28.619219,"[512, 384]","[2, 5]",[],[],0.2,elu,64,decreasing,2,linear,512.0,3,0.0002,,L2,2,Adam,max,False,2e-06,False
38,0.2850587733800254,COMPLETE,2025-10-08 23:38:57.467738,2025-10-08 23:40:31.274697,0 days 00:01:33.806959,"[640, 512, 384, 256]","[3, 5, 7, 9]","[0, 1, 2]","[0, 2]",0.3,gelu,96,decreasing,3,linear,256.0,3,0.0001,0.6000000000000001,L2,4,SGD,last,False,1e-05,True
39,0.1770244821092278,PRUNED,2025-10-08 23:40:31.276697,2025-10-08 23:41:46.243251,0 days 00:01:14.966554,"[768, 768, 768]","[2, 4, 8]",[],"[0, 1]",0.1,prelu,128,uniform,3,pow2,512.0,9,0.0005,,minmax,3,AdamW,max,True,1e-06,False
40,0.0855855855855855,PRUNED,2025-10-08 23:41:46.244261,2025-10-08 23:42:12.245645,0 days 00:00:26.001384,"[192, 256, 384, 512, 640]","[2, 4, 6, 8, 10]","[0, 1, 3, 4]","[0, 4]",0.2,mish,96,increasing,3,linear,512.0,2,0.002,,L2,5,Adam,mean,False,2e-07,False
41,0.4097374801054279,COMPLETE,2025-10-08 23:42:12.246645,2025-10-08 23:43:07.112010,0 days 00:00:54.865365,[128],[1],[],[0],0.2,hardswish,16,decreasing,2,linear,,5,0.0001,,L2,1,Adam,attention,False,1e-06,False
42,0.4370374817824505,COMPLETE,2025-10-08 23:43:07.114011,2025-10-08 23:43:55.445058,0 days 00:00:48.331047,[256],[1],[],[0],0.2,hardswish,16,decreasing,2,linear,,5,0.0001,,L2,1,Adam,attention,False,1e-06,False
43,0.4451398861788968,COMPLETE,2025-10-08 23:43:55.447435,2025-10-08 23:44:38.077325,0 days 00:00:42.629890,[384],[1],[],[0],0.2,hardswish,32,decreasing,2,linear,64.0,3,0.0002,,L2,1,Adam,attention,False,1e-06,False
44,0.33476231072139,PRUNED,2025-10-08 23:44:38.079338,2025-10-08 23:45:04.067557,0 days 00:00:25.988219,[384],[1],[],[0],0.2,hardswish,32,decreasing,2,linear,64.0,7,0.0002,,L2,1,RMSprop,attention,False,1e-06,False
45,0.2175904889576118,COMPLETE,2025-10-08 23:45:04.068557,2025-10-08 23:45:26.158377,0 days 00:00:22.089820,[128],[1],[],[0],0.1,hardswish,32,decreasing,2,linear,64.0,5,0.0002,,L2,1,Adam,attention,True,5e-07,False
46,0.2175904889576118,COMPLETE,2025-10-08 23:45:26.160378,2025-10-08 23:47:33.237297,0 days 00:02:07.076919,"[512, 384, 256, 192, 128, 96]","[1, 4, 7, 10, 13, 16]","[2, 4]","[1, 2, 3, 4]",0.2,hardswish,32,decreasing,2,linear,64.0,9,0.0002,,L2,6,Adam,attention,False,1e-06,True
47,0.178030303030303,PRUNED,2025-10-08 23:47:33.240337,2025-10-08 23:47:57.952786,0 days 00:00:24.712449,[192],[2],[0],[0],0.0,hardswish,16,increasing,2,pow2,64.0,2,0.0002,,minmax,1,Adam,attention,False,1e-05,False
48,0.178030303030303,PRUNED,2025-10-08 23:47:57.954787,2025-10-08 23:48:11.136164,0 days 00:00:13.181377,[192],[1],[],[0],0.2,silu,32,uniform,1,linear,,5,1e-05,,L2,1,Adam,attention,False,1e-07,False
49,0.4594591398329484,COMPLETE,2025-10-08 23:48:11.137165,2025-10-08 23:48:49.292485,0 days 00:00:38.155320,[256],[1],[],[0],0.3,hardswish,16,decreasing,2,linear,128.0,7,0.001,,L2,1,AdamW,last,False,1e-06,False
