number,value,state,datetime_start,datetime_complete,duration,channels,dilations,ln_blocks,dropout_blocks,dr_p,activation,batch_size,channels_pattern,convs_per_block,dilation_mode,fc_hidden,kernel_size,lr,momentum_sgd,norm,num_blocks,optimizer,pooling,use_weight_norm,weight_decay,wn_on_skip
32,0.21875,PRUNED,2025-10-09 05:32:19.460509,2025-10-09 05:32:30.424409,0 days 00:00:10.963900,"[128, 128, 128]","[1, 4, 7]",[1],[1],0.1,gelu,96,uniform,2,linear,,5,0.0005,,minmax,3,AdamW,last,True,1e-07,False
33,0.4758500491467377,COMPLETE,2025-10-09 05:32:30.425416,2025-10-09 05:34:32.954000,0 days 00:02:02.528584,"[256, 384, 512]","[1, 2, 3]",[1],[1],0.1,hardswish,96,increasing,2,linear,256.0,7,0.0005,,minmax,3,AdamW,last,True,1e-07,True
34,0.2175904889576118,COMPLETE,2025-10-09 05:34:32.957054,2025-10-09 05:36:19.661309,0 days 00:01:46.704255,"[384, 512]","[1, 2]",[1],"[0, 1]",0.2,hardswish,96,increasing,3,linear,256.0,7,0.0001,0.9,minmax,2,SGD,last,True,0.0,True
35,0.2164048865619546,PRUNED,2025-10-09 05:36:19.663766,2025-10-09 05:37:58.866883,0 days 00:01:39.203117,"[256, 384, 512, 640]","[2, 3, 4, 5]",[1],"[0, 1]",0.2,hardswish,96,increasing,2,linear,256.0,7,0.001,,minmax,4,AdamW,last,False,1e-07,True
36,0.178030303030303,PRUNED,2025-10-09 05:37:58.867901,2025-10-09 05:38:33.379658,0 days 00:00:34.511757,"[128, 192, 256]","[1, 2, 4]",[1],[1],0.1,hardswish,32,increasing,2,pow2,256.0,7,0.0005,,minmax,3,Adam,mean,True,1e-06,True
37,0.295241801176609,COMPLETE,2025-10-09 05:38:33.380659,2025-10-09 05:39:36.610188,0 days 00:01:03.229529,"[192, 256]","[1, 2]",[1],"[0, 1]",0.2,mish,128,increasing,3,linear,256.0,7,1e-05,,L2,2,AdamW,max,False,0.0,True
38,0.2175904889576118,COMPLETE,2025-10-09 05:39:36.612540,2025-10-09 05:42:05.791519,0 days 00:02:29.178979,"[512, 384, 256, 192, 128]","[2, 4, 8, 16, 32]","[1, 3]","[1, 3, 4]",0.0,hardswish,16,decreasing,2,pow2,128.0,7,0.0005,0.0,L2,5,SGD,last,True,1e-05,True
39,0.178030303030303,PRUNED,2025-10-09 05:42:05.793548,2025-10-09 05:42:35.511637,0 days 00:00:29.718089,"[256, 384, 512, 640]","[1, 2, 3, 4]",[0],[1],0.3,silu,96,increasing,1,linear,256.0,7,0.001,,minmax,4,AdamW,attention,False,5e-07,True
40,0.0855855855855855,PRUNED,2025-10-09 05:42:35.513671,2025-10-09 05:43:54.748789,0 days 00:01:19.235118,"[896, 768, 640]","[1, 2, 4]","[1, 2]","[0, 1, 2]",0.2,elu,64,decreasing,2,pow2,512.0,5,0.0002,,L2,3,RMSprop,max,True,1e-07,True
41,0.4607437678360047,COMPLETE,2025-10-09 05:43:54.749790,2025-10-09 05:44:32.132093,0 days 00:00:37.382303,"[96, 128, 192]","[1, 3, 5]",[1],[1],0.1,gelu,96,increasing,2,linear,,2,0.0005,,minmax,3,AdamW,last,True,1e-07,False
42,0.4588530944551421,COMPLETE,2025-10-09 05:44:32.134101,2025-10-09 05:45:27.145083,0 days 00:00:55.010982,"[96, 128, 192]","[1, 3, 5]",[1],[1],0.1,relu,96,increasing,2,linear,256.0,9,0.0005,,minmax,3,AdamW,last,True,1e-07,False
43,0.4635413859629833,COMPLETE,2025-10-09 05:45:27.147677,2025-10-09 05:45:58.219712,0 days 00:00:31.072035,"[64, 96]","[1, 3]",[1],[1],0.0,prelu,96,increasing,2,linear,128.0,3,0.0005,,minmax,2,AdamW,last,True,1e-07,False
44,0.178030303030303,PRUNED,2025-10-09 05:45:58.221713,2025-10-09 05:46:06.544919,0 days 00:00:08.323206,"[64, 96]","[1, 3]",[1],[1],0.0,prelu,96,increasing,2,linear,128.0,3,1e-05,,minmax,2,AdamW,last,True,1e-05,False
45,0.4422890894247306,COMPLETE,2025-10-09 05:46:06.545919,2025-10-09 05:46:57.610529,0 days 00:00:51.064610,[64],[1],[],[],0.0,prelu,32,increasing,2,linear,128.0,3,0.0005,,minmax,1,AdamW,last,True,1e-07,False
46,0.2175904889576118,COMPLETE,2025-10-09 05:46:57.612999,2025-10-09 05:47:42.339160,0 days 00:00:44.726161,"[96, 128]","[1, 3]",[1],[],0.0,prelu,16,increasing,2,linear,128.0,3,0.002,,minmax,2,Adam,max,True,1e-07,False
47,0.4842567338243289,COMPLETE,2025-10-09 05:47:42.341172,2025-10-09 05:48:10.267692,0 days 00:00:27.926520,[64],[1],[0],[],0.1,leakyrelu,96,decreasing,2,linear,,3,0.0005,,L2,1,RMSprop,last,True,2e-06,False
48,0.178030303030303,PRUNED,2025-10-09 05:48:10.269706,2025-10-09 05:48:19.259515,0 days 00:00:08.989809,[256],[1],[0],[0],0.0,leakyrelu,128,decreasing,2,linear,128.0,3,0.0002,,L2,1,RMSprop,mean,False,2e-06,False
49,0.21875,PRUNED,2025-10-09 05:48:19.260599,2025-10-09 05:48:27.488998,0 days 00:00:08.228399,[64],[1],[0],[],0.1,leakyrelu,96,decreasing,3,linear,,3,0.001,,L2,1,RMSprop,last,True,2e-06,False
