id,timestamp,target_embedding,source_params,model,seed,input_dim,hidden_layers,pca_frac,norm_layers,dropout_layers,dropout_rate,pooling,norm,batch_size,num_layers,base_dim,activation,optimizer,momentum_sgd,learning_rate,weight_decay,use_pca,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,epochs_trained,best_epoch,train_loss_best_state,test_loss_best_state,training
140,20251127_200742,gaitset_GREW.csv,gaitset_OUMVLP.csv,MLP,42,114,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.03373,2.16682,0.56818,0.43023,"[0.7907, 0.0, 0.5]",0.54545,0.4625,"[0.7, 0.125, 0.5625]",25,22,0.06547,1.74099,COMPLETED
141,20251127_200742,gaitset_OUMVLP.csv,gaitset_OUMVLP.csv,MLP,42,94,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.02936,3.81591,0.36364,0.27273,"[0.45455, 0.0, 0.36364]",0.45455,0.44364,"[0.44444, 0.4, 0.48649]",53,25,0.69819,1.21651,COMPLETED
142,20251127_200742,gln_phase1.csv,gaitset_OUMVLP.csv,MLP,42,89,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.03023,2.5238,0.43182,0.3628,"[0.52174, 0.16667, 0.4]",0.5,0.45424,"[0.57778, 0.33333, 0.45161]",30,23,0.12292,1.89848,COMPLETED
143,20251127_200742,gln_phase2.csv,gaitset_OUMVLP.csv,MLP,42,96,"[1024, 512]",0.9,[1],[1],0.5,mean,L2,48,2,1024,gelu,Adam,,0.001,1e-07,True,0.04968,2.49046,0.5,0.40691,"[0.6383, 0.15385, 0.42857]",0.52273,0.42959,"[0.65217, 0.15385, 0.48276]",32,31,0.03124,2.42177,COMPLETED

144,20251127_200817,baseline_CASIAB.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.0819,1.91979,0.43182,0.32593,"[0.57778, 0.0, 0.4]",0.5,0.47076,"[0.57895, 0.3, 0.53333]",120,67,0.41307,1.22522,COMPLETED
145,20251127_200817,baseline_OUMVLP.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.07319,2.3764,0.36364,0.32598,"[0.42105, 0.10526, 0.45161]",0.45455,0.42203,"[0.47059, 0.30769, 0.4878]",167,88,0.41409,1.57428,COMPLETED
146,20251127_200817,gaitgl.csv,gln_phase1.csv,MLP,42,128,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.07423,1.91515,0.52273,0.50266,"[0.55, 0.42857, 0.52941]",0.61364,0.57013,"[0.68182, 0.42857, 0.6]",174,166,0.09895,1.81497,COMPLETED
147,20251127_200817,gaitgl_GREW.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.07142,3.03297,0.27273,0.2163,"[0.40816, 0.16667, 0.07407]",0.38636,0.34451,"[0.39024, 0.22222, 0.42105]",101,73,0.26968,2.21633,COMPLETED
148,20251127_200817,gaitgl_GREW_BNNeck.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.07413,2.05461,0.5,0.44099,"[0.6087, 0.28571, 0.42857]",0.56818,0.50719,"[0.66667, 0.26667, 0.58824]",95,83,0.12666,1.86337,COMPLETED
149,20251127_200817,gaitgl_OUMVLP.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.08609,2.2227,0.54545,0.48406,"[0.65217, 0.33333, 0.46667]",0.56818,0.51065,"[0.65217, 0.36364, 0.51613]",275,186,0.38047,1.49508,COMPLETED
150,20251127_200817,gaitpart_GREW.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.06964,2.7322,0.40909,0.38007,"[0.53659, 0.36364, 0.24]",0.54545,0.52028,"[0.61538, 0.54545, 0.4]",136,63,0.44529,1.38517,COMPLETED
151,20251127_200817,gaitpart_OUMVLP.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.09522,3.20674,0.5,0.25797,"[0.65625, 0.0, 0.11765]",0.54545,0.46275,"[0.57143, 0.22222, 0.59459]",430,336,0.18263,1.63138,COMPLETED
152,20251127_200817,gaitset.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.08058,2.44597,0.31818,0.28051,"[0.45, 0.09524, 0.2963]",0.5,0.43397,"[0.4878, 0.25, 0.5641]",124,57,0.49146,1.35515,COMPLETED
153,20251127_200817,gaitset_GREW.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.08838,2.46344,0.29545,0.21124,"[0.3913, 0.0, 0.24242]",0.40909,0.33524,"[0.52, 0.2, 0.28571]",148,138,0.08528,2.352,COMPLETED
154,20251127_200817,gaitset_OUMVLP.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.08211,1.87892,0.5,0.35105,"[0.70833, 0.0, 0.34483]",0.52273,0.44626,"[0.65306, 0.28571, 0.4]",554,217,0.55267,1.23755,COMPLETED
155,20251127_200817,gln_phase1.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.08712,2.43212,0.38636,0.28132,"[0.51064, 0.0, 0.33333]",0.56818,0.40404,"[0.66667, 0.0, 0.54545]",129,44,0.59599,1.27469,COMPLETED
156,20251127_200817,gln_phase2.csv,gln_phase1.csv,MLP,42,256,"[448, 896]",,[1],[],,max,L2,16,2,896,tanh,Adam,,5e-05,1e-07,False,0.05686,1.97119,0.45455,0.3782,"[0.57778, 0.18182, 0.375]",0.54545,0.49393,"[0.61905, 0.33333, 0.52941]",157,75,0.38929,1.14731,COMPLETED

157,20251127_201237,baseline_CASIAB.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.08534,3.10803,0.5,0.42564,"[0.51282, 0.2, 0.5641]",0.61364,0.5123,"[0.68085, 0.25, 0.60606]",190,62,0.65489,1.10486,COMPLETED
158,20251127_201237,baseline_OUMVLP.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.07915,3.1412,0.40909,0.2961,"[0.54545, 0.0, 0.34286]",0.47727,0.39435,"[0.59574, 0.14286, 0.44444]",194,113,0.18191,2.46178,COMPLETED
159,20251127_201237,gaitgl.csv,gln_phase2.csv,MLP,42,128,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.05789,3.05728,0.47727,0.4647,"[0.54545, 0.46154, 0.3871]",0.54545,0.53383,"[0.58537, 0.5, 0.51613]",98,70,0.14489,2.1987,COMPLETED
160,20251127_201237,gaitgl_GREW.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.05356,5.00915,0.38636,0.34377,"[0.40909, 0.22222, 0.4]",0.5,0.45861,"[0.45714, 0.33333, 0.58537]",132,27,0.67724,1.32483,COMPLETED
161,20251127_201237,gaitgl_GREW_BNNeck.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.09712,3.16354,0.59091,0.48778,"[0.68, 0.25, 0.53333]",0.59091,0.5249,"[0.68293, 0.28571, 0.60606]",102,84,0.19528,2.14056,COMPLETED
162,20251127_201237,gaitgl_OUMVLP.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.08739,3.96372,0.5,0.42955,"[0.68182, 0.22222, 0.38462]",0.63636,0.59396,"[0.71429, 0.46154, 0.60606]",522,167,0.40602,1.45447,COMPLETED
163,20251127_201237,gaitpart_GREW.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.0609,4.10365,0.31818,0.31143,"[0.4, 0.32, 0.21429]",0.5,0.48696,"[0.57895, 0.44444, 0.4375]",133,100,0.22674,2.74152,COMPLETED
164,20251127_201237,gaitpart_OUMVLP.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.0993,3.54729,0.47727,0.3545,"[0.44444, 0.0, 0.61905]",0.54545,0.49192,"[0.57895, 0.28571, 0.61111]",283,109,0.57967,1.59423,COMPLETED
165,20251127_201237,gaitset.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.04525,4.79601,0.31818,0.30147,"[0.4, 0.18182, 0.32258]",0.54545,0.50986,"[0.55814, 0.4, 0.57143]",155,53,0.49308,1.90588,COMPLETED
166,20251127_201237,gaitset_GREW.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.06248,4.91722,0.40909,0.3,"[0.5, 0.0, 0.4]",0.5,0.44755,"[0.62222, 0.33333, 0.3871]",185,182,0.0684,4.45846,COMPLETED
167,20251127_201237,gaitset_OUMVLP.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.0709,3.03268,0.5,0.45047,"[0.6, 0.23529, 0.51613]",0.56818,0.52153,"[0.68182, 0.4, 0.48276]",520,273,0.26372,1.81284,STOPPED
168,20251127_201237,gln_phase1.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.09584,4.02143,0.38636,0.31269,"[0.41176, 0.0, 0.52632]",0.61364,0.469,"[0.75, 0.22222, 0.43478]",218,50,0.67574,1.09269,COMPLETED
169,20251127_201237,gln_phase2.csv,gln_phase2.csv,MLP,42,256,"[768, 768, 768, 768, 768]",,"[1, 2]","[1, 3, 4]",0.5,max,minmax,16,5,768,relu,Adam,,0.0002,1e-06,False,0.09597,3.49415,0.45455,0.31951,"[0.57143, 0.0, 0.3871]",0.59091,0.49664,"[0.64865, 0.22222, 0.61905]",200,76,0.48879,1.46527,COMPLETED
