id,timestamp,target_embedding,source_params,model,seed,input_dim,hidden_layers,pooling,norm,batch_size,num_layers,base_dim,activation,dropout_rate,optimizer,learning_rate,weight_decay,use_pca,pca_frac,norm_layer,do_layer,train_loss,accuracy,epochs_trained,f1_macro,best_f1,best_epoch,best_state_loss,training
47,20250826_193348,gaitpart_OUMVLP.csv,gaitgl_GREW.csv,MLP,42,66,"[128, 64]",max,L2,128,2,128,gelu,0.2,Adam,0.0001,0.0,True,0.85,[1],[2],0.00496,0.5,2274,0.37591,0.44273,1905,0.0227,COMPLETED
48,20250826_193348,gaitset.csv,gaitgl_GREW.csv,MLP,42,75,"[128, 64]",max,L2,128,2,128,gelu,0.2,Adam,0.0001,0.0,True,0.85,[1],[2],0.00483,0.45455,1363,0.32107,0.39984,755,0.18613,COMPLETED
49,20250826_193348,gaitset_GREW.csv,gaitgl_GREW.csv,MLP,42,99,"[128, 64]",max,L2,128,2,128,gelu,0.2,Adam,0.0001,0.0,True,0.85,[1],[2],0.00475,0.43182,1211,0.29932,0.30969,1158,0.00519,COMPLETED
50,20250826_193348,gaitset_OUMVLP.csv,gaitgl_GREW.csv,MLP,42,68,"[128, 64]",max,L2,128,2,128,gelu,0.2,Adam,0.0001,0.0,True,0.85,[1],[2],0.00498,0.47727,2746,0.34497,0.36142,2074,0.10453,COMPLETED
51,20250826_193348,gln_phase1.csv,gaitgl_GREW.csv,MLP,42,71,"[128, 64]",max,L2,128,2,128,gelu,0.2,Adam,0.0001,0.0,True,0.85,[1],[2],0.0047,0.45455,1313,0.31944,0.37276,739,0.14919,COMPLETED
52,20250826_193348,gln_phase2.csv,gaitgl_GREW.csv,MLP,42,72,"[128, 64]",max,L2,128,2,128,gelu,0.2,Adam,0.0001,0.0,True,0.85,[1],[2],0.00444,0.47727,1473,0.42512,0.46731,917,0.0749,COMPLETED

53,20250826_193854,baseline_CASIAB.csv,gaitgl_GREW_BNNeck.csv,MLP,42,256,"[256, 128]",mean,L2,64,2,256,silu,0.5,Adam,0.0001,0.0001,False,,[1],[2],0.00441,0.56818,356,0.51612,0.58574,348,0.00462,COMPLETED
54,20250826_193854,baseline_OUMVLP.csv,gaitgl_GREW_BNNeck.csv,MLP,42,256,"[256, 128]",mean,L2,64,2,256,silu,0.5,Adam,0.0001,0.0001,False,,[1],[2],0.00495,0.5,433,0.45238,0.48909,218,0.0682,COMPLETED
55,20250826_193854,gaitgl.csv,gaitgl_GREW_BNNeck.csv,MLP,42,128,"[256, 128]",mean,L2,64,2,256,silu,0.5,Adam,0.0001,0.0001,False,,[1],[2],0.00478,0.47727,525,0.40769,0.44463,228,0.12161,COMPLETED
