id,timestamp,target_embedding,source_params,model,seed,pooling,norm,batch_size,num_layers,base_dim,activation,dropout_rate,optimizer,learning_rate,weight_decay,use_pca,pca_frac,momentum_sgd,norm_layer,do_layer,hidden_layers,input_dim,label_smoothing,clip_grad_norm,class_weights,train_loss,test_loss,accuracy,epochs_trained,f1_macro,best_f1,best_state_loss,training,duration_sec
150,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,96,4,1024,silu,0.45,Adam,0.0001,1e-07,True,0.8,,"[1, 2, 3, 4]","[1, 2]","[1024, 768, 512, 256]",50,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14162,1.94471,0.43182,436,0.36213,0.44319,0.14428,STOPPED,23.763

151,20251019_192157,baseline_31steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,,[2],[0],"[512, 256]",58,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14102,1.25962,0.59091,164,0.57327,0.61622,0.14933,STOPPED,15.255
152,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,,[2],[0],"[512, 256]",74,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14333,2.54327,0.34091,131,0.30283,0.42703,0.29481,STOPPED,20.509
153,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,,[2],[0],"[512, 256]",66,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14496,2.01303,0.40909,316,0.36845,0.44324,0.14617,STOPPED,19.878
154,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,,[2],[0],"[512, 256]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.1402,1.6773,0.45455,408,0.41549,0.56337,0.14366,STOPPED,23.32
155,20251019_192157,gln_93steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,elu,0.3,Adam,0.001,1e-06,True,0.8,,[2],[0],"[512, 256]",48,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14508,2.22692,0.36364,156,0.35238,0.41431,0.15541,STOPPED,17.965

156,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,max,L2,64,2,640,leakyrelu,0.35,RMSprop,0.0001,1e-06,True,0.75,,"[1, 2]",[1],"[640, 512]",57,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14218,1.41376,0.56818,714,0.41124,0.46718,0.16249,STOPPED,54.914
157,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,max,L2,64,2,640,leakyrelu,0.35,RMSprop,0.0001,1e-06,True,0.75,,"[1, 2]",[1],"[640, 512]",78,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14221,1.99941,0.38636,382,0.27778,0.362,0.18468,STOPPED,38.858
158,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,max,L2,64,2,640,leakyrelu,0.35,RMSprop,0.0001,1e-06,True,0.75,,"[1, 2]",[1],"[640, 512]",49,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14356,1.57673,0.52273,1749,0.47619,0.49833,0.14472,STOPPED,74.561
159,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,max,L2,64,2,640,leakyrelu,0.35,RMSprop,0.0001,1e-06,True,0.75,,"[1, 2]",[1],"[640, 512]",49,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14366,1.3821,0.56818,760,0.41775,0.57497,0.22949,STOPPED,66.273
160,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,max,L2,64,2,640,leakyrelu,0.35,RMSprop,0.0001,1e-06,True,0.75,,"[1, 2]",[1],"[640, 512]",37,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15417,1.65051,0.45455,583,0.32566,0.47972,0.28361,STOPPED,51.839

161,20251019_192157,baseline_31steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,,[2],[2],"[512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14465,1.35304,0.43182,436,0.40185,0.49097,0.14384,STOPPED,19.752
162,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,,[2],[2],"[512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14833,1.65501,0.36364,487,0.28752,0.37943,0.14924,STOPPED,26.124
163,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,,[2],[2],"[512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14811,1.27411,0.59091,671,0.52251,0.5917,0.14984,STOPPED,32.251
164,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,,[2],[2],"[512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14547,1.70296,0.47727,179,0.3543,0.38388,0.19962,STOPPED,23.725
165,20251019_192157,gln_93steps_mean.csv,mlp_results_v1_Optuna.csv,MLP,42,mean,L2,64,2,512,leakyrelu,0.4,Adam,0.0001,1e-06,False,,,[2],[2],"[512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14414,1.28248,0.5,232,0.44733,0.53606,0.14565,STOPPED,15.64

166,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,leakyrelu,0.5,Adam,0.0002,0.0,True,0.8,,[2],[3],"[512, 384, 256, 128]",58,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14317,1.43876,0.5,137,0.38807,0.55415,0.14568,STOPPED,13.903
167,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,leakyrelu,0.5,Adam,0.0002,0.0,True,0.8,,[2],[3],"[512, 384, 256, 128]",74,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14222,1.5872,0.47727,304,0.36464,0.44846,0.14452,STOPPED,19.973
168,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,leakyrelu,0.5,Adam,0.0002,0.0,True,0.8,,[2],[3],"[512, 384, 256, 128]",66,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14242,1.43265,0.5,97,0.38623,0.50174,0.30379,STOPPED,16.982
169,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,leakyrelu,0.5,Adam,0.0002,0.0,True,0.8,,[2],[3],"[512, 384, 256, 128]",63,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14275,1.81235,0.45455,305,0.32,0.40025,0.14335,STOPPED,18.127
170,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,leakyrelu,0.5,Adam,0.0002,0.0,True,0.8,,[2],[3],"[512, 384, 256, 128]",48,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14248,1.42139,0.52273,336,0.44233,0.5183,0.1431,STOPPED,16.159

171,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,False,,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14405,1.87844,0.5,117,0.42571,0.55415,0.17473,STOPPED,16.22
172,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,False,,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14638,2.19409,0.40909,241,0.29333,0.39386,0.16777,STOPPED,25.614
173,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,False,,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15109,1.75528,0.54545,655,0.52723,0.58278,0.14669,STOPPED,33.523
174,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,False,,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14538,2.17783,0.40909,569,0.30725,0.42377,0.14147,STOPPED,25.894
175,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,88,3,768,silu,0.4,Adam,0.0002,1e-07,False,,,"[1, 2, 3]","[1, 2]","[768, 512, 256]",256,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14535,2.05083,0.5,267,0.42029,0.4742,0.14722,STOPPED,17.501

176,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,2,256,leakyrelu,0.5,Adam,0.001,1e-05,True,0.9,,[1],[2],"[256, 128]",98,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14798,1.4604,0.45455,253,0.40603,0.47222,0.14806,STOPPED,10.851
177,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,2,256,leakyrelu,0.5,Adam,0.001,1e-05,True,0.9,,[1],[2],"[256, 128]",108,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14702,1.45205,0.43182,99,0.36751,0.43876,0.15271,STOPPED,10.509
178,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,2,256,leakyrelu,0.5,Adam,0.001,1e-05,True,0.9,,[1],[2],"[256, 128]",104,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14636,1.21665,0.56818,267,0.4779,0.53488,0.14857,STOPPED,12.846
179,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,2,256,leakyrelu,0.5,Adam,0.001,1e-05,True,0.9,,[1],[2],"[256, 128]",104,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14788,1.59141,0.40909,30,0.29513,0.39484,0.16213,STOPPED,10.529
180,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,64,2,256,leakyrelu,0.5,Adam,0.001,1e-05,True,0.9,,[1],[2],"[256, 128]",87,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14864,1.50661,0.45455,14,0.37721,0.49671,0.32584,STOPPED,11.598

181,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,silu,0.5,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3]","[1, 2, 3]","[512, 512, 384, 256]",45,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.15021,1.51927,0.61364,720,0.55134,0.59116,0.17187,STOPPED,43.35
182,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,silu,0.5,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3]","[1, 2, 3]","[512, 512, 384, 256]",59,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14472,1.79176,0.52273,732,0.40357,0.49283,0.14886,STOPPED,51.276
183,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,silu,0.5,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3]","[1, 2, 3]","[512, 512, 384, 256]",52,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14572,1.97626,0.45455,573,0.39443,0.5183,0.16917,STOPPED,49.674
184,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,silu,0.5,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3]","[1, 2, 3]","[512, 512, 384, 256]",49,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14275,1.87143,0.54545,561,0.45455,0.47569,0.16876,STOPPED,55.535
185,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,L2,64,4,512,silu,0.5,Adam,0.0002,1e-07,True,0.75,,"[1, 2, 3]","[1, 2, 3]","[512, 512, 384, 256]",37,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14826,2.15681,0.38636,763,0.31673,0.41396,0.15446,STOPPED,46.39

186,20251019_192157,baseline_31steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,80,4,768,leakyrelu,0.5,Adam,0.0002,1e-07,True,0.85,,"[2, 4]","[1, 3]","[512, 384, 384, 512]",75,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14265,1.6956,0.56818,254,0.42512,0.49717,0.14878,STOPPED,22.103
187,20251019_192157,gaitgl_64steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,80,4,768,leakyrelu,0.5,Adam,0.0002,1e-07,True,0.85,,"[2, 4]","[1, 3]","[512, 384, 384, 512]",83,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14725,1.89636,0.54545,191,0.39898,0.50754,0.16678,STOPPED,18.257
188,20251019_192157,gaitpart_16steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,80,4,768,leakyrelu,0.5,Adam,0.0002,1e-07,True,0.85,,"[2, 4]","[1, 3]","[512, 384, 384, 512]",82,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14513,1.98748,0.54545,307,0.51179,0.55988,0.147,STOPPED,16.799
189,20251019_192157,gaitset_62steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,80,4,768,leakyrelu,0.5,Adam,0.0002,1e-07,True,0.85,,"[2, 4]","[1, 3]","[512, 384, 384, 512]",80,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14215,2.20663,0.45455,289,0.31519,0.39428,0.14231,STOPPED,17.92
190,20251019_192157,gln_93steps_mean.csv,mlp_results_v2.csv,MLP,42,mean,minmax,80,4,768,leakyrelu,0.5,Adam,0.0002,1e-07,True,0.85,,"[2, 4]","[1, 3]","[512, 384, 384, 512]",65,0.03,1.0,"[1.0, 3.1864, 1.3333]",0.14727,2.38712,0.40909,465,0.34845,0.43056,0.14095,STOPPED,23.812
