id,timestamp,target_embedding,source_params,model,seed,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,batch_size,optimizer,learning_rate,weight_decay,momentum_sgd,input_dim,native_mode,train_loss,test_loss,accuracy,f1_macro,f1_per_class,best_accuracy,best_f1,best_f1_per_class,best_epoch,train_loss_best_state,test_loss_best_state,epochs_trained,training,duration_sec
143,20251210_101431,gln_phase2.csv,gaitset_OUMVLP.csv,LSTM,42,2,"[256, 384]",True,L2,0.0,[],[1],max,512,gelu,True,32,Adam,0.0002,1e-05,,256,False,0.00684,1.84173,0.54545,0.39015,"[0.625, 0.0, 0.54545]",0.59091,0.49182,"[0.68182, 0.22222, 0.57143]",25,0.37103,1.37156,32,COMPLETED,19.389

144,20251210_101901,baseline_CASIAB.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.02618,4.89556,0.43182,0.3694,"[0.48889, 0.18182, 0.4375]",0.59091,0.48381,"[0.68, 0.2, 0.57143]",65,0.59482,1.44472,111,COMPLETED,15.411
145,20251210_101901,baseline_OUMVLP.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.06868,2.64972,0.47727,0.41142,"[0.43902, 0.16667, 0.62857]",0.63636,0.53107,"[0.63415, 0.22222, 0.73684]",96,0.12862,2.63763,113,COMPLETED,15.559
146,20251210_101901,gaitgl.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,128,True,0.00371,4.47828,0.45455,0.44404,"[0.46154, 0.4, 0.47059]",0.56818,0.55534,"[0.58537, 0.5, 0.58065]",39,0.36334,1.70588,48,COMPLETED,8.313
147,20251210_101901,gaitgl_GREW.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.00757,4.22013,0.40909,0.3826,"[0.46512, 0.30769, 0.375]",0.45455,0.42203,"[0.4878, 0.30769, 0.47059]",28,0.04073,3.47659,30,COMPLETED,5.401
148,20251210_101901,gaitgl_GREW_BNNeck.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.02329,4.39613,0.38636,0.33282,"[0.54545, 0.22222, 0.23077]",0.5,0.44099,"[0.6087, 0.28571, 0.42857]",25,0.65566,1.53693,57,COMPLETED,10.275
149,20251210_101901,gaitgl_OUMVLP.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.01872,6.72795,0.45455,0.34701,"[0.51163, 0.0, 0.52941]",0.52273,0.43558,"[0.58824, 0.2, 0.51852]",59,0.55085,2.67682,122,COMPLETED,21.889
150,20251210_101901,gaitpart_GREW.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.00974,2.81478,0.5,0.47316,"[0.59091, 0.42857, 0.4]",0.54545,0.52222,"[0.62222, 0.5, 0.44444]",103,0.03551,2.52915,106,COMPLETED,12.203
151,20251210_101901,gaitpart_OUMVLP.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.06463,2.8273,0.59091,0.57534,"[0.57895, 0.5, 0.64706]",0.63636,0.61569,"[0.66667, 0.53333, 0.64706]",357,0.26249,2.08736,364,COMPLETED,41.916
152,20251210_101901,gaitset.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.04833,3.35872,0.45455,0.4426,"[0.47619, 0.4, 0.45161]",0.52273,0.47766,"[0.58537, 0.33333, 0.51429]",52,0.509,1.6646,74,COMPLETED,13.019
153,20251210_101901,gaitset_GREW.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.02889,4.48133,0.36364,0.32297,"[0.5, 0.10526, 0.36364]",0.45455,0.41856,"[0.45714, 0.28571, 0.51282]",86,0.37144,1.82686,121,COMPLETED,21.133
154,20251210_101901,gaitset_OUMVLP.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.08985,3.59046,0.5,0.42251,"[0.57143, 0.18182, 0.51429]",0.56818,0.50323,"[0.68182, 0.23529, 0.59259]",338,0.21633,2.95582,353,COMPLETED,62.101
155,20251210_101901,gln_phase1.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.02303,1.88172,0.70455,0.65508,"[0.75556, 0.5, 0.70968]",0.72727,0.73091,"[0.73684, 0.75, 0.70588]",82,0.03725,1.88236,83,COMPLETED,18.065
156,20251210_101901,gln_phase2.csv,gln_phase1.csv,LSTM,42,1,[448],False,L2,0.0,[],[],last,1024,silu,True,32,Adam,0.001,1e-06,,256,True,0.0066,3.67395,0.56818,0.50628,"[0.65217, 0.33333, 0.53333]",0.56818,0.5529,"[0.5641, 0.5, 0.59459]",63,0.2451,2.16895,94,COMPLETED,20.541

157,20251210_102342,baseline_CASIAB.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.01725,3.32929,0.5,0.39709,"[0.64, 0.16667, 0.38462]",0.56818,0.46834,"[0.66667, 0.22222, 0.51613]",44,0.31362,1.58266,61,COMPLETED,18.26
158,20251210_102342,baseline_OUMVLP.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.00683,2.3349,0.56818,0.51093,"[0.61905, 0.30769, 0.60606]",0.59091,0.53434,"[0.65116, 0.36364, 0.58824]",86,0.03117,2.14175,88,COMPLETED,26.159
159,20251210_102342,gaitgl.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,128,False,0.00422,3.32432,0.43182,0.35507,"[0.56522, 0.16667, 0.33333]",0.47727,0.40598,"[0.5641, 0.15385, 0.5]",47,0.25183,1.77258,53,COMPLETED,22.163
160,20251210_102342,gaitgl_GREW.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.04564,3.29499,0.45455,0.30753,"[0.6, 0.0, 0.32258]",0.52273,0.49392,"[0.64, 0.54545, 0.2963]",51,0.0475,2.07395,55,COMPLETED,23.938
161,20251210_102342,gaitgl_GREW_BNNeck.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.03577,3.4862,0.40909,0.34762,"[0.5, 0.14286, 0.4]",0.45455,0.37909,"[0.54167, 0.18182, 0.41379]",67,0.21061,2.26521,82,COMPLETED,35.341
162,20251210_102342,gaitgl_OUMVLP.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.03072,2.86503,0.47727,0.4306,"[0.58333, 0.36364, 0.34483]",0.47727,0.4306,"[0.58333, 0.36364, 0.34483]",78,0.03072,2.86503,78,COMPLETED,33.838
163,20251210_102342,gaitpart_GREW.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.01006,2.7013,0.40909,0.34071,"[0.51064, 0.16667, 0.34483]",0.52273,0.50381,"[0.61538, 0.44444, 0.45161]",88,0.06219,2.70102,91,COMPLETED,21.633
164,20251210_102342,gaitpart_OUMVLP.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.0269,2.90822,0.45455,0.32348,"[0.58333, 0.0, 0.3871]",0.54545,0.47238,"[0.69565, 0.30769, 0.41379]",120,0.20897,1.72312,142,COMPLETED,33.716
165,20251210_102342,gaitset.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.01067,2.83341,0.43182,0.36006,"[0.5098, 0.2, 0.37037]",0.47727,0.45408,"[0.51064, 0.4, 0.45161]",43,0.46171,1.48444,66,COMPLETED,27.758
166,20251210_102342,gaitset_GREW.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.09384,3.18341,0.43182,0.28205,"[0.61538, 0.0, 0.23077]",0.54545,0.46016,"[0.5625, 0.22222, 0.59574]",53,0.56452,1.47454,78,COMPLETED,33.101
167,20251210_102342,gaitset_OUMVLP.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.02042,3.62886,0.47727,0.38489,"[0.58824, 0.18182, 0.38462]",0.52273,0.42139,"[0.65306, 0.16667, 0.44444]",156,0.10919,2.08244,161,COMPLETED,68.163
168,20251210_102342,gln_phase1.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.02836,3.6181,0.40909,0.37955,"[0.35294, 0.28571, 0.5]",0.52273,0.48207,"[0.6087, 0.4, 0.4375]",70,0.01688,3.06263,71,COMPLETED,39.12
169,20251210_102342,gln_phase2.csv,gln_phase2.csv,LSTM,42,2,"[896, 768]",False,L2,0.2,[1],[1],mean,256,relu,False,32,AdamW,0.0002,1e-06,,256,False,0.03211,2.47674,0.5,0.4386,"[0.66667, 0.31579, 0.33333]",0.54545,0.51183,"[0.61111, 0.35294, 0.57143]",63,0.44851,1.31831,72,COMPLETED,39.738
