id,timestamp,target_embedding,source_params,model,seed,input_dim,num_layers,layer_sizes,bidirectional,norm,dropout,dropout_layers,norm_layers,pooling,fc_hidden,activation,norm_post_lstm,native_mode,batch_size,optimizer,momentum_sgd,learning_rate,weight_decay,class_weights,label_smoothing,clip_grad_norm,train_loss,test_loss,accuracy,f1_macro,f1_per_class,epochs_trained,train_loss_best_state,test_loss_best_state,best_accuracy,best_f1,best_f1_per_class,best_epoch,training,duration_sec
31,20251219_022834,baseline_31steps_concat.csv,Preset_7,LSTM,42,512,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,False,64,AdamW,,0.00025,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10621,2.49798,0.43182,0.33113,"[0.51064, 0.0, 0.48276]",346,0.65028,1.6584,0.5,0.48305,"[0.47059, 0.42857, 0.55]",53,COMPLETED,57.084
32,20251219_022834,gaitgl_64steps_concat.csv,Preset_7,LSTM,42,768,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,False,64,AdamW,,0.00025,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10097,1.80098,0.59091,0.45005,"[0.7619, 0.0, 0.58824]",301,0.57582,1.80701,0.56818,0.53337,"[0.71795, 0.36364, 0.51852]",196,COMPLETED,77.767
33,20251219_022834,gaitpart_16steps_concat.csv,Preset_7,LSTM,42,512,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,False,64,AdamW,,0.00025,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10574,1.66857,0.59091,0.48889,"[0.66667, 0.2, 0.6]",292,0.17493,1.58152,0.61364,0.55296,"[0.66667, 0.36364, 0.62857]",286,COMPLETED,39.71
34,20251219_022834,gaitset_62steps_concat.csv,Preset_7,LSTM,42,768,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,False,64,AdamW,,0.00025,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.10137,2.27586,0.45455,0.36201,"[0.56604, 0.2, 0.32]",406,0.10743,1.86107,0.54545,0.46211,"[0.6, 0.22222, 0.5641]",373,COMPLETED,102.811
35,20251219_022834,gln_93steps_concat.csv,Preset_7,LSTM,42,512,2,"[96, 128]",True,L2,0.15,[1],[],mean,128,gelu,True,False,64,AdamW,,0.00025,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11727,2.4077,0.45455,0.3452,"[0.60377, 0.18182, 0.25]",201,0.64585,1.60736,0.47727,0.40926,"[0.4, 0.25, 0.57778]",70,COMPLETED,62.936

36,20251219_022834,baseline_31steps_concat.csv,Preset_8,LSTM,42,512,4,"[512, 256, 128, 64]",True,nan,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,False,16,SGD,0.7,0.001,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13375,2.30158,0.5,0.45238,"[0.57143, 0.28571, 0.5]",1545,0.33067,1.81152,0.56818,0.53857,"[0.63158, 0.42857, 0.55556]",739,STOPPED,1486.879
37,20251219_022834,gaitgl_64steps_concat.csv,Preset_8,LSTM,42,768,4,"[512, 256, 128, 64]",True,nan,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,False,16,SGD,0.7,0.001,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11936,2.24121,0.5,0.44841,"[0.58333, 0.33333, 0.42857]",386,0.15403,1.9694,0.52273,0.47061,"[0.59574, 0.33333, 0.48276]",299,COMPLETED,569.849
38,20251219_022834,gaitpart_16steps_concat.csv,Preset_8,LSTM,42,512,4,"[512, 256, 128, 64]",True,nan,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,False,16,SGD,0.7,0.001,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.13564,2.06638,0.52273,0.46212,"[0.63636, 0.25, 0.5]",2786,0.13942,1.82698,0.61364,0.54553,"[0.68571, 0.26667, 0.68421]",2562,STOPPED,2094.019
39,20251219_022834,gaitset_62steps_concat.csv,Preset_8,LSTM,42,768,4,"[512, 256, 128, 64]",True,nan,0.25,"[1, 2, 3]","[1, 3]",last,768,elu,False,False,16,SGD,0.7,0.001,1e-05,[0.68794326 2.1920904  0.91725768],0.02,1.0,0.11757,2.1643,0.52273,0.43913,"[0.63415, 0.15385, 0.52941]",2195,0.15277,2.09657,0.59091,0.49415,"[0.68421, 0.16667, 0.63158]",1721,COMPLETED,3172.114
